Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object93_D,Instance1,574,-22,130,0.15,Instance2,574,-37,130,0.61,Instance3,574,-31,130,0.24
Object94_D,Instance1,396,-20,70,0.66,Instance2,396,-10,70,0.29,Instance3,396,-19,70,0.05
Object95_D,Instance1,152,-43,30,0.84,Instance2,152,-40,30,0.12,Instance3,152,-36,30,0.04
Object96_D,Instance1,553,-41,100,0.69,Instance2,553,-2,100,0.0,Instance3,553,-29,100,0.31
Object97_D,Instance1,47,-13,150,0.31,Instance2,47,-15,150,0.47,Instance3,47,-43,150,0.22
Object98_D,Instance1,738,-19,200,0.39,Instance2,738,-16,200,0.23,Instance3,738,-24,200,0.38
Object99_D,Instance1,172,-16,40,0.33,Instance2,172,-44,40,0.08,Instance3,172,-45,40,0.59
Object100_D,Instance1,110,-18,200,0.23,Instance2,110,-39,200,0.41,Instance3,110,-5,200,0.36
Object101_D,Instance1,467,-31,100,0.57,Instance2,467,-43,100,0.39,Instance3,467,-15,100,0.04
Object102_D,Instance1,250,-29,30,0.98,Instance2,250,-24,30,0.02,Instance3,250,-46,30,0.0
Object103_D,Instance1,473,-27,80,0.62,Instance2,473,-15,80,0.14,Instance3,473,-31,80,0.25
Object104_D,Instance1,85,-45,180,0.38,Instance2,85,-43,180,0.21,Instance3,85,-20,180,0.41
Object105_D,Instance1,447,-47,70,0.27,Instance2,447,-28,70,0.31,Instance3,447,-34,70,0.42
Object106_D,Instance1,865,-36,60,0.36,Instance2,865,-36,60,0.56,Instance3,865,-16,60,0.08
Object107_D,Instance1,443,-43,10,0.57,Instance2,443,-4,10,0.15,Instance3,443,-47,10,0.29
Object108_D,Instance1,434,-42,10,0.52,Instance2,434,-33,10,0.3,Instance3,434,-33,10,0.18
Object109_D,Instance1,183,-10,190,0.33,Instance2,183,-33,190,0.45,Instance3,183,-36,190,0.22
Object110_D,Instance1,363,-15,180,0.59,Instance2,363,-6,180,0.04,Instance3,363,-7,180,0.37
Object111_D,Instance1,338,-44,130,0.96,Instance2,338,-33,130,0.03,Instance3,338,-10,130,0.0
Object112_D,Instance1,484,-49,50,0.89,Instance2,484,-30,50,0.05,Instance3,484,-11,50,0.06
Object113_D,Instance1,150,-34,60,0.13,Instance2,150,-22,60,0.16,Instance3,150,-10,60,0.71
Object114_D,Instance1,256,-38,100,0.4,Instance2,256,-35,100,0.56,Instance3,256,-33,100,0.04
Object115_D,Instance1,543,-12,30,0.02,Instance2,543,-26,30,0.22,Instance3,543,-47,30,0.76
Object116_D,Instance1,895,-15,180,0.31,Instance2,895,-36,180,0.07,Instance3,895,-45,180,0.62
Object117_D,Instance1,929,-34,90,0.81,Instance2,929,-30,90,0.18,Instance3,929,-6,90,0.01
Object118_D,Instance1,170,-41,10,0.13,Instance2,170,-13,10,0.01,Instance3,170,-27,10,0.87
Object119_D,Instance1,158,-35,140,0.48,Instance2,158,-17,140,0.14,Instance3,158,-1,140,0.38
Object120_D,Instance1,91,-27,170,0.43,Instance2,91,-2,170,0.27,Instance3,91,-17,170,0.31
Object121_D,Instance1,674,-40,80,0.44,Instance2,674,-35,80,0.43,Instance3,674,-33,80,0.14
Object122_D,Instance1,508,-4,160,0.86,Instance2,508,-30,160,0.11,Instance3,508,-4,160,0.02
Object123_D,Instance1,464,-15,130,0.12,Instance2,464,-2,130,0.39,Instance3,464,-43,130,0.5
Object124_D,Instance1,741,-7,200,0.19,Instance2,741,-32,200,0.72,Instance3,741,-43,200,0.1
Object125_D,Instance1,401,-5,180,0.78,Instance2,401,-3,180,0.19,Instance3,401,-30,180,0.03
Object126_D,Instance1,904,-2,110,0.39,Instance2,904,-11,110,0.2,Instance3,904,-43,110,0.41
Object127_D,Instance1,88,-30,90,0.12,Instance2,88,-27,90,0.71,Instance3,88,-15,90,0.17
Object128_D,Instance1,845,-13,20,0.49,Instance2,845,-15,20,0.32,Instance3,845,-9,20,0.2
Object129_D,Instance1,539,-33,10,0.01,Instance2,539,-17,10,0.61,Instance3,539,-13,10,0.38
Object130_D,Instance1,139,-36,60,0.98,Instance2,139,-4,60,0.02,Instance3,139,-48,60,0.01
Object131_D,Instance1,215,-20,180,0.94,Instance2,215,-39,180,0.01,Instance3,215,-39,180,0.05
Object132_D,Instance1,972,-40,160,0.36,Instance2,972,-4,160,0.33,Instance3,972,-34,160,0.31
Object133_D,Instance1,317,-4,70,0.04,Instance2,317,-7,70,0.36,Instance3,317,-46,70,0.6
Object134_D,Instance1,637,-16,190,0.6,Instance2,637,-9,190,0.09,Instance3,637,-17,190,0.32
Object135_D,Instance1,149,-39,80,0.66,Instance2,149,-32,80,0.24,Instance3,149,-27,80,0.1
Object136_D,Instance1,528,-8,140,0.1,Instance2,528,-12,140,0.56,Instance3,528,-30,140,0.34
Object137_D,Instance1,943,-7,20,0.14,Instance2,943,-7,20,0.71,Instance3,943,-21,20,0.14
Object138_D,Instance1,76,-28,180,0.94,Instance2,76,-19,180,0.01,Instance3,76,-8,180,0.05
Object139_D,Instance1,5,-13,110,0.6,Instance2,5,-38,110,0.21,Instance3,5,-5,110,0.19
Object140_D,Instance1,299,-23,80,0.81,Instance2,299,-39,80,0.13,Instance3,299,-37,80,0.07
Object141_D,Instance1,112,-26,190,0.36,Instance2,112,-13,190,0.4,Instance3,112,-48,190,0.24
Object142_D,Instance1,427,-27,140,0.13,Instance2,427,-47,140,0.47,Instance3,427,-24,140,0.41
Object143_D,Instance1,939,-45,10,0.52,Instance2,939,-25,10,0.41,Instance3,939,-38,10,0.07
Object144_D,Instance1,308,-37,160,0.05,Instance2,308,-38,160,0.75,Instance3,308,-13,160,0.2
Object145_D,Instance1,661,-48,50,0.81,Instance2,661,-44,50,0.06,Instance3,661,-48,50,0.13
Object146_D,Instance1,642,-35,20,0.44,Instance2,642,-5,20,0.08,Instance3,642,-47,20,0.48
Object147_D,Instance1,816,-49,70,0.37,Instance2,816,-47,70,0.54,Instance3,816,-41,70,0.09
Object148_D,Instance1,365,-26,180,0.77,Instance2,365,-24,180,0.11,Instance3,365,-28,180,0.13
Object149_D,Instance1,769,-34,80,0.46,Instance2,769,-27,80,0.29,Instance3,769,-19,80,0.25
Object150_D,Instance1,854,-26,120,0.47,Instance2,854,-17,120,0.52,Instance3,854,-25,120,0.01
Object151_D,Instance1,457,-39,90,0.8,Instance2,457,-4,90,0.16,Instance3,457,-49,90,0.04
Object152_D,Instance1,996,-18,130,0.99,Instance2,996,-37,130,0.0,Instance3,996,-22,130,0.01
Object153_D,Instance1,940,-24,140,0.17,Instance2,940,-9,140,0.64,Instance3,940,-40,140,0.19
Object154_D,Instance1,759,-24,160,0.19,Instance2,759,-32,160,0.49,Instance3,759,-25,160,0.32
Object155_D,Instance1,565,-13,150,0.11,Instance2,565,-35,150,0.56,Instance3,565,-9,150,0.33
Object156_D,Instance1,513,-36,190,0.24,Instance2,513,-10,190,0.71,Instance3,513,-34,190,0.05
Object157_D,Instance1,957,-3,20,0.88,Instance2,957,-30,20,0.0,Instance3,957,-27,20,0.12
Object158_D,Instance1,743,-22,190,0.18,Instance2,743,-32,190,0.49,Instance3,743,-1,190,0.32
Object159_D,Instance1,334,-32,70,0.49,Instance2,334,-15,70,0.45,Instance3,334,-48,70,0.06
Object160_D,Instance1,405,-7,110,0.38,Instance2,405,-40,110,0.31,Instance3,405,-38,110,0.31
Object161_D,Instance1,220,-19,90,0.03,Instance2,220,-19,90,0.02,Instance3,220,-2,90,0.95
Object162_D,Instance1,670,-2,110,0.13,Instance2,670,-8,110,0.78,Instance3,670,-44,110,0.09
Object163_D,Instance1,442,-46,110,0.25,Instance2,442,-27,110,0.09,Instance3,442,-6,110,0.65
Object164_D,Instance1,140,-33,130,0.01,Instance2,140,-29,130,0.8,Instance3,140,-6,130,0.19
Object165_D,Instance1,391,-7,200,0.95,Instance2,391,-8,200,0.05,Instance3,391,-45,200,0.01
Object166_D,Instance1,625,-46,170,0.8,Instance2,625,-14,170,0.18,Instance3,625,-14,170,0.03
Object167_D,Instance1,902,-39,50,0.69,Instance2,902,-15,50,0.22,Instance3,902,-47,50,0.09
Object168_D,Instance1,899,-38,200,0.64,Instance2,899,-38,200,0.24,Instance3,899,-5,200,0.13
Object169_D,Instance1,219,-1,90,0.35,Instance2,219,-24,90,0.57,Instance3,219,-11,90,0.08
Object170_D,Instance1,490,-38,20,0.23,Instance2,490,-2,20,0.02,Instance3,490,-6,20,0.75
Object171_D,Instance1,641,-19,150,0.34,Instance2,641,-11,150,0.65,Instance3,641,-10,150,0.01
Object172_D,Instance1,681,-4,160,0.54,Instance2,681,-50,160,0.13,Instance3,681,-20,160,0.33
Object173_D,Instance1,178,-46,140,0.12,Instance2,178,-17,140,0.8,Instance3,178,-11,140,0.08
Object174_D,Instance1,896,-43,190,0.41,Instance2,896,-41,190,0.07,Instance3,896,-39,190,0.52
Object175_D,Instance1,286,-45,100,0.64,Instance2,286,-20,100,0.05,Instance3,286,-18,100,0.3
Object176_D,Instance1,550,-50,200,0.07,Instance2,550,-4,200,0.7,Instance3,550,-22,200,0.23
Object177_D,Instance1,450,-7,50,0.45,Instance2,450,-49,50,0.04,Instance3,450,-48,50,0.51
Object178_D,Instance1,176,-34,10,0.73,Instance2,176,-23,10,0.2,Instance3,176,-38,10,0.07
Object179_D,Instance1,895,-47,40,0.09,Instance2,895,-21,40,0.52,Instance3,895,-14,40,0.39
Object180_D,Instance1,483,-20,10,0.7,Instance2,483,-19,10,0.22,Instance3,483,-17,10,0.08
Object181_D,Instance1,917,-23,40,0.29,Instance2,917,-33,40,0.67,Instance3,917,-50,40,0.03
Object182_D,Instance1,777,-39,180,0.37,Instance2,777,-41,180,0.6,Instance3,777,-39,180,0.03
Object183_D,Instance1,836,-35,160,0.07,Instance2,836,-14,160,0.18,Instance3,836,-49,160,0.75
Object184_D,Instance1,893,-43,180,0.62,Instance2,893,-32,180,0.04,Instance3,893,-37,180,0.34
Object185_D,Instance1,93,-34,180,0.59,Instance2,93,-50,180,0.32,Instance3,93,-33,180,0.09
Object186_D,Instance1,721,-17,110,0.12,Instance2,721,-9,110,0.85,Instance3,721,-36,110,0.04
Object187_D,Instance1,872,-5,10,0.33,Instance2,872,-14,10,0.26,Instance3,872,-46,10,0.41
Object188_D,Instance1,71,-7,180,0.11,Instance2,71,-37,180,0.5,Instance3,71,-33,180,0.39
Object189_D,Instance1,720,-16,140,0.59,Instance2,720,-48,140,0.3,Instance3,720,-40,140,0.1
Object190_D,Instance1,416,-15,160,0.71,Instance2,416,-30,160,0.03,Instance3,416,-18,160,0.26
Object191_D,Instance1,832,-10,10,0.91,Instance2,832,-13,10,0.09,Instance3,832,-15,10,0.0
Object192_D,Instance1,326,-21,150,0.85,Instance2,326,-8,150,0.07,Instance3,326,-50,150,0.08
Object193_D,Instance1,778,-18,170,0.05,Instance2,778,-46,170,0.34,Instance3,778,-41,170,0.6
Object194_D,Instance1,557,-50,120,0.85,Instance2,557,-36,120,0.12,Instance3,557,-41,120,0.03
Object195_D,Instance1,309,-13,30,0.33,Instance2,309,-7,30,0.2,Instance3,309,-32,30,0.47
Object196_D,Instance1,307,-28,120,0.24,Instance2,307,-25,120,0.71,Instance3,307,-39,120,0.05
Object197_D,Instance1,966,-48,120,0.26,Instance2,966,-41,120,0.65,Instance3,966,-24,120,0.09
Object198_D,Instance1,980,-41,30,0.85,Instance2,980,-9,30,0.14,Instance3,980,-5,30,0.01
Object199_D,Instance1,678,-48,30,0.73,Instance2,678,-7,30,0.12,Instance3,678,-44,30,0.15
Object200_D,Instance1,338,-33,200,0.84,Instance2,338,-31,200,0.04,Instance3,338,-26,200,0.13
Object201_D,Instance1,785,-44,190,0.87,Instance2,785,-30,190,0.13,Instance3,785,-43,190,0.0
Object202_D,Instance1,996,-25,160,0.29,Instance2,996,-33,160,0.63,Instance3,996,-39,160,0.08
Object203_D,Instance1,85,-10,80,0.08,Instance2,85,-5,80,0.9,Instance3,85,-16,80,0.02
Object204_D,Instance1,837,-14,150,0.14,Instance2,837,-50,150,0.46,Instance3,837,-46,150,0.4
Object205_D,Instance1,643,-14,190,0.22,Instance2,643,-9,190,0.71,Instance3,643,-21,190,0.07
Object206_D,Instance1,205,-26,120,0.24,Instance2,205,-10,120,0.43,Instance3,205,-38,120,0.32
Object207_D,Instance1,691,-19,40,0.02,Instance2,691,-1,40,0.82,Instance3,691,-4,40,0.17
Object208_D,Instance1,291,-27,190,0.47,Instance2,291,-12,190,0.23,Instance3,291,-22,190,0.3
Object209_D,Instance1,368,-16,20,0.48,Instance2,368,-16,20,0.11,Instance3,368,-36,20,0.4
Object210_D,Instance1,570,-9,10,0.14,Instance2,570,-8,10,0.16,Instance3,570,-6,10,0.7
Object211_D,Instance1,78,-49,150,0.62,Instance2,78,-30,150,0.06,Instance3,78,-19,150,0.32
Object212_D,Instance1,43,-47,180,0.87,Instance2,43,-41,180,0.11,Instance3,43,-31,180,0.02
Object213_D,Instance1,624,-40,170,0.55,Instance2,624,-22,170,0.04,Instance3,624,-26,170,0.41
Object214_D,Instance1,582,-48,150,0.65,Instance2,582,-40,150,0.2,Instance3,582,-41,150,0.15
Object215_D,Instance1,137,-37,160,0.73,Instance2,137,-28,160,0.26,Instance3,137,-50,160,0.01
Object216_D,Instance1,499,-41,60,0.42,Instance2,499,-15,60,0.56,Instance3,499,-26,60,0.02
Object217_D,Instance1,679,-11,120,0.7,Instance2,679,-7,120,0.27,Instance3,679,-1,120,0.04
Object218_D,Instance1,423,-16,200,0.29,Instance2,423,-18,200,0.25,Instance3,423,-2,200,0.46
Object219_D,Instance1,866,-34,190,0.66,Instance2,866,-4,190,0.09,Instance3,866,-9,190,0.24
Object220_D,Instance1,974,-14,140,0.87,Instance2,974,-3,140,0.1,Instance3,974,-33,140,0.03
Object221_D,Instance1,558,-27,160,0.27,Instance2,558,-24,160,0.08,Instance3,558,-13,160,0.64
Object222_D,Instance1,587,-24,180,0.77,Instance2,587,-42,180,0.06,Instance3,587,-39,180,0.17
Object223_D,Instance1,843,-44,190,0.64,Instance2,843,-29,190,0.16,Instance3,843,-34,190,0.2
Object224_D,Instance1,998,-46,120,0.53,Instance2,998,-32,120,0.16,Instance3,998,-43,120,0.3
Object225_D,Instance1,930,-29,80,0.75,Instance2,930,-25,80,0.08,Instance3,930,-38,80,0.17
Object226_D,Instance1,767,-4,140,0.1,Instance2,767,-5,140,0.34,Instance3,767,-8,140,0.56
Object227_D,Instance1,614,-41,100,0.56,Instance2,614,-47,100,0.02,Instance3,614,-28,100,0.42
Object228_D,Instance1,768,-49,160,0.29,Instance2,768,-30,160,0.01,Instance3,768,-20,160,0.71
Object229_D,Instance1,942,-15,70,0.36,Instance2,942,-47,70,0.11,Instance3,942,-13,70,0.53
Object230_D,Instance1,337,-32,190,0.21,Instance2,337,-32,190,0.19,Instance3,337,-21,190,0.6
Object231_D,Instance1,393,-14,200,0.72,Instance2,393,-39,200,0.07,Instance3,393,-25,200,0.21
Object232_D,Instance1,402,-43,50,0.17,Instance2,402,-33,50,0.75,Instance3,402,-13,50,0.08
Object233_D,Instance1,451,-5,50,0.62,Instance2,451,-41,50,0.02,Instance3,451,-17,50,0.37
Object234_D,Instance1,112,-43,150,0.14,Instance2,112,-18,150,0.23,Instance3,112,-37,150,0.63
Object235_D,Instance1,6,-49,170,0.21,Instance2,6,-13,170,0.44,Instance3,6,-14,170,0.35
Object236_D,Instance1,11,-6,200,0.79,Instance2,11,-6,200,0.15,Instance3,11,-13,200,0.06
Object237_D,Instance1,649,-49,90,0.73,Instance2,649,-33,90,0.17,Instance3,649,-10,90,0.11
Object238_D,Instance1,157,-6,50,0.87,Instance2,157,-9,50,0.04,Instance3,157,-17,50,0.09
Object239_D,Instance1,681,-2,30,0.96,Instance2,681,-24,30,0.02,Instance3,681,-27,30,0.02
Object240_D,Instance1,552,-18,200,0.28,Instance2,552,-48,200,0.68,Instance3,552,-17,200,0.05
Object241_D,Instance1,263,-44,120,0.07,Instance2,263,-27,120,0.13,Instance3,263,-22,120,0.8
Object242_D,Instance1,689,-15,170,0.28,Instance2,689,-49,170,0.18,Instance3,689,-35,170,0.54
Object243_D,Instance1,851,-17,30,0.76,Instance2,851,-40,30,0.23,Instance3,851,-29,30,0.01
Object244_D,Instance1,619,-7,110,0.12,Instance2,619,-14,110,0.14,Instance3,619,-21,110,0.75
Object245_D,Instance1,979,-46,20,0.57,Instance2,979,-1,20,0.28,Instance3,979,-36,20,0.16
Object246_D,Instance1,806,-16,160,0.14,Instance2,806,-25,160,0.2,Instance3,806,-28,160,0.65
Object247_D,Instance1,229,-45,160,0.9,Instance2,229,-27,160,0.01,Instance3,229,-12,160,0.09
Object248_D,Instance1,449,-19,90,0.38,Instance2,449,-45,90,0.41,Instance3,449,-25,90,0.21
Object249_D,Instance1,169,-7,120,0.14,Instance2,169,-6,120,0.59,Instance3,169,-43,120,0.27
Object250_D,Instance1,256,-21,10,0.15,Instance2,256,-19,10,0.66,Instance3,256,-27,10,0.19
Object251_D,Instance1,757,-7,170,0.06,Instance2,757,-11,170,0.86,Instance3,757,-3,170,0.08
Object252_D,Instance1,352,-5,130,0.64,Instance2,352,-49,130,0.09,Instance3,352,-16,130,0.26
Object253_D,Instance1,114,-6,10,0.44,Instance2,114,-20,10,0.11,Instance3,114,-41,10,0.44
Object254_D,Instance1,493,-27,100,0.1,Instance2,493,-16,100,0.81,Instance3,493,-49,100,0.08
Object255_D,Instance1,715,-6,60,0.69,Instance2,715,-44,60,0.14,Instance3,715,-20,60,0.17
