Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object30_D,Instance1,391,-7,110,0.15,Instance2,391,-23,110,0.47,Instance3,391,-47,110,0.38
Object31_D,Instance1,900,-12,170,0.73,Instance2,900,-40,170,0.06,Instance3,900,-16,170,0.21
Object32_D,Instance1,602,-8,150,0.6,Instance2,602,-42,150,0.26,Instance3,602,-12,150,0.13
Object33_D,Instance1,571,-40,20,0.21,Instance2,571,-47,20,0.11,Instance3,571,-29,20,0.68
Object34_D,Instance1,890,-17,110,0.94,Instance2,890,-38,110,0.01,Instance3,890,-13,110,0.04
Object35_D,Instance1,841,-26,120,0.58,Instance2,841,-46,120,0.08,Instance3,841,-37,120,0.34
Object36_D,Instance1,541,-11,120,0.57,Instance2,541,-40,120,0.28,Instance3,541,-5,120,0.16
Object37_D,Instance1,459,-32,160,0.68,Instance2,459,-27,160,0.04,Instance3,459,-31,160,0.28
Object38_D,Instance1,987,-10,70,0.04,Instance2,987,-4,70,0.71,Instance3,987,-28,70,0.25
Object39_D,Instance1,260,-44,40,0.68,Instance2,260,-7,40,0.2,Instance3,260,-24,40,0.12
Object40_D,Instance1,661,-19,90,0.12,Instance2,661,-28,90,0.66,Instance3,661,-46,90,0.21
Object41_D,Instance1,543,-33,90,0.38,Instance2,543,-39,90,0.24,Instance3,543,-14,90,0.37
Object42_D,Instance1,410,-36,200,0.54,Instance2,410,-5,200,0.34,Instance3,410,-44,200,0.12
Object43_D,Instance1,120,-6,160,0.73,Instance2,120,-5,160,0.05,Instance3,120,-13,160,0.21
Object44_D,Instance1,508,-15,40,0.7,Instance2,508,-31,40,0.26,Instance3,508,-5,40,0.04
Object45_D,Instance1,86,-37,180,0.06,Instance2,86,-12,180,0.48,Instance3,86,-43,180,0.46
Object46_D,Instance1,228,-9,160,0.86,Instance2,228,-1,160,0.02,Instance3,228,-29,160,0.12
Object47_D,Instance1,415,-38,10,0.37,Instance2,415,-47,10,0.3,Instance3,415,-16,10,0.33
Object48_D,Instance1,995,-32,90,0.63,Instance2,995,-37,90,0.18,Instance3,995,-21,90,0.19
Object49_D,Instance1,836,-5,90,0.43,Instance2,836,-11,90,0.46,Instance3,836,-9,90,0.11
Object50_D,Instance1,933,-2,60,0.55,Instance2,933,-13,60,0.36,Instance3,933,-39,60,0.09
Object51_D,Instance1,474,-28,30,0.44,Instance2,474,-5,30,0.21,Instance3,474,-37,30,0.35
Object52_D,Instance1,777,-50,80,0.33,Instance2,777,-18,80,0.47,Instance3,777,-40,80,0.2
Object53_D,Instance1,959,-18,40,0.69,Instance2,959,-29,40,0.28,Instance3,959,-34,40,0.03
Object54_D,Instance1,579,-24,80,0.73,Instance2,579,-20,80,0.07,Instance3,579,-34,80,0.2
Object55_D,Instance1,146,-33,130,0.33,Instance2,146,-37,130,0.63,Instance3,146,-49,130,0.04
Object56_D,Instance1,557,-32,10,0.55,Instance2,557,-17,10,0.22,Instance3,557,-4,10,0.22
Object57_D,Instance1,304,-22,120,0.34,Instance2,304,-35,120,0.47,Instance3,304,-1,120,0.19
Object58_D,Instance1,171,-36,60,0.57,Instance2,171,-16,60,0.17,Instance3,171,-2,60,0.27
Object59_D,Instance1,52,-46,60,0.98,Instance2,52,-15,60,0.02,Instance3,52,-41,60,0.01
Object60_D,Instance1,553,-2,80,0.63,Instance2,553,-2,80,0.24,Instance3,553,-2,80,0.13
Object61_D,Instance1,94,-16,170,0.29,Instance2,94,-9,170,0.12,Instance3,94,-34,170,0.59
Object62_D,Instance1,394,-42,110,0.35,Instance2,394,-47,110,0.06,Instance3,394,-12,110,0.59
Object63_D,Instance1,469,-44,50,0.27,Instance2,469,-49,50,0.41,Instance3,469,-28,50,0.33
Object64_D,Instance1,699,-41,100,0.49,Instance2,699,-47,100,0.43,Instance3,699,-47,100,0.08
Object65_D,Instance1,587,-18,150,0.33,Instance2,587,-49,150,0.16,Instance3,587,-7,150,0.51
Object66_D,Instance1,968,-12,120,0.28,Instance2,968,-2,120,0.01,Instance3,968,-36,120,0.7
Object67_D,Instance1,569,-23,120,0.56,Instance2,569,-49,120,0.27,Instance3,569,-49,120,0.17
Object68_D,Instance1,910,-18,20,0.18,Instance2,910,-18,20,0.12,Instance3,910,-9,20,0.7
Object69_D,Instance1,438,-27,140,0.39,Instance2,438,-18,140,0.24,Instance3,438,-36,140,0.37
Object70_D,Instance1,738,-17,150,0.36,Instance2,738,-7,150,0.38,Instance3,738,-48,150,0.25
Object71_D,Instance1,733,-25,200,0.8,Instance2,733,-21,200,0.11,Instance3,733,-9,200,0.09
Object72_D,Instance1,454,-4,110,0.94,Instance2,454,-18,110,0.05,Instance3,454,-49,110,0.0
Object73_D,Instance1,864,-5,110,0.06,Instance2,864,-43,110,0.59,Instance3,864,-50,110,0.36
Object74_D,Instance1,724,-27,90,0.86,Instance2,724,-4,90,0.06,Instance3,724,-13,90,0.08
Object75_D,Instance1,230,-50,150,0.7,Instance2,230,-44,150,0.09,Instance3,230,-30,150,0.21
Object76_D,Instance1,486,-1,150,0.68,Instance2,486,-18,150,0.26,Instance3,486,-49,150,0.06
Object77_D,Instance1,496,-46,40,0.8,Instance2,496,-23,40,0.12,Instance3,496,-50,40,0.08
Object78_D,Instance1,274,-18,100,0.57,Instance2,274,-1,100,0.07,Instance3,274,-37,100,0.36
Object79_D,Instance1,721,-1,150,0.9,Instance2,721,-14,150,0.03,Instance3,721,-8,150,0.08
Object80_D,Instance1,177,-45,180,0.1,Instance2,177,-47,180,0.37,Instance3,177,-31,180,0.53
Object81_D,Instance1,554,-14,10,0.41,Instance2,554,-8,10,0.49,Instance3,554,-14,10,0.09
Object82_D,Instance1,794,-22,130,0.43,Instance2,794,-22,130,0.2,Instance3,794,-47,130,0.36
Object83_D,Instance1,565,-24,30,0.5,Instance2,565,-37,30,0.33,Instance3,565,-28,30,0.17
Object84_D,Instance1,570,-35,60,0.69,Instance2,570,-31,60,0.02,Instance3,570,-3,60,0.29
Object85_D,Instance1,77,-16,170,0.35,Instance2,77,-49,170,0.29,Instance3,77,-18,170,0.36
Object86_D,Instance1,957,-14,90,0.48,Instance2,957,-12,90,0.41,Instance3,957,-6,90,0.12
Object87_D,Instance1,986,-27,80,0.21,Instance2,986,-39,80,0.76,Instance3,986,-26,80,0.03
Object88_D,Instance1,608,-9,30,0.01,Instance2,608,-12,30,0.9,Instance3,608,-23,30,0.09
Object89_D,Instance1,315,-48,30,0.87,Instance2,315,-1,30,0.13,Instance3,315,-24,30,0.0
Object90_D,Instance1,318,-21,60,0.22,Instance2,318,-16,60,0.16,Instance3,318,-27,60,0.62
Object91_D,Instance1,738,-45,90,0.57,Instance2,738,-20,90,0.28,Instance3,738,-4,90,0.14
Object92_D,Instance1,922,-16,40,0.92,Instance2,922,-50,40,0.01,Instance3,922,-3,40,0.07
Object93_D,Instance1,668,-19,170,0.05,Instance2,668,-21,170,0.06,Instance3,668,-10,170,0.89
Object94_D,Instance1,123,-21,10,0.83,Instance2,123,-5,10,0.14,Instance3,123,-20,10,0.04
Object95_D,Instance1,412,-49,10,0.94,Instance2,412,-38,10,0.05,Instance3,412,-18,10,0.01
Object96_D,Instance1,972,-26,120,0.68,Instance2,972,-49,120,0.27,Instance3,972,-22,120,0.05
Object97_D,Instance1,741,-38,100,0.71,Instance2,741,-1,100,0.11,Instance3,741,-17,100,0.18
Object98_D,Instance1,684,-41,140,0.44,Instance2,684,-24,140,0.31,Instance3,684,-17,140,0.24
Object99_D,Instance1,419,-42,90,0.48,Instance2,419,-37,90,0.29,Instance3,419,-29,90,0.23
Object100_D,Instance1,770,-44,150,0.58,Instance2,770,-30,150,0.38,Instance3,770,-29,150,0.05
Object101_D,Instance1,171,-11,90,0.05,Instance2,171,-30,90,0.85,Instance3,171,-31,90,0.1
Object102_D,Instance1,560,-46,50,0.78,Instance2,560,-31,50,0.04,Instance3,560,-32,50,0.18
Object103_D,Instance1,556,-20,10,0.68,Instance2,556,-45,10,0.08,Instance3,556,-25,10,0.24
Object104_D,Instance1,837,-11,30,0.4,Instance2,837,-15,30,0.06,Instance3,837,-34,30,0.54
Object105_D,Instance1,807,-11,60,0.64,Instance2,807,-36,60,0.08,Instance3,807,-27,60,0.29
Object106_D,Instance1,379,-7,150,0.67,Instance2,379,-16,150,0.02,Instance3,379,-13,150,0.3
Object107_D,Instance1,619,-16,150,0.41,Instance2,619,-23,150,0.37,Instance3,619,-43,150,0.22
Object108_D,Instance1,9,-49,110,0.32,Instance2,9,-30,110,0.08,Instance3,9,-42,110,0.6
Object109_D,Instance1,34,-28,120,0.42,Instance2,34,-47,120,0.43,Instance3,34,-20,120,0.14
Object110_D,Instance1,625,-29,40,0.64,Instance2,625,-44,40,0.13,Instance3,625,-7,40,0.23
Object111_D,Instance1,70,-48,200,0.44,Instance2,70,-24,200,0.1,Instance3,70,-30,200,0.46
Object112_D,Instance1,122,-40,100,0.86,Instance2,122,-24,100,0.05,Instance3,122,-3,100,0.09
Object113_D,Instance1,876,-11,90,0.45,Instance2,876,-24,90,0.08,Instance3,876,-40,90,0.47
Object114_D,Instance1,738,-45,190,0.72,Instance2,738,-7,190,0.1,Instance3,738,-36,190,0.18
Object115_D,Instance1,142,-27,170,0.38,Instance2,142,-26,170,0.59,Instance3,142,-14,170,0.03
Object116_D,Instance1,924,-5,70,0.05,Instance2,924,-43,70,0.5,Instance3,924,-16,70,0.44
Object117_D,Instance1,923,-28,50,0.23,Instance2,923,-36,50,0.13,Instance3,923,-30,50,0.65
Object118_D,Instance1,369,-18,50,0.87,Instance2,369,-5,50,0.04,Instance3,369,-45,50,0.09
Object119_D,Instance1,166,-33,20,0.43,Instance2,166,-37,20,0.07,Instance3,166,-14,20,0.51
Object120_D,Instance1,809,-25,60,0.67,Instance2,809,-40,60,0.2,Instance3,809,-43,60,0.13
Object121_D,Instance1,700,-30,140,0.91,Instance2,700,-46,140,0.08,Instance3,700,-43,140,0.01
Object122_D,Instance1,959,-21,170,0.23,Instance2,959,-19,170,0.7,Instance3,959,-18,170,0.07
Object123_D,Instance1,784,-29,30,0.07,Instance2,784,-22,30,0.55,Instance3,784,-16,30,0.38
Object124_D,Instance1,47,-38,10,0.85,Instance2,47,-41,10,0.09,Instance3,47,-37,10,0.06
Object125_D,Instance1,114,-2,70,0.08,Instance2,114,-38,70,0.58,Instance3,114,-37,70,0.34
Object126_D,Instance1,907,-7,20,0.26,Instance2,907,-37,20,0.4,Instance3,907,-13,20,0.34
Object127_D,Instance1,908,-34,80,1.0,Instance2,908,-17,80,0.0,Instance3,908,-43,80,0.0
Object128_D,Instance1,590,-19,80,0.42,Instance2,590,-42,80,0.12,Instance3,590,-30,80,0.47
Object129_D,Instance1,865,-16,160,0.18,Instance2,865,-17,160,0.76,Instance3,865,-48,160,0.06
Object130_D,Instance1,58,-44,170,0.58,Instance2,58,-21,170,0.12,Instance3,58,-45,170,0.3
Object131_D,Instance1,611,-30,40,0.29,Instance2,611,-42,40,0.42,Instance3,611,-20,40,0.28
Object132_D,Instance1,493,-1,10,0.5,Instance2,493,-41,10,0.43,Instance3,493,-16,10,0.07
Object133_D,Instance1,998,-23,10,0.94,Instance2,998,-24,10,0.01,Instance3,998,-42,10,0.05
Object134_D,Instance1,375,-21,80,0.05,Instance2,375,-29,80,0.37,Instance3,375,-24,80,0.58
Object135_D,Instance1,308,-35,60,0.3,Instance2,308,-9,60,0.37,Instance3,308,-42,60,0.33
Object136_D,Instance1,180,-50,200,0.76,Instance2,180,-16,200,0.1,Instance3,180,-9,200,0.14
Object137_D,Instance1,37,-17,170,0.35,Instance2,37,-42,170,0.64,Instance3,37,-31,170,0.01
Object138_D,Instance1,645,-41,140,0.01,Instance2,645,-1,140,0.41,Instance3,645,-37,140,0.58
Object139_D,Instance1,840,-43,150,0.37,Instance2,840,-36,150,0.55,Instance3,840,-33,150,0.08
Object140_D,Instance1,703,-10,20,0.07,Instance2,703,-43,20,0.06,Instance3,703,-49,20,0.87
Object141_D,Instance1,939,-49,90,0.08,Instance2,939,-18,90,0.27,Instance3,939,-23,90,0.66
Object142_D,Instance1,908,-12,100,0.18,Instance2,908,-45,100,0.24,Instance3,908,-6,100,0.58
Object143_D,Instance1,550,-48,10,0.01,Instance2,550,-32,10,0.3,Instance3,550,-11,10,0.68
Object144_D,Instance1,879,-5,40,0.92,Instance2,879,-6,40,0.03,Instance3,879,-40,40,0.05
Object145_D,Instance1,399,-38,50,0.4,Instance2,399,-19,50,0.13,Instance3,399,-8,50,0.47
Object146_D,Instance1,540,-17,30,0.69,Instance2,540,-14,30,0.27,Instance3,540,-48,30,0.04
Object147_D,Instance1,718,-19,70,0.9,Instance2,718,-1,70,0.05,Instance3,718,-17,70,0.05
Object148_D,Instance1,927,-36,40,0.18,Instance2,927,-26,40,0.48,Instance3,927,-45,40,0.34
Object149_D,Instance1,196,-28,50,0.57,Instance2,196,-19,50,0.02,Instance3,196,-28,50,0.41
Object150_D,Instance1,627,-15,200,0.65,Instance2,627,-18,200,0.09,Instance3,627,-26,200,0.26
Object151_D,Instance1,226,-35,120,0.61,Instance2,226,-37,120,0.07,Instance3,226,-8,120,0.32
Object152_D,Instance1,395,-12,40,0.32,Instance2,395,-43,40,0.43,Instance3,395,-40,40,0.25
Object153_D,Instance1,770,-42,60,0.09,Instance2,770,-15,60,0.58,Instance3,770,-42,60,0.33
Object154_D,Instance1,733,-20,170,0.68,Instance2,733,-29,170,0.2,Instance3,733,-46,170,0.12
Object155_D,Instance1,785,-3,190,0.38,Instance2,785,-13,190,0.18,Instance3,785,-32,190,0.43
Object156_D,Instance1,727,-40,70,0.89,Instance2,727,-24,70,0.0,Instance3,727,-37,70,0.11
Object157_D,Instance1,348,-17,160,0.63,Instance2,348,-18,160,0.21,Instance3,348,-38,160,0.16
Object158_D,Instance1,716,-50,200,0.02,Instance2,716,-21,200,0.06,Instance3,716,-42,200,0.91
Object159_D,Instance1,570,-6,90,0.88,Instance2,570,-8,90,0.01,Instance3,570,-40,90,0.11
Object160_D,Instance1,251,-34,200,0.92,Instance2,251,-38,200,0.06,Instance3,251,-32,200,0.02
Object161_D,Instance1,613,-19,30,0.89,Instance2,613,-50,30,0.02,Instance3,613,-13,30,0.08
Object162_D,Instance1,637,-34,80,0.5,Instance2,637,-37,80,0.17,Instance3,637,-1,80,0.33
Object163_D,Instance1,442,-3,120,0.48,Instance2,442,-47,120,0.16,Instance3,442,-42,120,0.36
Object164_D,Instance1,914,-8,20,0.52,Instance2,914,-16,20,0.03,Instance3,914,-14,20,0.45
Object165_D,Instance1,802,-36,170,0.76,Instance2,802,-26,170,0.13,Instance3,802,-13,170,0.1
Object166_D,Instance1,786,-33,190,0.94,Instance2,786,-9,190,0.03,Instance3,786,-15,190,0.02
Object167_D,Instance1,982,-18,30,0.01,Instance2,982,-33,30,0.86,Instance3,982,-32,30,0.13
Object168_D,Instance1,711,-50,120,0.32,Instance2,711,-6,120,0.11,Instance3,711,-3,120,0.57
Object169_D,Instance1,71,-13,200,0.27,Instance2,71,-31,200,0.57,Instance3,71,-1,200,0.15
Object170_D,Instance1,965,-22,140,0.04,Instance2,965,-40,140,0.08,Instance3,965,-8,140,0.87
Object171_D,Instance1,470,-6,80,0.22,Instance2,470,-19,80,0.23,Instance3,470,-25,80,0.55
Object172_D,Instance1,482,-1,100,0.71,Instance2,482,-40,100,0.13,Instance3,482,-29,100,0.16
Object173_D,Instance1,317,-34,170,0.42,Instance2,317,-3,170,0.18,Instance3,317,-9,170,0.39
Object174_D,Instance1,492,-40,120,0.13,Instance2,492,-50,120,0.12,Instance3,492,-21,120,0.75
Object175_D,Instance1,319,-2,30,0.42,Instance2,319,-18,30,0.19,Instance3,319,-7,30,0.39
Object176_D,Instance1,701,-39,190,0.03,Instance2,701,-7,190,0.82,Instance3,701,-42,190,0.16
Object177_D,Instance1,155,-14,70,0.96,Instance2,155,-22,70,0.0,Instance3,155,-4,70,0.04
Object178_D,Instance1,301,-34,70,0.17,Instance2,301,-44,70,0.67,Instance3,301,-39,70,0.16
Object179_D,Instance1,651,-4,30,0.2,Instance2,651,-46,30,0.02,Instance3,651,-43,30,0.78
Object180_D,Instance1,162,-19,150,0.77,Instance2,162,-16,150,0.21,Instance3,162,-41,150,0.02
Object181_D,Instance1,275,-19,150,0.72,Instance2,275,-31,150,0.03,Instance3,275,-11,150,0.25
Object182_D,Instance1,8,-28,70,0.92,Instance2,8,-20,70,0.01,Instance3,8,-26,70,0.08
Object183_D,Instance1,412,-35,190,0.66,Instance2,412,-47,190,0.26,Instance3,412,-7,190,0.08
Object184_D,Instance1,161,-18,190,0.41,Instance2,161,-9,190,0.34,Instance3,161,-3,190,0.24
Object185_D,Instance1,93,-29,180,0.6,Instance2,93,-34,180,0.17,Instance3,93,-31,180,0.23
Object186_D,Instance1,722,-42,130,0.87,Instance2,722,-10,130,0.03,Instance3,722,-35,130,0.11
Object187_D,Instance1,832,-37,70,0.81,Instance2,832,-21,70,0.11,Instance3,832,-41,70,0.08
Object188_D,Instance1,409,-49,80,0.15,Instance2,409,-5,80,0.35,Instance3,409,-19,80,0.5
Object189_D,Instance1,461,-17,190,0.22,Instance2,461,-17,190,0.41,Instance3,461,-14,190,0.37
Object190_D,Instance1,867,-34,200,0.81,Instance2,867,-38,200,0.17,Instance3,867,-16,200,0.02
Object191_D,Instance1,932,-38,160,0.79,Instance2,932,-5,160,0.01,Instance3,932,-23,160,0.2
Object192_D,Instance1,286,-20,130,0.62,Instance2,286,-49,130,0.04,Instance3,286,-26,130,0.34
Object193_D,Instance1,388,-45,30,0.79,Instance2,388,-8,30,0.14,Instance3,388,-47,30,0.07
Object194_D,Instance1,393,-12,100,0.14,Instance2,393,-3,100,0.85,Instance3,393,-17,100,0.0
Object195_D,Instance1,490,-29,30,0.27,Instance2,490,-26,30,0.47,Instance3,490,-16,30,0.26
Object196_D,Instance1,611,-2,10,0.22,Instance2,611,-7,10,0.44,Instance3,611,-36,10,0.34
Object197_D,Instance1,229,-30,80,0.95,Instance2,229,-27,80,0.04,Instance3,229,-30,80,0.01
Object198_D,Instance1,862,-39,20,0.64,Instance2,862,-9,20,0.08,Instance3,862,-7,20,0.27
Object199_D,Instance1,826,-4,120,0.15,Instance2,826,-42,120,0.85,Instance3,826,-22,120,0.0
Object200_D,Instance1,852,-45,80,0.47,Instance2,852,-18,80,0.23,Instance3,852,-32,80,0.3
Object201_D,Instance1,33,-18,20,0.27,Instance2,33,-18,20,0.65,Instance3,33,-28,20,0.08
Object202_D,Instance1,220,-13,190,0.88,Instance2,220,-46,190,0.02,Instance3,220,-47,190,0.11
Object203_D,Instance1,410,-32,10,0.58,Instance2,410,-47,10,0.04,Instance3,410,-43,10,0.38
Object204_D,Instance1,863,-28,110,0.24,Instance2,863,-2,110,0.53,Instance3,863,-26,110,0.24
Object205_D,Instance1,308,-21,130,0.94,Instance2,308,-47,130,0.04,Instance3,308,-24,130,0.02
Object206_D,Instance1,432,-4,100,0.63,Instance2,432,-17,100,0.35,Instance3,432,-20,100,0.02
Object207_D,Instance1,67,-36,100,0.94,Instance2,67,-14,100,0.01,Instance3,67,-49,100,0.05
Object208_D,Instance1,527,-34,80,0.47,Instance2,527,-47,80,0.49,Instance3,527,-50,80,0.04
Object209_D,Instance1,218,-27,80,0.79,Instance2,218,-50,80,0.12,Instance3,218,-40,80,0.1
Object210_D,Instance1,29,-5,100,0.89,Instance2,29,-28,100,0.08,Instance3,29,-35,100,0.03
Object211_D,Instance1,514,-22,30,0.19,Instance2,514,-35,30,0.72,Instance3,514,-10,30,0.09
Object212_D,Instance1,819,-2,190,0.4,Instance2,819,-7,190,0.29,Instance3,819,-42,190,0.31
Object213_D,Instance1,53,-1,100,0.46,Instance2,53,-43,100,0.24,Instance3,53,-45,100,0.3
Object214_D,Instance1,345,-43,30,0.37,Instance2,345,-30,30,0.39,Instance3,345,-29,30,0.24
Object215_D,Instance1,103,-32,90,0.69,Instance2,103,-45,90,0.15,Instance3,103,-14,90,0.15
Object216_D,Instance1,416,-36,80,0.61,Instance2,416,-35,80,0.19,Instance3,416,-49,80,0.2
Object217_D,Instance1,441,-16,10,0.7,Instance2,441,-41,10,0.18,Instance3,441,-23,10,0.12
Object218_D,Instance1,113,-11,20,0.39,Instance2,113,-21,20,0.15,Instance3,113,-20,20,0.46
Object219_D,Instance1,641,-32,110,0.8,Instance2,641,-36,110,0.17,Instance3,641,-25,110,0.03
Object220_D,Instance1,814,-39,90,0.9,Instance2,814,-22,90,0.02,Instance3,814,-19,90,0.08
Object221_D,Instance1,890,-42,70,0.26,Instance2,890,-33,70,0.36,Instance3,890,-9,70,0.38
Object222_D,Instance1,294,-24,30,0.13,Instance2,294,-8,30,0.39,Instance3,294,-48,30,0.48
Object223_D,Instance1,443,-9,120,0.71,Instance2,443,-13,120,0.18,Instance3,443,-46,120,0.12
Object224_D,Instance1,392,-18,160,0.12,Instance2,392,-35,160,0.16,Instance3,392,-30,160,0.72
Object225_D,Instance1,250,-42,80,0.92,Instance2,250,-34,80,0.04,Instance3,250,-11,80,0.05
Object226_D,Instance1,9,-41,180,0.66,Instance2,9,-43,180,0.14,Instance3,9,-29,180,0.2
Object227_D,Instance1,993,-3,200,0.98,Instance2,993,-41,200,0.01,Instance3,993,-41,200,0.0
Object228_D,Instance1,285,-2,90,0.01,Instance2,285,-10,90,0.33,Instance3,285,-46,90,0.65
Object229_D,Instance1,744,-44,80,0.94,Instance2,744,-9,80,0.02,Instance3,744,-3,80,0.04
Object230_D,Instance1,717,-50,30,0.29,Instance2,717,-41,30,0.04,Instance3,717,-20,30,0.67
Object231_D,Instance1,511,-47,120,0.24,Instance2,511,-28,120,0.53,Instance3,511,-32,120,0.23
Object232_D,Instance1,959,-40,180,0.06,Instance2,959,-41,180,0.29,Instance3,959,-24,180,0.64
Object233_D,Instance1,116,-19,110,0.63,Instance2,116,-29,110,0.15,Instance3,116,-36,110,0.22
Object234_D,Instance1,141,-28,90,0.62,Instance2,141,-34,90,0.24,Instance3,141,-44,90,0.14
Object235_D,Instance1,544,-48,140,0.64,Instance2,544,-14,140,0.2,Instance3,544,-36,140,0.16
Object236_D,Instance1,30,-2,150,1.0,Instance2,30,-47,150,0.0,Instance3,30,-9,150,0.0
Object237_D,Instance1,125,-38,40,0.85,Instance2,125,-13,40,0.06,Instance3,125,-48,40,0.09
Object238_D,Instance1,347,-26,100,0.58,Instance2,347,-11,100,0.34,Instance3,347,-30,100,0.07
Object239_D,Instance1,545,-33,70,0.92,Instance2,545,-18,70,0.0,Instance3,545,-44,70,0.08
Object240_D,Instance1,553,-28,100,0.15,Instance2,553,-29,100,0.78,Instance3,553,-22,100,0.07
Object241_D,Instance1,834,-45,30,0.25,Instance2,834,-39,30,0.29,Instance3,834,-23,30,0.46
Object242_D,Instance1,715,-10,70,0.32,Instance2,715,-45,70,0.14,Instance3,715,-5,70,0.54
Object243_D,Instance1,108,-6,160,0.61,Instance2,108,-27,160,0.18,Instance3,108,-47,160,0.2
Object244_D,Instance1,909,-2,60,0.24,Instance2,909,-35,60,0.71,Instance3,909,-34,60,0.05
Object245_D,Instance1,119,-34,110,0.83,Instance2,119,-5,110,0.05,Instance3,119,-49,110,0.13
Object246_D,Instance1,778,-29,120,0.2,Instance2,778,-42,120,0.36,Instance3,778,-41,120,0.44
Object247_D,Instance1,828,-46,60,0.29,Instance2,828,-12,60,0.1,Instance3,828,-32,60,0.61
Object248_D,Instance1,526,-17,160,0.05,Instance2,526,-48,160,0.26,Instance3,526,-6,160,0.69
Object249_D,Instance1,565,-7,80,0.67,Instance2,565,-34,80,0.32,Instance3,565,-41,80,0.02
Object250_D,Instance1,554,-29,140,0.46,Instance2,554,-21,140,0.5,Instance3,554,-5,140,0.04
Object251_D,Instance1,284,-4,40,0.98,Instance2,284,-9,40,0.0,Instance3,284,-16,40,0.02
Object252_D,Instance1,696,-32,70,0.93,Instance2,696,-48,70,0.0,Instance3,696,-11,70,0.07
Object253_D,Instance1,774,-50,110,0.06,Instance2,774,-32,110,0.25,Instance3,774,-28,110,0.69
Object254_D,Instance1,610,-43,40,0.25,Instance2,610,-20,40,0.59,Instance3,610,-4,40,0.15
Object255_D,Instance1,525,-39,160,0.64,Instance2,525,-36,160,0.17,Instance3,525,-46,160,0.19
