Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object34_T,Instance1,744,-23,120,0.34,Instance2,744,-41,120,0.2,Instance3,744,-43,120,0.46
Object35_T,Instance1,733,-39,20,0.9,Instance2,733,-38,20,0.1,Instance3,733,-32,20,0.0
Object36_T,Instance1,716,-39,140,0.99,Instance2,716,-13,140,0.01,Instance3,716,-49,140,0.0
Object37_T,Instance1,192,-47,110,0.39,Instance2,192,-42,110,0.11,Instance3,192,-50,110,0.5
Object38_T,Instance1,191,-8,60,0.74,Instance2,191,-22,60,0.02,Instance3,191,-41,60,0.24
Object39_T,Instance1,255,-43,90,0.72,Instance2,255,-6,90,0.16,Instance3,255,-16,90,0.12
Object40_T,Instance1,964,-42,80,0.83,Instance2,964,-2,80,0.13,Instance3,964,-45,80,0.03
Object41_T,Instance1,390,-18,190,0.71,Instance2,390,-1,190,0.08,Instance3,390,-28,190,0.21
Object42_T,Instance1,548,-15,80,0.27,Instance2,548,-2,80,0.04,Instance3,548,-42,80,0.69
Object43_T,Instance1,895,-25,90,0.76,Instance2,895,-4,90,0.17,Instance3,895,-4,90,0.08
Object44_T,Instance1,412,-23,110,0.41,Instance2,412,-50,110,0.11,Instance3,412,-16,110,0.48
Object45_T,Instance1,617,-41,170,0.89,Instance2,617,-16,170,0.0,Instance3,617,-40,170,0.11
Object46_T,Instance1,641,-16,110,0.58,Instance2,641,-13,110,0.37,Instance3,641,-33,110,0.04
Object47_T,Instance1,592,-35,180,0.66,Instance2,592,-11,180,0.09,Instance3,592,-50,180,0.25
Object48_T,Instance1,662,-1,80,0.84,Instance2,662,-31,80,0.07,Instance3,662,-45,80,0.08
Object49_T,Instance1,647,-36,50,0.55,Instance2,647,-27,50,0.11,Instance3,647,-9,50,0.33
Object50_T,Instance1,853,-6,190,0.52,Instance2,853,-29,190,0.12,Instance3,853,-20,190,0.36
Object51_T,Instance1,716,-17,100,0.05,Instance2,716,-40,100,0.86,Instance3,716,-13,100,0.08
Object52_T,Instance1,15,-29,150,0.3,Instance2,15,-21,150,0.23,Instance3,15,-36,150,0.47
Object53_T,Instance1,914,-31,180,0.5,Instance2,914,-7,180,0.13,Instance3,914,-8,180,0.36
Object54_T,Instance1,929,-33,180,0.71,Instance2,929,-1,180,0.02,Instance3,929,-26,180,0.27
Object55_T,Instance1,47,-18,160,0.71,Instance2,47,-19,160,0.18,Instance3,47,-45,160,0.11
Object56_T,Instance1,724,-13,130,0.91,Instance2,724,-9,130,0.03,Instance3,724,-50,130,0.06
Object57_T,Instance1,642,-36,110,0.13,Instance2,642,-21,110,0.54,Instance3,642,-21,110,0.32
Object58_T,Instance1,106,-16,150,0.51,Instance2,106,-42,150,0.02,Instance3,106,-48,150,0.47
Object59_T,Instance1,433,-18,120,0.58,Instance2,433,-40,120,0.09,Instance3,433,-4,120,0.34
Object60_T,Instance1,603,-14,170,0.96,Instance2,603,-23,170,0.03,Instance3,603,-24,170,0.01
Object61_T,Instance1,882,-3,90,0.98,Instance2,882,-38,90,0.01,Instance3,882,-4,90,0.01
Object62_T,Instance1,276,-13,70,0.55,Instance2,276,-11,70,0.05,Instance3,276,-2,70,0.41
Object63_T,Instance1,783,-32,150,0.1,Instance2,783,-23,150,0.55,Instance3,783,-30,150,0.35
Object64_T,Instance1,920,-28,10,0.86,Instance2,920,-25,10,0.08,Instance3,920,-27,10,0.06
Object65_T,Instance1,472,-45,100,0.43,Instance2,472,-11,100,0.26,Instance3,472,-11,100,0.31
Object66_T,Instance1,969,-47,170,0.67,Instance2,969,-5,170,0.12,Instance3,969,-38,170,0.21
Object67_T,Instance1,748,-29,50,0.19,Instance2,748,-21,50,0.05,Instance3,748,-43,50,0.76
Object68_T,Instance1,853,-3,150,0.71,Instance2,853,-48,150,0.15,Instance3,853,-25,150,0.14
Object69_T,Instance1,809,-21,190,0.4,Instance2,809,-41,190,0.37,Instance3,809,-15,190,0.22
Object70_T,Instance1,841,-36,100,0.53,Instance2,841,-29,100,0.05,Instance3,841,-39,100,0.42
Object71_T,Instance1,434,-31,100,0.55,Instance2,434,-9,100,0.13,Instance3,434,-10,100,0.32
Object72_T,Instance1,444,-2,40,0.52,Instance2,444,-18,40,0.3,Instance3,444,-18,40,0.19
Object73_T,Instance1,577,-50,130,0.73,Instance2,577,-12,130,0.23,Instance3,577,-50,130,0.04
Object74_T,Instance1,58,-2,20,0.31,Instance2,58,-31,20,0.5,Instance3,58,-38,20,0.19
Object75_T,Instance1,843,-13,140,0.22,Instance2,843,-27,140,0.17,Instance3,843,-43,140,0.61
Object76_T,Instance1,78,-41,170,0.25,Instance2,78,-36,170,0.18,Instance3,78,-17,170,0.57
Object77_T,Instance1,665,-4,190,0.86,Instance2,665,-19,190,0.06,Instance3,665,-16,190,0.09
Object78_T,Instance1,878,-34,150,0.43,Instance2,878,-45,150,0.12,Instance3,878,-44,150,0.45
Object79_T,Instance1,516,-50,160,0.34,Instance2,516,-3,160,0.51,Instance3,516,-2,160,0.15
Object80_T,Instance1,859,-14,50,0.42,Instance2,859,-11,50,0.2,Instance3,859,-1,50,0.37
Object81_T,Instance1,731,-48,140,0.88,Instance2,731,-17,140,0.02,Instance3,731,-39,140,0.1
Object82_T,Instance1,202,-18,200,0.42,Instance2,202,-21,200,0.48,Instance3,202,-49,200,0.11
Object83_T,Instance1,643,-6,130,0.59,Instance2,643,-49,130,0.15,Instance3,643,-8,130,0.26
Object84_T,Instance1,535,-17,140,0.86,Instance2,535,-34,140,0.02,Instance3,535,-10,140,0.12
Object85_T,Instance1,48,-1,100,0.09,Instance2,48,-3,100,0.59,Instance3,48,-27,100,0.32
Object86_T,Instance1,14,-31,90,0.65,Instance2,14,-40,90,0.11,Instance3,14,-14,90,0.24
Object87_T,Instance1,188,-41,60,0.47,Instance2,188,-6,60,0.07,Instance3,188,-7,60,0.47
Object88_T,Instance1,729,-5,130,0.85,Instance2,729,-2,130,0.15,Instance3,729,-37,130,0.0
Object89_T,Instance1,770,-13,200,0.46,Instance2,770,-49,200,0.42,Instance3,770,-26,200,0.11
Object90_T,Instance1,484,-14,40,0.57,Instance2,484,-26,40,0.09,Instance3,484,-24,40,0.34
Object91_T,Instance1,968,-22,200,0.87,Instance2,968,-38,200,0.12,Instance3,968,-38,200,0.01
Object92_T,Instance1,476,-22,200,0.79,Instance2,476,-24,200,0.19,Instance3,476,-42,200,0.02
Object93_T,Instance1,862,-33,30,0.56,Instance2,862,-19,30,0.27,Instance3,862,-27,30,0.17
Object94_T,Instance1,187,-49,50,0.93,Instance2,187,-23,50,0.01,Instance3,187,-35,50,0.06
Object95_T,Instance1,853,-48,200,0.02,Instance2,853,-34,200,0.71,Instance3,853,-44,200,0.27
Object96_T,Instance1,755,-23,110,0.54,Instance2,755,-27,110,0.45,Instance3,755,-36,110,0.01
Object97_T,Instance1,779,-15,60,0.73,Instance2,779,-6,60,0.07,Instance3,779,-12,60,0.2
Object98_T,Instance1,956,-29,10,0.06,Instance2,956,-20,10,0.87,Instance3,956,-27,10,0.07
Object99_T,Instance1,929,-18,100,0.42,Instance2,929,-6,100,0.25,Instance3,929,-45,100,0.33
Object100_T,Instance1,805,-8,60,0.1,Instance2,805,-4,60,0.61,Instance3,805,-19,60,0.3
