Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object33_A,Instance1,933,-6,80,0.62,Instance2,933,-39,80,0.15,Instance3,933,-42,80,0.23
Object34_A,Instance1,532,-46,130,0.75,Instance2,532,-50,130,0.21,Instance3,532,-12,130,0.05
Object35_A,Instance1,931,-24,130,0.73,Instance2,931,-32,130,0.15,Instance3,931,-16,130,0.12
Object36_A,Instance1,524,-14,190,0.94,Instance2,524,-13,190,0.02,Instance3,524,-22,190,0.04
Object37_A,Instance1,916,-29,180,0.74,Instance2,916,-40,180,0.15,Instance3,916,-26,180,0.11
Object38_A,Instance1,903,-41,140,0.49,Instance2,903,-16,140,0.43,Instance3,903,-21,140,0.07
Object39_A,Instance1,589,-45,120,0.76,Instance2,589,-15,120,0.11,Instance3,589,-5,120,0.13
Object40_A,Instance1,265,-28,50,0.27,Instance2,265,-22,50,0.18,Instance3,265,-45,50,0.55
Object41_A,Instance1,64,-2,200,0.03,Instance2,64,-33,200,0.53,Instance3,64,-12,200,0.44
Object42_A,Instance1,109,-29,20,0.24,Instance2,109,-21,20,0.65,Instance3,109,-23,20,0.11
Object43_A,Instance1,801,-1,110,0.67,Instance2,801,-48,110,0.28,Instance3,801,-22,110,0.04
Object44_A,Instance1,93,-35,120,0.7,Instance2,93,-5,120,0.07,Instance3,93,-17,120,0.23
Object45_A,Instance1,983,-44,50,0.55,Instance2,983,-29,50,0.05,Instance3,983,-15,50,0.4
Object46_A,Instance1,596,-11,170,0.84,Instance2,596,-4,170,0.02,Instance3,596,-47,170,0.15
Object47_A,Instance1,443,-30,50,0.44,Instance2,443,-16,50,0.29,Instance3,443,-35,50,0.27
Object48_A,Instance1,566,-36,90,0.28,Instance2,566,-14,90,0.1,Instance3,566,-3,90,0.63
Object49_A,Instance1,563,-37,80,0.1,Instance2,563,-44,80,0.52,Instance3,563,-31,80,0.38
Object50_A,Instance1,19,-28,20,0.51,Instance2,19,-4,20,0.46,Instance3,19,-50,20,0.03
Object51_A,Instance1,45,-20,190,0.31,Instance2,45,-6,190,0.6,Instance3,45,-31,190,0.09
Object52_A,Instance1,844,-29,190,0.51,Instance2,844,-33,190,0.27,Instance3,844,-3,190,0.22
Object53_A,Instance1,966,-26,80,0.94,Instance2,966,-44,80,0.03,Instance3,966,-15,80,0.03
Object54_A,Instance1,627,-20,10,0.64,Instance2,627,-6,10,0.34,Instance3,627,-22,10,0.01
Object55_A,Instance1,573,-13,120,0.78,Instance2,573,-25,120,0.02,Instance3,573,-35,120,0.2
Object56_A,Instance1,343,-16,100,0.76,Instance2,343,-8,100,0.08,Instance3,343,-42,100,0.16
Object57_A,Instance1,869,-7,70,0.44,Instance2,869,-45,70,0.21,Instance3,869,-50,70,0.35
Object58_A,Instance1,861,-22,40,0.98,Instance2,861,-37,40,0.01,Instance3,861,-19,40,0.01
Object59_A,Instance1,837,-19,200,0.47,Instance2,837,-25,200,0.33,Instance3,837,-7,200,0.19
Object60_A,Instance1,266,-49,120,0.78,Instance2,266,-45,120,0.13,Instance3,266,-1,120,0.1
Object61_A,Instance1,312,-20,60,0.86,Instance2,312,-47,60,0.14,Instance3,312,-1,60,0.01
Object62_A,Instance1,697,-45,100,0.93,Instance2,697,-39,100,0.05,Instance3,697,-49,100,0.01
Object63_A,Instance1,37,-24,160,0.54,Instance2,37,-48,160,0.09,Instance3,37,-2,160,0.37
Object64_A,Instance1,267,-41,70,1.0,Instance2,267,-9,70,0.0,Instance3,267,-26,70,0.0
Object65_A,Instance1,529,-6,100,0.18,Instance2,529,-6,100,0.77,Instance3,529,-28,100,0.05
Object66_A,Instance1,250,-45,160,0.93,Instance2,250,-3,160,0.05,Instance3,250,-10,160,0.02
Object67_A,Instance1,308,-35,200,0.59,Instance2,308,-12,200,0.17,Instance3,308,-47,200,0.24
Object68_A,Instance1,936,-36,50,0.82,Instance2,936,-2,50,0.18,Instance3,936,-41,50,0.0
Object69_A,Instance1,553,-42,130,0.44,Instance2,553,-14,130,0.35,Instance3,553,-36,130,0.22
Object70_A,Instance1,621,-43,120,0.99,Instance2,621,-50,120,0.01,Instance3,621,-17,120,0.0
Object71_A,Instance1,921,-12,30,0.63,Instance2,921,-14,30,0.22,Instance3,921,-35,30,0.14
Object72_A,Instance1,803,-32,90,0.03,Instance2,803,-34,90,0.83,Instance3,803,-29,90,0.14
Object73_A,Instance1,62,-8,30,0.31,Instance2,62,-45,30,0.18,Instance3,62,-46,30,0.51
Object74_A,Instance1,204,-31,150,0.13,Instance2,204,-27,150,0.34,Instance3,204,-14,150,0.53
Object75_A,Instance1,67,-42,140,0.88,Instance2,67,-23,140,0.02,Instance3,67,-31,140,0.1
Object76_A,Instance1,586,-18,50,0.56,Instance2,586,-5,50,0.3,Instance3,586,-27,50,0.14
Object77_A,Instance1,349,-22,60,0.55,Instance2,349,-35,60,0.4,Instance3,349,-29,60,0.05
Object78_A,Instance1,720,-10,50,0.34,Instance2,720,-27,50,0.12,Instance3,720,-12,50,0.53
Object79_A,Instance1,707,-11,130,0.12,Instance2,707,-42,130,0.6,Instance3,707,-12,130,0.28
Object80_A,Instance1,313,-1,160,0.73,Instance2,313,-11,160,0.01,Instance3,313,-6,160,0.26
Object81_A,Instance1,722,-1,50,0.3,Instance2,722,-38,50,0.44,Instance3,722,-9,50,0.26
Object82_A,Instance1,539,-27,190,0.06,Instance2,539,-5,190,0.26,Instance3,539,-39,190,0.68
Object83_A,Instance1,678,-20,110,0.57,Instance2,678,-35,110,0.11,Instance3,678,-38,110,0.32
Object84_A,Instance1,732,-37,60,0.05,Instance2,732,-35,60,0.73,Instance3,732,-20,60,0.22
Object85_A,Instance1,63,-12,30,0.54,Instance2,63,-46,30,0.4,Instance3,63,-15,30,0.06
Object86_A,Instance1,579,-43,140,0.34,Instance2,579,-5,140,0.11,Instance3,579,-18,140,0.55
Object87_A,Instance1,776,-45,90,0.62,Instance2,776,-18,90,0.31,Instance3,776,-33,90,0.07
Object88_A,Instance1,242,-49,50,0.37,Instance2,242,-48,50,0.39,Instance3,242,-48,50,0.24
Object89_A,Instance1,51,-8,70,0.87,Instance2,51,-14,70,0.1,Instance3,51,-38,70,0.03
Object90_A,Instance1,886,-43,170,0.6,Instance2,886,-3,170,0.19,Instance3,886,-48,170,0.21
Object91_A,Instance1,66,-4,100,0.92,Instance2,66,-32,100,0.05,Instance3,66,-29,100,0.03
Object92_A,Instance1,644,-37,190,0.87,Instance2,644,-15,190,0.09,Instance3,644,-23,190,0.04
Object93_A,Instance1,165,-11,150,0.17,Instance2,165,-44,150,0.55,Instance3,165,-7,150,0.27
Object94_A,Instance1,87,-12,50,0.19,Instance2,87,-4,50,0.26,Instance3,87,-7,50,0.55
Object95_A,Instance1,94,-41,50,0.41,Instance2,94,-2,50,0.51,Instance3,94,-37,50,0.08
Object96_A,Instance1,663,-24,100,0.38,Instance2,663,-33,100,0.53,Instance3,663,-41,100,0.09
Object97_A,Instance1,178,-6,160,0.49,Instance2,178,-22,160,0.14,Instance3,178,-39,160,0.37
Object98_A,Instance1,420,-26,160,0.4,Instance2,420,-38,160,0.37,Instance3,420,-31,160,0.23
Object99_A,Instance1,737,-28,140,0.24,Instance2,737,-20,140,0.27,Instance3,737,-43,140,0.49
Object100_A,Instance1,756,-20,40,0.01,Instance2,756,-27,40,0.31,Instance3,756,-39,40,0.67
