Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object69_D,Instance1,659,-25,180,0.67,Instance2,659,-46,180,0.28,Instance3,659,-11,180,0.05
Object70_D,Instance1,768,-17,30,0.67,Instance2,768,-2,30,0.19,Instance3,768,-2,30,0.14
Object71_D,Instance1,523,-18,190,0.52,Instance2,523,-5,190,0.47,Instance3,523,-40,190,0.01
Object72_D,Instance1,73,-4,180,0.21,Instance2,73,-35,180,0.37,Instance3,73,-33,180,0.42
Object73_D,Instance1,231,-38,110,0.67,Instance2,231,-3,110,0.05,Instance3,231,-5,110,0.28
Object74_D,Instance1,327,-12,100,0.84,Instance2,327,-50,100,0.03,Instance3,327,-19,100,0.12
Object75_D,Instance1,805,-47,50,0.45,Instance2,805,-1,50,0.31,Instance3,805,-10,50,0.23
Object76_D,Instance1,550,-14,10,0.02,Instance2,550,-27,10,0.85,Instance3,550,-20,10,0.12
Object77_D,Instance1,168,-25,200,0.1,Instance2,168,-35,200,0.72,Instance3,168,-32,200,0.18
Object78_D,Instance1,608,-43,130,0.92,Instance2,608,-38,130,0.04,Instance3,608,-18,130,0.04
Object79_D,Instance1,741,-43,190,0.4,Instance2,741,-29,190,0.17,Instance3,741,-10,190,0.44
Object80_D,Instance1,835,-8,40,0.89,Instance2,835,-32,40,0.01,Instance3,835,-43,40,0.1
Object81_D,Instance1,520,-28,100,0.18,Instance2,520,-49,100,0.38,Instance3,520,-40,100,0.45
Object82_D,Instance1,275,-32,90,0.45,Instance2,275,-19,90,0.3,Instance3,275,-18,90,0.25
Object83_D,Instance1,99,-9,20,0.09,Instance2,99,-21,20,0.57,Instance3,99,-18,20,0.34
Object84_D,Instance1,840,-42,160,0.54,Instance2,840,-4,160,0.46,Instance3,840,-17,160,0.0
Object85_D,Instance1,485,-4,130,0.25,Instance2,485,-45,130,0.41,Instance3,485,-33,130,0.34
Object86_D,Instance1,14,-25,120,0.11,Instance2,14,-31,120,0.33,Instance3,14,-24,120,0.56
Object87_D,Instance1,653,-16,70,0.42,Instance2,653,-45,70,0.08,Instance3,653,-36,70,0.5
Object88_D,Instance1,912,-44,10,0.85,Instance2,912,-12,10,0.12,Instance3,912,-34,10,0.03
Object89_D,Instance1,72,-35,40,0.83,Instance2,72,-18,40,0.02,Instance3,72,-10,40,0.14
Object90_D,Instance1,493,-40,110,0.69,Instance2,493,-29,110,0.25,Instance3,493,-33,110,0.07
Object91_D,Instance1,12,-27,190,0.9,Instance2,12,-24,190,0.07,Instance3,12,-28,190,0.03
Object92_D,Instance1,581,-8,100,0.16,Instance2,581,-5,100,0.41,Instance3,581,-48,100,0.43
Object93_D,Instance1,972,-9,130,0.27,Instance2,972,-50,130,0.59,Instance3,972,-49,130,0.14
Object94_D,Instance1,267,-44,40,0.76,Instance2,267,-28,40,0.2,Instance3,267,-2,40,0.05
Object95_D,Instance1,317,-6,150,0.91,Instance2,317,-23,150,0.02,Instance3,317,-28,150,0.07
Object96_D,Instance1,307,-21,200,0.69,Instance2,307,-44,200,0.22,Instance3,307,-45,200,0.09
Object97_D,Instance1,472,-26,10,0.59,Instance2,472,-3,10,0.06,Instance3,472,-13,10,0.35
Object98_D,Instance1,23,-30,150,0.44,Instance2,23,-24,150,0.43,Instance3,23,-7,150,0.13
Object99_D,Instance1,145,-34,60,0.6,Instance2,145,-22,60,0.25,Instance3,145,-25,60,0.15
Object100_D,Instance1,518,-18,60,0.97,Instance2,518,-31,60,0.02,Instance3,518,-27,60,0.01
Object101_D,Instance1,361,-26,70,0.56,Instance2,361,-29,70,0.17,Instance3,361,-7,70,0.27
Object102_D,Instance1,8,-18,120,0.46,Instance2,8,-49,120,0.03,Instance3,8,-21,120,0.51
Object103_D,Instance1,645,-30,70,0.18,Instance2,645,-7,70,0.5,Instance3,645,-13,70,0.32
Object104_D,Instance1,510,-46,130,0.82,Instance2,510,-45,130,0.1,Instance3,510,-16,130,0.08
Object105_D,Instance1,137,-9,200,0.59,Instance2,137,-19,200,0.05,Instance3,137,-43,200,0.36
Object106_D,Instance1,714,-15,160,0.22,Instance2,714,-45,160,0.52,Instance3,714,-21,160,0.26
Object107_D,Instance1,803,-9,70,0.66,Instance2,803,-14,70,0.07,Instance3,803,-6,70,0.27
Object108_D,Instance1,489,-2,30,0.49,Instance2,489,-50,30,0.22,Instance3,489,-33,30,0.29
Object109_D,Instance1,973,-8,70,0.97,Instance2,973,-33,70,0.03,Instance3,973,-34,70,0.0
Object110_D,Instance1,110,-30,50,0.3,Instance2,110,-47,50,0.68,Instance3,110,-5,50,0.03
Object111_D,Instance1,702,-8,100,0.38,Instance2,702,-31,100,0.13,Instance3,702,-38,100,0.49
Object112_D,Instance1,505,-12,30,0.26,Instance2,505,-32,30,0.38,Instance3,505,-28,30,0.36
Object113_D,Instance1,365,-45,120,0.78,Instance2,365,-30,120,0.14,Instance3,365,-1,120,0.08
Object114_D,Instance1,769,-9,120,0.72,Instance2,769,-38,120,0.04,Instance3,769,-1,120,0.25
Object115_D,Instance1,360,-22,30,0.92,Instance2,360,-42,30,0.05,Instance3,360,-50,30,0.03
Object116_D,Instance1,946,-17,50,0.34,Instance2,946,-2,50,0.39,Instance3,946,-50,50,0.27
Object117_D,Instance1,662,-19,160,0.9,Instance2,662,-13,160,0.09,Instance3,662,-1,160,0.0
Object118_D,Instance1,768,-7,90,0.81,Instance2,768,-22,90,0.12,Instance3,768,-5,90,0.06
Object119_D,Instance1,118,-47,190,0.28,Instance2,118,-12,190,0.19,Instance3,118,-4,190,0.53
Object120_D,Instance1,755,-50,50,0.19,Instance2,755,-41,50,0.73,Instance3,755,-7,50,0.08
Object121_D,Instance1,851,-19,60,0.55,Instance2,851,-34,60,0.02,Instance3,851,-33,60,0.43
Object122_D,Instance1,7,-11,20,0.36,Instance2,7,-16,20,0.13,Instance3,7,-42,20,0.5
Object123_D,Instance1,906,-25,120,0.24,Instance2,906,-6,120,0.35,Instance3,906,-19,120,0.41
Object124_D,Instance1,78,-20,170,0.63,Instance2,78,-29,170,0.24,Instance3,78,-13,170,0.13
Object125_D,Instance1,676,-6,60,0.55,Instance2,676,-9,60,0.36,Instance3,676,-2,60,0.08
Object126_D,Instance1,741,-13,30,0.17,Instance2,741,-43,30,0.0,Instance3,741,-22,30,0.83
Object127_D,Instance1,784,-2,30,0.8,Instance2,784,-39,30,0.13,Instance3,784,-34,30,0.06
Object128_D,Instance1,263,-45,140,0.41,Instance2,263,-11,140,0.38,Instance3,263,-46,140,0.21
Object129_D,Instance1,816,-41,40,0.25,Instance2,816,-19,40,0.53,Instance3,816,-4,40,0.22
Object130_D,Instance1,642,-18,160,0.17,Instance2,642,-6,160,0.28,Instance3,642,-1,160,0.55
Object131_D,Instance1,44,-7,40,0.25,Instance2,44,-12,40,0.2,Instance3,44,-41,40,0.55
Object132_D,Instance1,908,-43,100,0.56,Instance2,908,-32,100,0.44,Instance3,908,-42,100,0.0
Object133_D,Instance1,174,-5,160,0.94,Instance2,174,-33,160,0.05,Instance3,174,-38,160,0.01
Object134_D,Instance1,467,-16,170,0.62,Instance2,467,-6,170,0.05,Instance3,467,-23,170,0.32
Object135_D,Instance1,41,-21,110,0.39,Instance2,41,-3,110,0.25,Instance3,41,-16,110,0.37
Object136_D,Instance1,76,-11,120,0.95,Instance2,76,-5,120,0.02,Instance3,76,-29,120,0.03
Object137_D,Instance1,244,-18,90,0.61,Instance2,244,-24,90,0.0,Instance3,244,-15,90,0.39
Object138_D,Instance1,290,-33,180,0.91,Instance2,290,-22,180,0.02,Instance3,290,-17,180,0.07
Object139_D,Instance1,133,-24,90,0.58,Instance2,133,-3,90,0.18,Instance3,133,-20,90,0.24
Object140_D,Instance1,259,-6,150,0.51,Instance2,259,-44,150,0.36,Instance3,259,-40,150,0.13
Object141_D,Instance1,990,-50,30,0.7,Instance2,990,-5,30,0.04,Instance3,990,-45,30,0.27
Object142_D,Instance1,332,-20,170,0.31,Instance2,332,-5,170,0.61,Instance3,332,-29,170,0.07
Object143_D,Instance1,151,-14,110,0.13,Instance2,151,-48,110,0.35,Instance3,151,-11,110,0.52
Object144_D,Instance1,37,-36,190,0.11,Instance2,37,-40,190,0.77,Instance3,37,-50,190,0.13
Object145_D,Instance1,210,-42,40,0.01,Instance2,210,-11,40,0.01,Instance3,210,-1,40,0.98
Object146_D,Instance1,58,-29,190,0.74,Instance2,58,-4,190,0.06,Instance3,58,-16,190,0.19
Object147_D,Instance1,623,-20,190,0.75,Instance2,623,-23,190,0.11,Instance3,623,-28,190,0.14
Object148_D,Instance1,964,-29,140,0.25,Instance2,964,-1,140,0.28,Instance3,964,-17,140,0.47
Object149_D,Instance1,182,-6,40,1.0,Instance2,182,-31,40,0.0,Instance3,182,-35,40,0.0
Object150_D,Instance1,271,-28,20,0.71,Instance2,271,-13,20,0.24,Instance3,271,-29,20,0.05
Object151_D,Instance1,60,-46,160,0.27,Instance2,60,-41,160,0.22,Instance3,60,-30,160,0.51
Object152_D,Instance1,179,-27,100,0.9,Instance2,179,-9,100,0.07,Instance3,179,-27,100,0.04
Object153_D,Instance1,954,-43,90,0.86,Instance2,954,-19,90,0.08,Instance3,954,-8,90,0.06
Object154_D,Instance1,362,-2,40,0.52,Instance2,362,-26,40,0.02,Instance3,362,-47,40,0.46
Object155_D,Instance1,477,-31,160,0.34,Instance2,477,-31,160,0.17,Instance3,477,-46,160,0.49
Object156_D,Instance1,750,-33,160,0.19,Instance2,750,-33,160,0.04,Instance3,750,-32,160,0.78
Object157_D,Instance1,434,-23,130,0.81,Instance2,434,-38,130,0.05,Instance3,434,-24,130,0.14
Object158_D,Instance1,289,-31,90,0.5,Instance2,289,-24,90,0.25,Instance3,289,-4,90,0.25
Object159_D,Instance1,394,-50,170,0.19,Instance2,394,-1,170,0.29,Instance3,394,-46,170,0.51
Object160_D,Instance1,920,-27,170,0.09,Instance2,920,-12,170,0.35,Instance3,920,-38,170,0.56
Object161_D,Instance1,463,-18,60,0.86,Instance2,463,-20,60,0.07,Instance3,463,-23,60,0.07
Object162_D,Instance1,559,-34,130,0.53,Instance2,559,-50,130,0.33,Instance3,559,-29,130,0.14
Object163_D,Instance1,878,-2,110,0.05,Instance2,878,-8,110,0.38,Instance3,878,-1,110,0.58
Object164_D,Instance1,625,-44,70,0.48,Instance2,625,-31,70,0.28,Instance3,625,-38,70,0.24
Object165_D,Instance1,95,-5,200,0.71,Instance2,95,-30,200,0.17,Instance3,95,-15,200,0.11
Object166_D,Instance1,946,-43,170,0.2,Instance2,946,-35,170,0.5,Instance3,946,-30,170,0.3
Object167_D,Instance1,648,-20,80,0.86,Instance2,648,-12,80,0.05,Instance3,648,-50,80,0.09
Object168_D,Instance1,926,-32,170,0.4,Instance2,926,-41,170,0.09,Instance3,926,-42,170,0.52
Object169_D,Instance1,833,-50,150,0.68,Instance2,833,-30,150,0.24,Instance3,833,-21,150,0.08
Object170_D,Instance1,324,-34,200,0.21,Instance2,324,-25,200,0.01,Instance3,324,-2,200,0.78
Object171_D,Instance1,342,-35,170,0.64,Instance2,342,-32,170,0.05,Instance3,342,-1,170,0.31
Object172_D,Instance1,713,-37,80,0.89,Instance2,713,-35,80,0.09,Instance3,713,-18,80,0.01
Object173_D,Instance1,762,-29,150,0.81,Instance2,762,-39,150,0.11,Instance3,762,-17,150,0.08
Object174_D,Instance1,45,-30,20,0.92,Instance2,45,-45,20,0.06,Instance3,45,-48,20,0.02
Object175_D,Instance1,605,-44,20,0.82,Instance2,605,-11,20,0.15,Instance3,605,-19,20,0.03
Object176_D,Instance1,276,-44,40,0.02,Instance2,276,-25,40,0.67,Instance3,276,-7,40,0.3
Object177_D,Instance1,395,-12,80,0.69,Instance2,395,-35,80,0.17,Instance3,395,-12,80,0.14
Object178_D,Instance1,622,-31,170,0.58,Instance2,622,-46,170,0.4,Instance3,622,-27,170,0.02
Object179_D,Instance1,119,-39,100,0.28,Instance2,119,-7,100,0.26,Instance3,119,-29,100,0.46
Object180_D,Instance1,267,-42,20,0.81,Instance2,267,-27,20,0.06,Instance3,267,-23,20,0.13
Object181_D,Instance1,169,-5,130,0.56,Instance2,169,-24,130,0.23,Instance3,169,-30,130,0.21
Object182_D,Instance1,289,-24,20,0.43,Instance2,289,-29,20,0.47,Instance3,289,-18,20,0.1
Object183_D,Instance1,107,-8,110,0.59,Instance2,107,-37,110,0.28,Instance3,107,-41,110,0.12
Object184_D,Instance1,607,-1,120,0.55,Instance2,607,-1,120,0.29,Instance3,607,-41,120,0.17
Object185_D,Instance1,886,-1,50,0.91,Instance2,886,-12,50,0.07,Instance3,886,-19,50,0.02
Object186_D,Instance1,190,-16,180,0.67,Instance2,190,-40,180,0.24,Instance3,190,-49,180,0.09
Object187_D,Instance1,595,-8,30,0.46,Instance2,595,-44,30,0.18,Instance3,595,-36,30,0.36
Object188_D,Instance1,619,-19,170,0.64,Instance2,619,-41,170,0.21,Instance3,619,-1,170,0.15
Object189_D,Instance1,748,-7,30,0.58,Instance2,748,-28,30,0.27,Instance3,748,-44,30,0.15
Object190_D,Instance1,937,-27,80,0.94,Instance2,937,-29,80,0.03,Instance3,937,-28,80,0.02
Object191_D,Instance1,697,-44,130,0.28,Instance2,697,-36,130,0.45,Instance3,697,-23,130,0.27
Object192_D,Instance1,617,-34,90,0.87,Instance2,617,-13,90,0.12,Instance3,617,-32,90,0.01
Object193_D,Instance1,837,-6,150,0.31,Instance2,837,-11,150,0.44,Instance3,837,-42,150,0.25
Object194_D,Instance1,618,-43,150,0.28,Instance2,618,-19,150,0.29,Instance3,618,-38,150,0.43
Object195_D,Instance1,874,-30,110,0.0,Instance2,874,-19,110,0.67,Instance3,874,-4,110,0.33
Object196_D,Instance1,438,-33,190,0.87,Instance2,438,-20,190,0.03,Instance3,438,-17,190,0.09
Object197_D,Instance1,733,-49,120,0.62,Instance2,733,-36,120,0.33,Instance3,733,-44,120,0.05
Object198_D,Instance1,452,-49,90,0.59,Instance2,452,-5,90,0.3,Instance3,452,-20,90,0.11
Object199_D,Instance1,691,-35,40,0.41,Instance2,691,-44,40,0.38,Instance3,691,-1,40,0.22
Object200_D,Instance1,737,-47,160,0.24,Instance2,737,-27,160,0.29,Instance3,737,-20,160,0.46
Object201_D,Instance1,976,-21,200,0.69,Instance2,976,-3,200,0.13,Instance3,976,-15,200,0.18
Object202_D,Instance1,952,-37,110,0.55,Instance2,952,-48,110,0.25,Instance3,952,-27,110,0.19
Object203_D,Instance1,425,-39,150,0.48,Instance2,425,-46,150,0.43,Instance3,425,-2,150,0.1
Object204_D,Instance1,929,-27,20,0.34,Instance2,929,-17,20,0.03,Instance3,929,-6,20,0.63
Object205_D,Instance1,691,-22,120,0.18,Instance2,691,-49,120,0.03,Instance3,691,-27,120,0.79
Object206_D,Instance1,90,-50,170,0.2,Instance2,90,-39,170,0.72,Instance3,90,-39,170,0.08
Object207_D,Instance1,836,-2,50,0.4,Instance2,836,-22,50,0.49,Instance3,836,-6,50,0.11
Object208_D,Instance1,616,-46,150,0.92,Instance2,616,-44,150,0.03,Instance3,616,-15,150,0.05
Object209_D,Instance1,837,-20,10,0.54,Instance2,837,-28,10,0.12,Instance3,837,-42,10,0.33
Object210_D,Instance1,655,-37,170,0.73,Instance2,655,-48,170,0.09,Instance3,655,-26,170,0.18
Object211_D,Instance1,350,-23,200,0.74,Instance2,350,-41,200,0.24,Instance3,350,-19,200,0.02
Object212_D,Instance1,979,-14,190,0.43,Instance2,979,-35,190,0.16,Instance3,979,-7,190,0.41
Object213_D,Instance1,832,-24,170,0.17,Instance2,832,-46,170,0.63,Instance3,832,-30,170,0.21
Object214_D,Instance1,741,-18,30,0.88,Instance2,741,-45,30,0.06,Instance3,741,-14,30,0.06
Object215_D,Instance1,43,-8,160,0.46,Instance2,43,-43,160,0.04,Instance3,43,-27,160,0.5
Object216_D,Instance1,497,-15,10,0.3,Instance2,497,-36,10,0.64,Instance3,497,-24,10,0.05
Object217_D,Instance1,465,-19,160,0.65,Instance2,465,-47,160,0.19,Instance3,465,-50,160,0.16
Object218_D,Instance1,434,-20,160,0.41,Instance2,434,-24,160,0.1,Instance3,434,-11,160,0.49
Object219_D,Instance1,795,-38,160,0.35,Instance2,795,-3,160,0.33,Instance3,795,-50,160,0.32
Object220_D,Instance1,112,-24,200,0.79,Instance2,112,-40,200,0.03,Instance3,112,-48,200,0.19
Object221_D,Instance1,802,-23,80,0.96,Instance2,802,-31,80,0.01,Instance3,802,-9,80,0.04
Object222_D,Instance1,228,-23,170,0.71,Instance2,228,-29,170,0.2,Instance3,228,-29,170,0.09
Object223_D,Instance1,68,-28,50,0.58,Instance2,68,-32,50,0.21,Instance3,68,-5,50,0.2
Object224_D,Instance1,761,-2,190,0.27,Instance2,761,-2,190,0.65,Instance3,761,-29,190,0.08
Object225_D,Instance1,20,-38,200,0.38,Instance2,20,-11,200,0.2,Instance3,20,-28,200,0.42
Object226_D,Instance1,85,-5,50,0.28,Instance2,85,-26,50,0.13,Instance3,85,-20,50,0.59
Object227_D,Instance1,353,-10,100,0.1,Instance2,353,-25,100,0.41,Instance3,353,-13,100,0.49
Object228_D,Instance1,448,-18,150,0.92,Instance2,448,-36,150,0.04,Instance3,448,-44,150,0.04
Object229_D,Instance1,874,-49,160,0.53,Instance2,874,-42,160,0.39,Instance3,874,-12,160,0.08
Object230_D,Instance1,727,-36,150,0.85,Instance2,727,-3,150,0.04,Instance3,727,-18,150,0.11
Object231_D,Instance1,114,-31,180,0.49,Instance2,114,-42,180,0.28,Instance3,114,-28,180,0.23
Object232_D,Instance1,671,-10,100,1.0,Instance2,671,-10,100,0.0,Instance3,671,-43,100,0.0
Object233_D,Instance1,306,-43,200,0.98,Instance2,306,-9,200,0.01,Instance3,306,-46,200,0.02
Object234_D,Instance1,845,-6,40,0.08,Instance2,845,-37,40,0.69,Instance3,845,-23,40,0.23
Object235_D,Instance1,927,-35,130,0.22,Instance2,927,-17,130,0.64,Instance3,927,-42,130,0.14
Object236_D,Instance1,867,-28,140,0.82,Instance2,867,-7,140,0.09,Instance3,867,-13,140,0.1
Object237_D,Instance1,78,-9,170,0.17,Instance2,78,-11,170,0.47,Instance3,78,-19,170,0.36
Object238_D,Instance1,532,-50,100,0.8,Instance2,532,-46,100,0.15,Instance3,532,-48,100,0.05
Object239_D,Instance1,145,-5,120,0.71,Instance2,145,-6,120,0.1,Instance3,145,-29,120,0.19
Object240_D,Instance1,838,-47,100,0.06,Instance2,838,-42,100,0.35,Instance3,838,-38,100,0.59
Object241_D,Instance1,257,-5,40,0.11,Instance2,257,-44,40,0.54,Instance3,257,-50,40,0.35
Object242_D,Instance1,375,-46,70,0.1,Instance2,375,-37,70,0.2,Instance3,375,-47,70,0.7
Object243_D,Instance1,475,-6,110,0.93,Instance2,475,-46,110,0.02,Instance3,475,-3,110,0.05
Object244_D,Instance1,579,-34,180,0.39,Instance2,579,-14,180,0.5,Instance3,579,-29,180,0.12
Object245_D,Instance1,966,-3,30,0.33,Instance2,966,-28,30,0.59,Instance3,966,-39,30,0.08
Object246_D,Instance1,297,-42,40,0.16,Instance2,297,-22,40,0.09,Instance3,297,-7,40,0.75
Object247_D,Instance1,465,-16,10,0.79,Instance2,465,-15,10,0.2,Instance3,465,-28,10,0.02
Object248_D,Instance1,272,-5,190,0.37,Instance2,272,-37,190,0.19,Instance3,272,-45,190,0.43
Object249_D,Instance1,929,-49,80,0.56,Instance2,929,-36,80,0.26,Instance3,929,-13,80,0.18
Object250_D,Instance1,719,-21,110,0.05,Instance2,719,-43,110,0.17,Instance3,719,-21,110,0.78
Object251_D,Instance1,76,-21,60,0.63,Instance2,76,-44,60,0.18,Instance3,76,-28,60,0.19
Object252_D,Instance1,696,-30,140,0.02,Instance2,696,-28,140,0.6,Instance3,696,-43,140,0.38
Object253_D,Instance1,769,-47,90,0.4,Instance2,769,-4,90,0.11,Instance3,769,-2,90,0.49
Object254_D,Instance1,482,-48,20,0.99,Instance2,482,-43,20,0.01,Instance3,482,-16,20,0.0
Object255_D,Instance1,550,-5,130,0.14,Instance2,550,-44,130,0.37,Instance3,550,-21,130,0.49
