Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object49_D,Instance1,812,-41,100,0.66,Instance2,812,-9,100,0.29,Instance3,812,-39,100,0.05
Object50_D,Instance1,74,-13,120,0.11,Instance2,74,-15,120,0.61,Instance3,74,-43,120,0.28
Object51_D,Instance1,866,-10,180,0.76,Instance2,866,-48,180,0.04,Instance3,866,-36,180,0.2
Object52_D,Instance1,714,-21,10,0.42,Instance2,714,-1,10,0.58,Instance3,714,-33,10,0.0
Object53_D,Instance1,863,-48,160,0.04,Instance2,863,-46,160,0.13,Instance3,863,-40,160,0.83
Object54_D,Instance1,828,-4,190,1.0,Instance2,828,-23,190,0.0,Instance3,828,-35,190,0.0
Object55_D,Instance1,919,-49,100,0.69,Instance2,919,-9,100,0.02,Instance3,919,-19,100,0.28
Object56_D,Instance1,109,-19,80,0.81,Instance2,109,-24,80,0.01,Instance3,109,-17,80,0.18
Object57_D,Instance1,177,-3,150,0.39,Instance2,177,-7,150,0.45,Instance3,177,-15,150,0.16
Object58_D,Instance1,778,-15,70,0.89,Instance2,778,-11,70,0.03,Instance3,778,-6,70,0.08
Object59_D,Instance1,899,-14,200,0.92,Instance2,899,-28,200,0.05,Instance3,899,-15,200,0.03
Object60_D,Instance1,579,-32,30,0.36,Instance2,579,-41,30,0.48,Instance3,579,-44,30,0.15
Object61_D,Instance1,657,-38,50,0.01,Instance2,657,-19,50,0.83,Instance3,657,-42,50,0.16
Object62_D,Instance1,315,-23,60,0.77,Instance2,315,-10,60,0.22,Instance3,315,-18,60,0.01
Object63_D,Instance1,650,-25,50,0.39,Instance2,650,-10,50,0.31,Instance3,650,-35,50,0.3
Object64_D,Instance1,921,-13,90,0.48,Instance2,921,-34,90,0.1,Instance3,921,-43,90,0.42
Object65_D,Instance1,92,-23,110,0.93,Instance2,92,-17,110,0.03,Instance3,92,-27,110,0.04
Object66_D,Instance1,536,-31,50,0.22,Instance2,536,-37,50,0.39,Instance3,536,-16,50,0.39
Object67_D,Instance1,317,-25,190,0.57,Instance2,317,-25,190,0.09,Instance3,317,-21,190,0.35
Object68_D,Instance1,772,-44,60,0.55,Instance2,772,-42,60,0.36,Instance3,772,-46,60,0.09
Object69_D,Instance1,981,-32,130,0.4,Instance2,981,-11,130,0.47,Instance3,981,-6,130,0.13
Object70_D,Instance1,823,-37,110,0.96,Instance2,823,-43,110,0.01,Instance3,823,-48,110,0.03
Object71_D,Instance1,19,-41,10,0.27,Instance2,19,-33,10,0.06,Instance3,19,-13,10,0.67
Object72_D,Instance1,203,-47,180,0.18,Instance2,203,-22,180,0.11,Instance3,203,-29,180,0.71
Object73_D,Instance1,340,-7,10,0.14,Instance2,340,-29,10,0.58,Instance3,340,-42,10,0.27
Object74_D,Instance1,120,-38,40,0.67,Instance2,120,-48,40,0.26,Instance3,120,-9,40,0.07
Object75_D,Instance1,459,-31,80,0.77,Instance2,459,-49,80,0.19,Instance3,459,-2,80,0.04
Object76_D,Instance1,488,-26,160,0.76,Instance2,488,-34,160,0.15,Instance3,488,-40,160,0.09
Object77_D,Instance1,563,-41,30,0.97,Instance2,563,-49,30,0.01,Instance3,563,-23,30,0.02
Object78_D,Instance1,252,-24,10,0.46,Instance2,252,-21,10,0.12,Instance3,252,-25,10,0.42
Object79_D,Instance1,448,-17,190,0.89,Instance2,448,-37,190,0.08,Instance3,448,-5,190,0.04
Object80_D,Instance1,716,-5,140,0.85,Instance2,716,-35,140,0.09,Instance3,716,-16,140,0.06
Object81_D,Instance1,732,-26,110,0.29,Instance2,732,-49,110,0.18,Instance3,732,-19,110,0.53
Object82_D,Instance1,67,-44,60,0.48,Instance2,67,-44,60,0.17,Instance3,67,-50,60,0.35
Object83_D,Instance1,682,-47,150,0.15,Instance2,682,-13,150,0.0,Instance3,682,-47,150,0.85
Object84_D,Instance1,946,-40,60,0.02,Instance2,946,-24,60,0.67,Instance3,946,-20,60,0.32
Object85_D,Instance1,493,-31,60,0.04,Instance2,493,-25,60,0.83,Instance3,493,-13,60,0.12
Object86_D,Instance1,645,-49,80,0.76,Instance2,645,-13,80,0.14,Instance3,645,-14,80,0.1
Object87_D,Instance1,127,-47,80,0.72,Instance2,127,-39,80,0.17,Instance3,127,-33,80,0.11
Object88_D,Instance1,796,-40,130,0.35,Instance2,796,-39,130,0.13,Instance3,796,-42,130,0.52
Object89_D,Instance1,217,-23,100,0.87,Instance2,217,-35,100,0.11,Instance3,217,-2,100,0.01
Object90_D,Instance1,273,-22,80,0.68,Instance2,273,-8,80,0.12,Instance3,273,-8,80,0.2
Object91_D,Instance1,694,-12,140,0.18,Instance2,694,-46,140,0.79,Instance3,694,-3,140,0.03
Object92_D,Instance1,816,-10,130,0.86,Instance2,816,-46,130,0.01,Instance3,816,-4,130,0.13
Object93_D,Instance1,587,-35,190,0.42,Instance2,587,-36,190,0.56,Instance3,587,-45,190,0.01
Object94_D,Instance1,337,-47,160,0.68,Instance2,337,-21,160,0.26,Instance3,337,-47,160,0.06
Object95_D,Instance1,868,-34,150,0.87,Instance2,868,-48,150,0.11,Instance3,868,-25,150,0.02
Object96_D,Instance1,490,-36,140,0.99,Instance2,490,-16,140,0.0,Instance3,490,-16,140,0.0
Object97_D,Instance1,605,-28,170,0.49,Instance2,605,-33,170,0.13,Instance3,605,-2,170,0.39
Object98_D,Instance1,246,-27,150,0.75,Instance2,246,-29,150,0.05,Instance3,246,-30,150,0.2
Object99_D,Instance1,398,-50,40,0.91,Instance2,398,-11,40,0.04,Instance3,398,-16,40,0.06
Object100_D,Instance1,926,-25,20,0.39,Instance2,926,-15,20,0.56,Instance3,926,-41,20,0.05
Object101_D,Instance1,851,-34,170,0.57,Instance2,851,-26,170,0.36,Instance3,851,-7,170,0.07
Object102_D,Instance1,474,-38,20,0.61,Instance2,474,-20,20,0.27,Instance3,474,-17,20,0.12
Object103_D,Instance1,110,-30,170,0.8,Instance2,110,-29,170,0.15,Instance3,110,-46,170,0.05
Object104_D,Instance1,774,-18,150,0.93,Instance2,774,-35,150,0.04,Instance3,774,-15,150,0.03
Object105_D,Instance1,968,-26,110,0.34,Instance2,968,-2,110,0.62,Instance3,968,-7,110,0.04
Object106_D,Instance1,738,-30,140,0.08,Instance2,738,-39,140,0.32,Instance3,738,-20,140,0.61
Object107_D,Instance1,192,-24,150,0.88,Instance2,192,-38,150,0.11,Instance3,192,-42,150,0.01
Object108_D,Instance1,194,-2,80,0.55,Instance2,194,-9,80,0.29,Instance3,194,-33,80,0.16
Object109_D,Instance1,557,-28,110,0.37,Instance2,557,-33,110,0.15,Instance3,557,-3,110,0.47
Object110_D,Instance1,241,-40,70,0.85,Instance2,241,-49,70,0.08,Instance3,241,-35,70,0.07
Object111_D,Instance1,29,-33,160,0.24,Instance2,29,-16,160,0.73,Instance3,29,-42,160,0.02
Object112_D,Instance1,729,-25,30,0.37,Instance2,729,-18,30,0.32,Instance3,729,-25,30,0.31
Object113_D,Instance1,749,-1,150,0.94,Instance2,749,-39,150,0.0,Instance3,749,-6,150,0.06
Object114_D,Instance1,245,-14,30,0.45,Instance2,245,-14,30,0.11,Instance3,245,-9,30,0.44
Object115_D,Instance1,583,-25,60,0.96,Instance2,583,-22,60,0.03,Instance3,583,-13,60,0.02
Object116_D,Instance1,247,-47,160,0.12,Instance2,247,-20,160,0.79,Instance3,247,-23,160,0.09
Object117_D,Instance1,860,-28,200,0.3,Instance2,860,-5,200,0.37,Instance3,860,-14,200,0.33
Object118_D,Instance1,854,-34,170,0.37,Instance2,854,-9,170,0.23,Instance3,854,-10,170,0.41
Object119_D,Instance1,520,-11,130,0.89,Instance2,520,-18,130,0.07,Instance3,520,-44,130,0.03
Object120_D,Instance1,595,-36,190,0.45,Instance2,595,-24,190,0.02,Instance3,595,-2,190,0.53
Object121_D,Instance1,524,-21,140,0.68,Instance2,524,-5,140,0.08,Instance3,524,-12,140,0.24
Object122_D,Instance1,414,-14,150,0.87,Instance2,414,-40,150,0.13,Instance3,414,-2,150,0.0
Object123_D,Instance1,484,-43,180,0.18,Instance2,484,-36,180,0.56,Instance3,484,-32,180,0.25
Object124_D,Instance1,662,-46,50,0.7,Instance2,662,-17,50,0.3,Instance3,662,-31,50,0.01
Object125_D,Instance1,310,-5,180,0.77,Instance2,310,-8,180,0.13,Instance3,310,-6,180,0.1
Object126_D,Instance1,383,-18,10,0.59,Instance2,383,-5,10,0.38,Instance3,383,-32,10,0.02
Object127_D,Instance1,332,-11,50,0.39,Instance2,332,-23,50,0.3,Instance3,332,-15,50,0.31
Object128_D,Instance1,563,-10,140,0.89,Instance2,563,-29,140,0.03,Instance3,563,-9,140,0.08
Object129_D,Instance1,864,-35,100,0.55,Instance2,864,-40,100,0.24,Instance3,864,-35,100,0.21
Object130_D,Instance1,442,-22,90,0.95,Instance2,442,-36,90,0.05,Instance3,442,-32,90,0.0
Object131_D,Instance1,324,-18,20,0.88,Instance2,324,-28,20,0.11,Instance3,324,-5,20,0.01
Object132_D,Instance1,75,-48,10,0.11,Instance2,75,-1,10,0.07,Instance3,75,-27,10,0.81
Object133_D,Instance1,407,-30,90,0.36,Instance2,407,-27,90,0.57,Instance3,407,-18,90,0.08
Object134_D,Instance1,988,-40,140,0.88,Instance2,988,-32,140,0.03,Instance3,988,-24,140,0.09
Object135_D,Instance1,607,-27,190,0.66,Instance2,607,-43,190,0.11,Instance3,607,-16,190,0.22
Object136_D,Instance1,557,-27,190,0.72,Instance2,557,-43,190,0.22,Instance3,557,-1,190,0.06
Object137_D,Instance1,868,-42,10,0.77,Instance2,868,-49,10,0.14,Instance3,868,-48,10,0.09
Object138_D,Instance1,679,-22,70,0.35,Instance2,679,-26,70,0.28,Instance3,679,-3,70,0.37
Object139_D,Instance1,11,-15,50,0.11,Instance2,11,-25,50,0.54,Instance3,11,-43,50,0.35
Object140_D,Instance1,179,-6,40,0.24,Instance2,179,-32,40,0.67,Instance3,179,-6,40,0.09
Object141_D,Instance1,941,-28,190,0.26,Instance2,941,-17,190,0.01,Instance3,941,-48,190,0.73
Object142_D,Instance1,328,-16,60,0.75,Instance2,328,-1,60,0.02,Instance3,328,-23,60,0.23
Object143_D,Instance1,875,-14,30,0.01,Instance2,875,-49,30,0.49,Instance3,875,-24,30,0.5
Object144_D,Instance1,518,-23,30,0.96,Instance2,518,-31,30,0.01,Instance3,518,-6,30,0.03
Object145_D,Instance1,950,-16,90,0.57,Instance2,950,-24,90,0.3,Instance3,950,-19,90,0.13
Object146_D,Instance1,789,-19,30,0.42,Instance2,789,-37,30,0.54,Instance3,789,-27,30,0.05
Object147_D,Instance1,129,-10,110,0.26,Instance2,129,-8,110,0.44,Instance3,129,-23,110,0.3
Object148_D,Instance1,241,-35,40,0.31,Instance2,241,-6,40,0.48,Instance3,241,-18,40,0.22
Object149_D,Instance1,474,-11,110,0.87,Instance2,474,-15,110,0.11,Instance3,474,-15,110,0.02
Object150_D,Instance1,252,-10,110,0.66,Instance2,252,-7,110,0.29,Instance3,252,-17,110,0.05
Object151_D,Instance1,971,-23,70,0.39,Instance2,971,-6,70,0.44,Instance3,971,-27,70,0.17
Object152_D,Instance1,860,-48,50,0.8,Instance2,860,-11,50,0.1,Instance3,860,-39,50,0.11
Object153_D,Instance1,730,-32,100,0.82,Instance2,730,-50,100,0.13,Instance3,730,-27,100,0.05
Object154_D,Instance1,279,-19,60,0.19,Instance2,279,-33,60,0.23,Instance3,279,-39,60,0.58
Object155_D,Instance1,667,-8,70,0.01,Instance2,667,-22,70,0.03,Instance3,667,-10,70,0.96
Object156_D,Instance1,939,-32,120,0.02,Instance2,939,-30,120,0.38,Instance3,939,-1,120,0.6
Object157_D,Instance1,749,-28,190,0.56,Instance2,749,-13,190,0.22,Instance3,749,-33,190,0.22
Object158_D,Instance1,695,-1,200,0.39,Instance2,695,-11,200,0.56,Instance3,695,-32,200,0.05
Object159_D,Instance1,59,-15,90,0.13,Instance2,59,-47,90,0.35,Instance3,59,-2,90,0.51
Object160_D,Instance1,90,-46,200,0.45,Instance2,90,-28,200,0.07,Instance3,90,-4,200,0.49
Object161_D,Instance1,716,-3,20,0.36,Instance2,716,-44,20,0.5,Instance3,716,-44,20,0.15
Object162_D,Instance1,159,-3,170,0.88,Instance2,159,-42,170,0.11,Instance3,159,-21,170,0.01
Object163_D,Instance1,484,-29,10,0.3,Instance2,484,-1,10,0.31,Instance3,484,-43,10,0.38
Object164_D,Instance1,434,-26,150,0.3,Instance2,434,-31,150,0.31,Instance3,434,-38,150,0.39
Object165_D,Instance1,495,-24,50,0.89,Instance2,495,-18,50,0.06,Instance3,495,-28,50,0.05
Object166_D,Instance1,308,-33,180,0.0,Instance2,308,-14,180,0.0,Instance3,308,-15,180,1.0
Object167_D,Instance1,957,-42,30,0.71,Instance2,957,-47,30,0.0,Instance3,957,-2,30,0.29
Object168_D,Instance1,963,-19,30,0.2,Instance2,963,-50,30,0.66,Instance3,963,-36,30,0.15
Object169_D,Instance1,878,-29,150,0.94,Instance2,878,-34,150,0.06,Instance3,878,-22,150,0.0
Object170_D,Instance1,819,-20,90,0.52,Instance2,819,-31,90,0.43,Instance3,819,-27,90,0.04
Object171_D,Instance1,429,-29,50,0.27,Instance2,429,-16,50,0.21,Instance3,429,-29,50,0.52
Object172_D,Instance1,511,-49,30,0.69,Instance2,511,-37,30,0.18,Instance3,511,-19,30,0.13
Object173_D,Instance1,476,-38,170,0.61,Instance2,476,-20,170,0.23,Instance3,476,-49,170,0.16
Object174_D,Instance1,249,-28,170,0.1,Instance2,249,-36,170,0.27,Instance3,249,-15,170,0.63
Object175_D,Instance1,743,-2,50,0.71,Instance2,743,-38,50,0.11,Instance3,743,-16,50,0.18
Object176_D,Instance1,665,-10,160,0.01,Instance2,665,-39,160,0.45,Instance3,665,-29,160,0.54
Object177_D,Instance1,726,-19,60,0.07,Instance2,726,-9,60,0.28,Instance3,726,-47,60,0.65
Object178_D,Instance1,287,-50,150,0.27,Instance2,287,-39,150,0.16,Instance3,287,-36,150,0.58
Object179_D,Instance1,227,-29,190,0.91,Instance2,227,-35,190,0.07,Instance3,227,-42,190,0.03
Object180_D,Instance1,445,-40,200,0.43,Instance2,445,-9,200,0.52,Instance3,445,-5,200,0.04
Object181_D,Instance1,848,-49,170,0.14,Instance2,848,-9,170,0.81,Instance3,848,-41,170,0.05
Object182_D,Instance1,301,-18,90,0.57,Instance2,301,-49,90,0.04,Instance3,301,-30,90,0.39
Object183_D,Instance1,623,-3,50,0.67,Instance2,623,-14,50,0.19,Instance3,623,-32,50,0.13
Object184_D,Instance1,224,-8,30,0.82,Instance2,224,-42,30,0.14,Instance3,224,-16,30,0.04
Object185_D,Instance1,540,-27,70,0.26,Instance2,540,-31,70,0.68,Instance3,540,-22,70,0.07
Object186_D,Instance1,834,-7,100,0.03,Instance2,834,-8,100,0.42,Instance3,834,-10,100,0.56
Object187_D,Instance1,55,-4,30,0.42,Instance2,55,-49,30,0.36,Instance3,55,-13,30,0.22
Object188_D,Instance1,218,-40,80,0.43,Instance2,218,-17,80,0.55,Instance3,218,-33,80,0.02
Object189_D,Instance1,428,-47,110,0.36,Instance2,428,-14,110,0.17,Instance3,428,-31,110,0.47
Object190_D,Instance1,498,-17,30,0.62,Instance2,498,-5,30,0.34,Instance3,498,-3,30,0.03
Object191_D,Instance1,194,-10,20,0.68,Instance2,194,-24,20,0.05,Instance3,194,-23,20,0.27
Object192_D,Instance1,830,-27,200,0.72,Instance2,830,-17,200,0.08,Instance3,830,-2,200,0.2
Object193_D,Instance1,545,-32,10,0.09,Instance2,545,-3,10,0.17,Instance3,545,-6,10,0.74
Object194_D,Instance1,408,-14,130,0.18,Instance2,408,-9,130,0.03,Instance3,408,-16,130,0.8
Object195_D,Instance1,457,-12,90,0.04,Instance2,457,-40,90,0.02,Instance3,457,-11,90,0.93
Object196_D,Instance1,819,-10,110,0.6,Instance2,819,-11,110,0.1,Instance3,819,-19,110,0.3
Object197_D,Instance1,190,-20,160,0.4,Instance2,190,-4,160,0.01,Instance3,190,-7,160,0.59
Object198_D,Instance1,611,-41,180,0.25,Instance2,611,-10,180,0.47,Instance3,611,-5,180,0.28
Object199_D,Instance1,426,-28,200,0.09,Instance2,426,-45,200,0.62,Instance3,426,-18,200,0.29
Object200_D,Instance1,737,-39,60,0.36,Instance2,737,-48,60,0.33,Instance3,737,-5,60,0.32
Object201_D,Instance1,7,-40,110,0.71,Instance2,7,-2,110,0.14,Instance3,7,-46,110,0.15
Object202_D,Instance1,268,-5,130,0.76,Instance2,268,-40,130,0.21,Instance3,268,-49,130,0.03
Object203_D,Instance1,478,-7,150,0.92,Instance2,478,-43,150,0.03,Instance3,478,-16,150,0.05
Object204_D,Instance1,914,-40,130,0.1,Instance2,914,-31,130,0.72,Instance3,914,-38,130,0.18
Object205_D,Instance1,105,-38,130,0.34,Instance2,105,-41,130,0.65,Instance3,105,-1,130,0.01
Object206_D,Instance1,802,-49,90,0.63,Instance2,802,-20,90,0.33,Instance3,802,-6,90,0.04
Object207_D,Instance1,39,-13,140,0.81,Instance2,39,-36,140,0.13,Instance3,39,-33,140,0.07
Object208_D,Instance1,448,-48,110,0.27,Instance2,448,-39,110,0.03,Instance3,448,-6,110,0.7
Object209_D,Instance1,684,-8,130,0.92,Instance2,684,-38,130,0.0,Instance3,684,-6,130,0.08
Object210_D,Instance1,894,-34,120,0.57,Instance2,894,-2,120,0.2,Instance3,894,-22,120,0.23
Object211_D,Instance1,84,-22,100,0.39,Instance2,84,-16,100,0.08,Instance3,84,-41,100,0.53
Object212_D,Instance1,308,-48,200,0.91,Instance2,308,-29,200,0.01,Instance3,308,-46,200,0.08
Object213_D,Instance1,478,-3,30,0.25,Instance2,478,-42,30,0.74,Instance3,478,-18,30,0.01
Object214_D,Instance1,231,-10,10,0.71,Instance2,231,-25,10,0.02,Instance3,231,-6,10,0.26
Object215_D,Instance1,775,-45,40,0.99,Instance2,775,-30,40,0.01,Instance3,775,-8,40,0.0
Object216_D,Instance1,114,-44,10,0.12,Instance2,114,-13,10,0.74,Instance3,114,-23,10,0.15
Object217_D,Instance1,398,-40,30,0.44,Instance2,398,-31,30,0.34,Instance3,398,-15,30,0.22
Object218_D,Instance1,753,-20,120,0.17,Instance2,753,-27,120,0.53,Instance3,753,-2,120,0.3
Object219_D,Instance1,483,-13,130,0.2,Instance2,483,-50,130,0.1,Instance3,483,-13,130,0.7
Object220_D,Instance1,419,-4,80,0.18,Instance2,419,-10,80,0.17,Instance3,419,-42,80,0.65
Object221_D,Instance1,225,-44,20,0.88,Instance2,225,-33,20,0.02,Instance3,225,-37,20,0.11
Object222_D,Instance1,290,-5,160,0.54,Instance2,290,-12,160,0.1,Instance3,290,-29,160,0.37
Object223_D,Instance1,613,-49,90,0.29,Instance2,613,-41,90,0.46,Instance3,613,-6,90,0.25
Object224_D,Instance1,829,-25,180,0.01,Instance2,829,-47,180,0.95,Instance3,829,-16,180,0.04
Object225_D,Instance1,699,-30,200,0.78,Instance2,699,-50,200,0.15,Instance3,699,-3,200,0.07
Object226_D,Instance1,604,-45,190,0.35,Instance2,604,-2,190,0.03,Instance3,604,-18,190,0.63
Object227_D,Instance1,104,-30,150,0.82,Instance2,104,-49,150,0.01,Instance3,104,-9,150,0.18
Object228_D,Instance1,695,-30,20,0.91,Instance2,695,-10,20,0.03,Instance3,695,-7,20,0.06
Object229_D,Instance1,11,-35,140,0.78,Instance2,11,-30,140,0.15,Instance3,11,-45,140,0.07
Object230_D,Instance1,904,-10,160,0.12,Instance2,904,-22,160,0.68,Instance3,904,-5,160,0.2
Object231_D,Instance1,413,-38,80,0.85,Instance2,413,-48,80,0.06,Instance3,413,-43,80,0.09
Object232_D,Instance1,955,-20,150,0.1,Instance2,955,-16,150,0.38,Instance3,955,-38,150,0.52
Object233_D,Instance1,206,-29,110,0.28,Instance2,206,-40,110,0.5,Instance3,206,-2,110,0.23
Object234_D,Instance1,935,-2,200,0.5,Instance2,935,-6,200,0.05,Instance3,935,-36,200,0.45
Object235_D,Instance1,365,-12,200,0.91,Instance2,365,-21,200,0.03,Instance3,365,-14,200,0.06
Object236_D,Instance1,199,-47,80,0.74,Instance2,199,-13,80,0.24,Instance3,199,-42,80,0.02
Object237_D,Instance1,803,-7,150,0.21,Instance2,803,-3,150,0.09,Instance3,803,-45,150,0.7
Object238_D,Instance1,368,-31,110,0.22,Instance2,368,-3,110,0.1,Instance3,368,-19,110,0.68
Object239_D,Instance1,281,-14,30,0.2,Instance2,281,-39,30,0.58,Instance3,281,-37,30,0.22
Object240_D,Instance1,779,-49,90,0.57,Instance2,779,-8,90,0.28,Instance3,779,-25,90,0.15
Object241_D,Instance1,379,-28,180,0.92,Instance2,379,-26,180,0.05,Instance3,379,-11,180,0.03
Object242_D,Instance1,568,-44,120,0.5,Instance2,568,-8,120,0.13,Instance3,568,-17,120,0.37
Object243_D,Instance1,341,-2,90,0.6,Instance2,341,-34,90,0.01,Instance3,341,-6,90,0.4
Object244_D,Instance1,526,-19,20,0.78,Instance2,526,-40,20,0.2,Instance3,526,-6,20,0.02
Object245_D,Instance1,456,-7,120,0.65,Instance2,456,-47,120,0.34,Instance3,456,-34,120,0.02
Object246_D,Instance1,719,-36,150,0.45,Instance2,719,-49,150,0.51,Instance3,719,-40,150,0.05
Object247_D,Instance1,13,-49,180,0.26,Instance2,13,-4,180,0.02,Instance3,13,-36,180,0.72
Object248_D,Instance1,462,-49,30,0.04,Instance2,462,-45,30,0.38,Instance3,462,-14,30,0.57
Object249_D,Instance1,10,-38,130,0.89,Instance2,10,-8,130,0.01,Instance3,10,-28,130,0.11
Object250_D,Instance1,875,-4,40,0.84,Instance2,875,-33,40,0.14,Instance3,875,-17,40,0.02
Object251_D,Instance1,581,-38,190,0.55,Instance2,581,-39,190,0.31,Instance3,581,-23,190,0.14
Object252_D,Instance1,128,-50,160,0.14,Instance2,128,-28,160,0.08,Instance3,128,-26,160,0.78
Object253_D,Instance1,539,-23,70,0.16,Instance2,539,-50,70,0.36,Instance3,539,-12,70,0.48
Object254_D,Instance1,183,-36,150,0.99,Instance2,183,-18,150,0.0,Instance3,183,-26,150,0.01
Object255_D,Instance1,460,-45,190,0.53,Instance2,460,-5,190,0.34,Instance3,460,-25,190,0.13
