Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object44,Instance1,793,-27,180,0.38,Instance2,793,-18,180,0.0,Instance3,793,-30,180,0.62
Object45,Instance1,456,-28,20,0.56,Instance2,456,-33,20,0.11,Instance3,456,-28,20,0.33
Object46,Instance1,496,-6,200,0.06,Instance2,496,-34,200,0.9,Instance3,496,-19,200,0.04
Object47,Instance1,658,-8,50,0.67,Instance2,658,-26,50,0.31,Instance3,658,-49,50,0.03
Object48,Instance1,165,-24,40,0.78,Instance2,165,-33,40,0.16,Instance3,165,-40,40,0.06
Object49,Instance1,839,-10,70,0.23,Instance2,839,-16,70,0.61,Instance3,839,-33,70,0.16
Object50,Instance1,257,-18,130,0.2,Instance2,257,-50,130,0.26,Instance3,257,-44,130,0.54
Object51,Instance1,675,-20,150,0.17,Instance2,675,-32,150,0.48,Instance3,675,-21,150,0.35
Object52,Instance1,501,-7,190,0.05,Instance2,501,-37,190,0.15,Instance3,501,-5,190,0.8
Object53,Instance1,865,-48,20,0.46,Instance2,865,-49,20,0.05,Instance3,865,-1,20,0.49
Object54,Instance1,925,-9,80,0.28,Instance2,925,-30,80,0.33,Instance3,925,-33,80,0.39
Object55,Instance1,234,-49,130,0.81,Instance2,234,-17,130,0.07,Instance3,234,-23,130,0.12
Object56,Instance1,430,-47,10,0.36,Instance2,430,-41,10,0.15,Instance3,430,-28,10,0.49
Object57,Instance1,47,-14,100,0.68,Instance2,47,-3,100,0.32,Instance3,47,-39,100,0.0
Object58,Instance1,835,-47,170,0.23,Instance2,835,-16,170,0.28,Instance3,835,-16,170,0.49
Object59,Instance1,843,-20,150,0.69,Instance2,843,-4,150,0.21,Instance3,843,-12,150,0.1
Object60,Instance1,614,-21,160,0.38,Instance2,614,-30,160,0.18,Instance3,614,-8,160,0.44
Object61,Instance1,69,-21,10,0.78,Instance2,69,-24,10,0.06,Instance3,69,-29,10,0.16
Object62,Instance1,970,-33,170,0.34,Instance2,970,-31,170,0.61,Instance3,970,-22,170,0.05
Object63,Instance1,324,-3,80,0.94,Instance2,324,-24,80,0.02,Instance3,324,-46,80,0.04
Object64,Instance1,808,-48,50,0.36,Instance2,808,-24,50,0.38,Instance3,808,-45,50,0.26
Object65,Instance1,591,-35,140,0.82,Instance2,591,-19,140,0.13,Instance3,591,-7,140,0.06
Object66,Instance1,176,-38,170,0.51,Instance2,176,-23,170,0.46,Instance3,176,-13,170,0.03
Object67,Instance1,753,-1,20,0.27,Instance2,753,-48,20,0.04,Instance3,753,-37,20,0.69
Object68,Instance1,309,-13,10,0.82,Instance2,309,-39,10,0.14,Instance3,309,-17,10,0.04
Object69,Instance1,974,-42,80,0.13,Instance2,974,-42,80,0.33,Instance3,974,-10,80,0.54
Object70,Instance1,635,-7,110,0.5,Instance2,635,-22,110,0.4,Instance3,635,-15,110,0.1
Object71,Instance1,255,-34,30,0.36,Instance2,255,-21,30,0.63,Instance3,255,-35,30,0.01
Object72,Instance1,934,-38,30,0.15,Instance2,934,-28,30,0.33,Instance3,934,-28,30,0.52
Object73,Instance1,8,-2,10,0.86,Instance2,8,-7,10,0.05,Instance3,8,-2,10,0.09
Object74,Instance1,855,-34,140,0.9,Instance2,855,-25,140,0.04,Instance3,855,-33,140,0.07
Object75,Instance1,332,-38,190,0.62,Instance2,332,-30,190,0.37,Instance3,332,-34,190,0.01
Object76,Instance1,499,-4,160,0.42,Instance2,499,-29,160,0.33,Instance3,499,-43,160,0.24
Object77,Instance1,77,-29,60,0.16,Instance2,77,-31,60,0.82,Instance3,77,-44,60,0.02
Object78,Instance1,109,-21,140,0.53,Instance2,109,-47,140,0.37,Instance3,109,-11,140,0.11
Object79,Instance1,361,-2,140,0.13,Instance2,361,-48,140,0.82,Instance3,361,-29,140,0.05
Object80,Instance1,110,-32,130,0.44,Instance2,110,-1,130,0.33,Instance3,110,-40,130,0.23
Object81,Instance1,358,-43,60,0.62,Instance2,358,-27,60,0.1,Instance3,358,-3,60,0.27
Object82,Instance1,53,-11,60,0.33,Instance2,53,-19,60,0.32,Instance3,53,-10,60,0.35
Object83,Instance1,562,-42,40,0.29,Instance2,562,-28,40,0.07,Instance3,562,-12,40,0.64
Object84,Instance1,122,-26,180,0.02,Instance2,122,-7,180,0.81,Instance3,122,-14,180,0.17
Object85,Instance1,514,-40,150,0.48,Instance2,514,-5,150,0.04,Instance3,514,-9,150,0.48
Object86,Instance1,330,-12,170,0.91,Instance2,330,-40,170,0.03,Instance3,330,-11,170,0.05
Object87,Instance1,415,-3,10,0.5,Instance2,415,-48,10,0.0,Instance3,415,-7,10,0.5
Object88,Instance1,740,-34,40,0.5,Instance2,740,-46,40,0.07,Instance3,740,-47,40,0.43
Object89,Instance1,933,-33,140,0.01,Instance2,933,-31,140,0.43,Instance3,933,-50,140,0.56
Object90,Instance1,645,-27,200,0.16,Instance2,645,-44,200,0.32,Instance3,645,-15,200,0.52
Object91,Instance1,37,-23,150,0.05,Instance2,37,-40,150,0.44,Instance3,37,-42,150,0.51
Object92,Instance1,622,-36,130,0.93,Instance2,622,-44,130,0.06,Instance3,622,-45,130,0.01
Object93,Instance1,987,-13,130,0.45,Instance2,987,-27,130,0.49,Instance3,987,-10,130,0.06
Object94,Instance1,974,-37,130,0.16,Instance2,974,-23,130,0.08,Instance3,974,-32,130,0.76
Object95,Instance1,949,-10,100,0.85,Instance2,949,-43,100,0.11,Instance3,949,-40,100,0.03
Object96,Instance1,144,-35,30,0.81,Instance2,144,-9,30,0.11,Instance3,144,-26,30,0.08
Object97,Instance1,982,-30,180,0.14,Instance2,982,-34,180,0.73,Instance3,982,-34,180,0.13
Object98,Instance1,659,-12,150,0.61,Instance2,659,-36,150,0.35,Instance3,659,-38,150,0.03
Object99,Instance1,78,-13,160,0.98,Instance2,78,-19,160,0.01,Instance3,78,-9,160,0.01
Object100,Instance1,749,-15,90,0.45,Instance2,749,-37,90,0.26,Instance3,749,-49,90,0.29
