Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object94,Instance1,562,-44,90,0.33,Instance2,562,-38,90,0.21,Instance3,562,-41,90,0.46
Object95,Instance1,695,-18,140,0.45,Instance2,695,-3,140,0.0,Instance3,695,-41,140,0.55
Object96,Instance1,880,-42,190,0.26,Instance2,880,-18,190,0.65,Instance3,880,-3,190,0.09
Object97,Instance1,189,-12,110,0.32,Instance2,189,-27,110,0.24,Instance3,189,-17,110,0.44
Object98,Instance1,162,-49,90,0.67,Instance2,162,-18,90,0.28,Instance3,162,-35,90,0.05
Object99,Instance1,605,-7,120,0.61,Instance2,605,-30,120,0.18,Instance3,605,-8,120,0.21
Object100,Instance1,925,-40,160,0.26,Instance2,925,-17,160,0.72,Instance3,925,-42,160,0.02
Object101,Instance1,238,-46,10,0.21,Instance2,238,-32,10,0.21,Instance3,238,-45,10,0.57
Object102,Instance1,390,-27,190,0.66,Instance2,390,-43,190,0.1,Instance3,390,-16,190,0.24
Object103,Instance1,156,-2,30,0.17,Instance2,156,-35,30,0.28,Instance3,156,-41,30,0.54
Object104,Instance1,500,-31,30,0.04,Instance2,500,-6,30,0.4,Instance3,500,-19,30,0.57
Object105,Instance1,338,-47,20,0.95,Instance2,338,-17,20,0.03,Instance3,338,-28,20,0.02
Object106,Instance1,691,-41,50,0.65,Instance2,691,-21,50,0.26,Instance3,691,-16,50,0.09
Object107,Instance1,26,-3,80,0.14,Instance2,26,-41,80,0.3,Instance3,26,-46,80,0.56
Object108,Instance1,981,-25,140,0.11,Instance2,981,-36,140,0.31,Instance3,981,-32,140,0.57
Object109,Instance1,294,-10,110,0.71,Instance2,294,-48,110,0.03,Instance3,294,-21,110,0.26
Object110,Instance1,415,-41,150,0.8,Instance2,415,-45,150,0.04,Instance3,415,-1,150,0.16
Object111,Instance1,456,-8,40,0.06,Instance2,456,-13,40,0.23,Instance3,456,-38,40,0.7
Object112,Instance1,208,-16,110,0.23,Instance2,208,-34,110,0.42,Instance3,208,-26,110,0.35
Object113,Instance1,383,-6,100,0.3,Instance2,383,-34,100,0.0,Instance3,383,-7,100,0.69
Object114,Instance1,166,-50,180,0.95,Instance2,166,-34,180,0.04,Instance3,166,-36,180,0.01
Object115,Instance1,438,-42,160,0.43,Instance2,438,-39,160,0.27,Instance3,438,-4,160,0.3
Object116,Instance1,820,-4,120,0.44,Instance2,820,-32,120,0.15,Instance3,820,-1,120,0.41
Object117,Instance1,677,-29,120,0.96,Instance2,677,-31,120,0.01,Instance3,677,-46,120,0.03
Object118,Instance1,90,-1,30,0.71,Instance2,90,-5,30,0.08,Instance3,90,-15,30,0.21
Object119,Instance1,969,-18,160,0.82,Instance2,969,-44,160,0.01,Instance3,969,-28,160,0.18
Object120,Instance1,479,-48,30,0.04,Instance2,479,-44,30,0.37,Instance3,479,-49,30,0.59
Object121,Instance1,681,-12,100,0.2,Instance2,681,-46,100,0.22,Instance3,681,-43,100,0.58
Object122,Instance1,901,-21,100,0.59,Instance2,901,-14,100,0.35,Instance3,901,-43,100,0.06
Object123,Instance1,771,-25,30,0.47,Instance2,771,-42,30,0.25,Instance3,771,-3,30,0.28
Object124,Instance1,516,-25,170,0.46,Instance2,516,-35,170,0.41,Instance3,516,-45,170,0.14
Object125,Instance1,818,-44,60,0.35,Instance2,818,-7,60,0.42,Instance3,818,-16,60,0.23
Object126,Instance1,402,-42,30,0.05,Instance2,402,-2,30,0.39,Instance3,402,-1,30,0.56
Object127,Instance1,907,-44,100,0.39,Instance2,907,-45,100,0.27,Instance3,907,-13,100,0.34
Object128,Instance1,371,-11,110,0.58,Instance2,371,-37,110,0.01,Instance3,371,-50,110,0.41
Object129,Instance1,992,-43,60,0.88,Instance2,992,-26,60,0.08,Instance3,992,-23,60,0.04
Object130,Instance1,225,-7,180,0.98,Instance2,225,-46,180,0.01,Instance3,225,-33,180,0.01
Object131,Instance1,395,-48,140,0.9,Instance2,395,-34,140,0.0,Instance3,395,-9,140,0.1
Object132,Instance1,951,-1,140,0.18,Instance2,951,-23,140,0.65,Instance3,951,-4,140,0.18
Object133,Instance1,711,-23,90,0.17,Instance2,711,-30,90,0.61,Instance3,711,-34,90,0.21
Object134,Instance1,835,-8,130,0.83,Instance2,835,-14,130,0.08,Instance3,835,-37,130,0.09
Object135,Instance1,991,-45,120,0.97,Instance2,991,-1,120,0.01,Instance3,991,-50,120,0.01
Object136,Instance1,953,-38,60,0.21,Instance2,953,-43,60,0.13,Instance3,953,-41,60,0.67
Object137,Instance1,313,-12,70,0.3,Instance2,313,-27,70,0.06,Instance3,313,-29,70,0.64
Object138,Instance1,914,-49,80,0.05,Instance2,914,-16,80,0.26,Instance3,914,-42,80,0.69
Object139,Instance1,485,-15,150,0.76,Instance2,485,-23,150,0.18,Instance3,485,-8,150,0.06
Object140,Instance1,306,-12,130,0.62,Instance2,306,-28,130,0.25,Instance3,306,-33,130,0.13
Object141,Instance1,546,-15,80,0.93,Instance2,546,-5,80,0.03,Instance3,546,-15,80,0.05
Object142,Instance1,402,-22,110,0.7,Instance2,402,-29,110,0.08,Instance3,402,-25,110,0.22
Object143,Instance1,387,-49,80,0.92,Instance2,387,-1,80,0.04,Instance3,387,-18,80,0.04
Object144,Instance1,668,-38,140,0.61,Instance2,668,-21,140,0.19,Instance3,668,-39,140,0.2
Object145,Instance1,884,-1,10,0.08,Instance2,884,-34,10,0.72,Instance3,884,-8,10,0.2
Object146,Instance1,832,-50,140,0.88,Instance2,832,-30,140,0.09,Instance3,832,-9,140,0.03
Object147,Instance1,476,-46,140,0.66,Instance2,476,-15,140,0.03,Instance3,476,-11,140,0.31
Object148,Instance1,14,-8,130,0.07,Instance2,14,-13,130,0.08,Instance3,14,-25,130,0.85
Object149,Instance1,783,-4,30,0.05,Instance2,783,-40,30,0.26,Instance3,783,-31,30,0.69
Object150,Instance1,514,-24,190,0.3,Instance2,514,-24,190,0.22,Instance3,514,-22,190,0.48
Object151,Instance1,222,-5,20,0.35,Instance2,222,-13,20,0.49,Instance3,222,-17,20,0.15
Object152,Instance1,761,-21,70,0.65,Instance2,761,-14,70,0.13,Instance3,761,-21,70,0.22
Object153,Instance1,209,-34,10,0.73,Instance2,209,-43,10,0.05,Instance3,209,-34,10,0.22
Object154,Instance1,419,-15,160,0.88,Instance2,419,-10,160,0.04,Instance3,419,-4,160,0.08
Object155,Instance1,959,-50,50,0.19,Instance2,959,-49,50,0.79,Instance3,959,-22,50,0.02
Object156,Instance1,297,-35,60,0.82,Instance2,297,-17,60,0.18,Instance3,297,-8,60,0.0
Object157,Instance1,846,-34,60,0.84,Instance2,846,-45,60,0.13,Instance3,846,-33,60,0.03
Object158,Instance1,764,-13,70,0.14,Instance2,764,-1,70,0.09,Instance3,764,-39,70,0.77
Object159,Instance1,288,-35,180,0.3,Instance2,288,-17,180,0.08,Instance3,288,-43,180,0.62
Object160,Instance1,912,-49,70,0.93,Instance2,912,-35,70,0.04,Instance3,912,-24,70,0.03
Object161,Instance1,193,-21,70,0.98,Instance2,193,-19,70,0.01,Instance3,193,-15,70,0.01
Object162,Instance1,670,-5,170,0.84,Instance2,670,-37,170,0.12,Instance3,670,-35,170,0.05
Object163,Instance1,448,-4,130,0.31,Instance2,448,-47,130,0.41,Instance3,448,-28,130,0.29
Object164,Instance1,534,-7,100,0.67,Instance2,534,-16,100,0.12,Instance3,534,-43,100,0.21
Object165,Instance1,851,-39,80,0.98,Instance2,851,-47,80,0.01,Instance3,851,-18,80,0.0
Object166,Instance1,883,-3,80,0.22,Instance2,883,-5,80,0.03,Instance3,883,-25,80,0.74
Object167,Instance1,311,-50,190,0.02,Instance2,311,-16,190,0.72,Instance3,311,-7,190,0.26
Object168,Instance1,53,-43,90,0.45,Instance2,53,-23,90,0.41,Instance3,53,-11,90,0.13
Object169,Instance1,802,-37,140,0.26,Instance2,802,-33,140,0.02,Instance3,802,-1,140,0.71
Object170,Instance1,937,-17,160,0.75,Instance2,937,-35,160,0.1,Instance3,937,-12,160,0.15
Object171,Instance1,952,-34,140,0.78,Instance2,952,-23,140,0.13,Instance3,952,-17,140,0.09
Object172,Instance1,432,-49,50,0.01,Instance2,432,-47,50,0.72,Instance3,432,-13,50,0.27
Object173,Instance1,509,-48,100,0.61,Instance2,509,-47,100,0.18,Instance3,509,-6,100,0.21
Object174,Instance1,163,-22,80,0.14,Instance2,163,-28,80,0.22,Instance3,163,-26,80,0.64
Object175,Instance1,305,-30,90,0.07,Instance2,305,-16,90,0.79,Instance3,305,-40,90,0.14
Object176,Instance1,209,-39,100,0.73,Instance2,209,-10,100,0.03,Instance3,209,-40,100,0.25
Object177,Instance1,587,-31,60,0.54,Instance2,587,-46,60,0.15,Instance3,587,-27,60,0.31
Object178,Instance1,16,-43,160,0.19,Instance2,16,-3,160,0.18,Instance3,16,-42,160,0.64
Object179,Instance1,484,-4,50,0.8,Instance2,484,-4,50,0.11,Instance3,484,-21,50,0.09
Object180,Instance1,574,-24,110,0.59,Instance2,574,-11,110,0.22,Instance3,574,-24,110,0.2
Object181,Instance1,516,-21,150,0.84,Instance2,516,-21,150,0.03,Instance3,516,-29,150,0.13
Object182,Instance1,836,-26,40,0.08,Instance2,836,-5,40,0.26,Instance3,836,-7,40,0.66
Object183,Instance1,786,-30,150,0.0,Instance2,786,-7,150,0.17,Instance3,786,-24,150,0.83
Object184,Instance1,480,-11,130,0.83,Instance2,480,-31,130,0.05,Instance3,480,-4,130,0.11
Object185,Instance1,812,-12,120,0.48,Instance2,812,-41,120,0.16,Instance3,812,-2,120,0.36
Object186,Instance1,942,-46,10,0.86,Instance2,942,-40,10,0.1,Instance3,942,-28,10,0.04
Object187,Instance1,836,-29,60,0.04,Instance2,836,-17,60,0.07,Instance3,836,-13,60,0.89
Object188,Instance1,694,-3,20,0.53,Instance2,694,-40,20,0.23,Instance3,694,-26,20,0.23
Object189,Instance1,312,-21,180,0.81,Instance2,312,-31,180,0.02,Instance3,312,-16,180,0.17
Object190,Instance1,97,-18,170,0.46,Instance2,97,-30,170,0.29,Instance3,97,-14,170,0.25
Object191,Instance1,26,-25,40,0.43,Instance2,26,-18,40,0.35,Instance3,26,-11,40,0.22
Object192,Instance1,674,-23,40,0.09,Instance2,674,-8,40,0.03,Instance3,674,-44,40,0.88
Object193,Instance1,183,-18,50,0.68,Instance2,183,-9,50,0.06,Instance3,183,-39,50,0.26
Object194,Instance1,457,-20,10,0.76,Instance2,457,-22,10,0.0,Instance3,457,-22,10,0.24
Object195,Instance1,262,-30,20,0.07,Instance2,262,-41,20,0.64,Instance3,262,-39,20,0.29
Object196,Instance1,107,-8,180,0.47,Instance2,107,-9,180,0.25,Instance3,107,-31,180,0.28
Object197,Instance1,832,-45,80,0.75,Instance2,832,-31,80,0.03,Instance3,832,-9,80,0.22
Object198,Instance1,526,-50,150,0.7,Instance2,526,-50,150,0.15,Instance3,526,-39,150,0.15
Object199,Instance1,601,-41,60,0.64,Instance2,601,-2,60,0.05,Instance3,601,-10,60,0.32
Object200,Instance1,732,-25,130,0.01,Instance2,732,-22,130,0.63,Instance3,732,-18,130,0.36
Object201,Instance1,51,-47,20,0.33,Instance2,51,-6,20,0.22,Instance3,51,-24,20,0.44
Object202,Instance1,836,-45,110,0.53,Instance2,836,-1,110,0.32,Instance3,836,-20,110,0.15
Object203,Instance1,665,-14,10,0.42,Instance2,665,-45,10,0.44,Instance3,665,-33,10,0.14
Object204,Instance1,347,-23,50,0.52,Instance2,347,-13,50,0.12,Instance3,347,-33,50,0.35
Object205,Instance1,661,-9,30,0.39,Instance2,661,-24,30,0.03,Instance3,661,-31,30,0.58
Object206,Instance1,224,-1,190,0.94,Instance2,224,-6,190,0.01,Instance3,224,-5,190,0.05
Object207,Instance1,719,-34,200,0.99,Instance2,719,-47,200,0.01,Instance3,719,-3,200,0.0
Object208,Instance1,444,-48,70,0.72,Instance2,444,-33,70,0.21,Instance3,444,-3,70,0.07
Object209,Instance1,819,-25,150,0.89,Instance2,819,-45,150,0.1,Instance3,819,-30,150,0.01
Object210,Instance1,231,-2,170,0.38,Instance2,231,-44,170,0.5,Instance3,231,-15,170,0.12
Object211,Instance1,940,-17,110,0.97,Instance2,940,-11,110,0.01,Instance3,940,-6,110,0.02
Object212,Instance1,455,-1,170,0.15,Instance2,455,-32,170,0.31,Instance3,455,-12,170,0.55
Object213,Instance1,227,-38,140,0.41,Instance2,227,-27,140,0.35,Instance3,227,-48,140,0.24
Object214,Instance1,600,-46,130,0.74,Instance2,600,-14,130,0.07,Instance3,600,-44,130,0.19
Object215,Instance1,365,-31,30,0.05,Instance2,365,-22,30,0.64,Instance3,365,-31,30,0.31
Object216,Instance1,3,-12,180,0.9,Instance2,3,-7,180,0.01,Instance3,3,-4,180,0.09
Object217,Instance1,344,-13,70,0.88,Instance2,344,-49,70,0.08,Instance3,344,-22,70,0.05
Object218,Instance1,195,-39,100,0.51,Instance2,195,-31,100,0.39,Instance3,195,-21,100,0.1
Object219,Instance1,65,-17,190,0.25,Instance2,65,-17,190,0.64,Instance3,65,-19,190,0.11
Object220,Instance1,743,-10,130,0.63,Instance2,743,-22,130,0.06,Instance3,743,-48,130,0.31
Object221,Instance1,746,-12,150,0.09,Instance2,746,-40,150,0.21,Instance3,746,-7,150,0.7
Object222,Instance1,636,-50,40,0.42,Instance2,636,-1,40,0.51,Instance3,636,-40,40,0.08
Object223,Instance1,211,-11,170,0.13,Instance2,211,-21,170,0.27,Instance3,211,-8,170,0.6
Object224,Instance1,520,-50,170,0.75,Instance2,520,-16,170,0.13,Instance3,520,-7,170,0.12
Object225,Instance1,85,-41,160,0.73,Instance2,85,-15,160,0.02,Instance3,85,-13,160,0.26
Object226,Instance1,101,-22,170,0.44,Instance2,101,-15,170,0.47,Instance3,101,-43,170,0.09
Object227,Instance1,78,-30,70,0.37,Instance2,78,-10,70,0.08,Instance3,78,-5,70,0.55
Object228,Instance1,980,-7,180,0.48,Instance2,980,-11,180,0.27,Instance3,980,-5,180,0.25
Object229,Instance1,996,-50,40,0.21,Instance2,996,-19,40,0.12,Instance3,996,-27,40,0.67
Object230,Instance1,310,-22,130,0.92,Instance2,310,-24,130,0.0,Instance3,310,-4,130,0.07
Object231,Instance1,118,-15,170,0.25,Instance2,118,-38,170,0.08,Instance3,118,-40,170,0.67
Object232,Instance1,844,-24,190,0.57,Instance2,844,-14,190,0.41,Instance3,844,-15,190,0.02
Object233,Instance1,468,-31,50,0.4,Instance2,468,-19,50,0.2,Instance3,468,-47,50,0.4
Object234,Instance1,840,-14,30,0.36,Instance2,840,-34,30,0.43,Instance3,840,-12,30,0.22
Object235,Instance1,264,-8,10,0.89,Instance2,264,-21,10,0.07,Instance3,264,-47,10,0.04
Object236,Instance1,394,-10,90,0.21,Instance2,394,-15,90,0.3,Instance3,394,-31,90,0.49
Object237,Instance1,369,-44,160,0.88,Instance2,369,-6,160,0.1,Instance3,369,-44,160,0.03
Object238,Instance1,715,-16,40,0.59,Instance2,715,-27,40,0.08,Instance3,715,-25,40,0.33
Object239,Instance1,672,-27,50,0.52,Instance2,672,-23,50,0.3,Instance3,672,-27,50,0.18
Object240,Instance1,477,-18,110,0.98,Instance2,477,-47,110,0.0,Instance3,477,-43,110,0.02
Object241,Instance1,735,-22,60,0.46,Instance2,735,-45,60,0.25,Instance3,735,-22,60,0.29
Object242,Instance1,792,-39,50,0.25,Instance2,792,-41,50,0.68,Instance3,792,-43,50,0.07
Object243,Instance1,149,-2,170,0.65,Instance2,149,-13,170,0.34,Instance3,149,-5,170,0.01
Object244,Instance1,908,-48,140,0.62,Instance2,908,-1,140,0.06,Instance3,908,-40,140,0.32
Object245,Instance1,699,-36,70,0.5,Instance2,699,-11,70,0.13,Instance3,699,-3,70,0.36
Object246,Instance1,293,-10,110,0.4,Instance2,293,-28,110,0.13,Instance3,293,-19,110,0.48
Object247,Instance1,245,-28,200,0.31,Instance2,245,-42,200,0.06,Instance3,245,-12,200,0.62
Object248,Instance1,63,-43,30,0.86,Instance2,63,-43,30,0.04,Instance3,63,-14,30,0.1
Object249,Instance1,445,-41,20,0.46,Instance2,445,-26,20,0.18,Instance3,445,-13,20,0.35
Object250,Instance1,919,-37,90,0.72,Instance2,919,-22,90,0.19,Instance3,919,-13,90,0.09
Object251,Instance1,290,-18,70,0.34,Instance2,290,-23,70,0.47,Instance3,290,-37,70,0.19
Object252,Instance1,571,-35,80,0.97,Instance2,571,-7,80,0.01,Instance3,571,-40,80,0.02
Object253,Instance1,352,-24,160,0.09,Instance2,352,-5,160,0.16,Instance3,352,-34,160,0.75
Object254,Instance1,726,-39,110,0.0,Instance2,726,-32,110,0.36,Instance3,726,-46,110,0.64
Object255,Instance1,267,-23,180,0.08,Instance2,267,-24,180,0.76,Instance3,267,-47,180,0.16
Object256,Instance1,69,-11,150,0.72,Instance2,69,-32,150,0.25,Instance3,69,-46,150,0.03
Object257,Instance1,983,-35,100,0.16,Instance2,983,-43,100,0.03,Instance3,983,-9,100,0.8
Object258,Instance1,563,-34,100,0.69,Instance2,563,-8,100,0.09,Instance3,563,-30,100,0.22
Object259,Instance1,725,-19,140,0.49,Instance2,725,-17,140,0.45,Instance3,725,-24,140,0.06
Object260,Instance1,580,-26,150,0.27,Instance2,580,-19,150,0.2,Instance3,580,-5,150,0.52
Object261,Instance1,706,-39,200,0.31,Instance2,706,-41,200,0.12,Instance3,706,-44,200,0.58
Object262,Instance1,164,-24,100,0.25,Instance2,164,-5,100,0.62,Instance3,164,-35,100,0.13
Object263,Instance1,793,-30,150,0.72,Instance2,793,-44,150,0.11,Instance3,793,-35,150,0.17
Object264,Instance1,608,-47,170,0.19,Instance2,608,-30,170,0.52,Instance3,608,-41,170,0.29
Object265,Instance1,794,-29,50,0.01,Instance2,794,-29,50,0.87,Instance3,794,-34,50,0.12
