Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object22_C,Instance1,431,-12,10,0.68,Instance2,431,-3,10,0.09,Instance3,431,-14,10,0.23
Object23_C,Instance1,43,-40,110,0.77,Instance2,43,-15,110,0.13,Instance3,43,-41,110,0.1
Object24_C,Instance1,277,-36,200,0.84,Instance2,277,-37,200,0.11,Instance3,277,-24,200,0.05
Object25_C,Instance1,485,-13,50,0.46,Instance2,485,-47,50,0.41,Instance3,485,-13,50,0.12
Object26_C,Instance1,926,-42,50,0.3,Instance2,926,-26,50,0.66,Instance3,926,-10,50,0.04
Object27_C,Instance1,488,-8,80,0.35,Instance2,488,-43,80,0.44,Instance3,488,-19,80,0.21
Object28_C,Instance1,121,-39,150,0.43,Instance2,121,-5,150,0.48,Instance3,121,-36,150,0.09
Object29_C,Instance1,897,-49,30,0.12,Instance2,897,-5,30,0.35,Instance3,897,-14,30,0.53
Object30_C,Instance1,783,-19,130,0.29,Instance2,783,-2,130,0.53,Instance3,783,-25,130,0.19
Object31_C,Instance1,70,-18,30,0.07,Instance2,70,-19,30,0.27,Instance3,70,-23,30,0.66
Object32_C,Instance1,369,-36,70,0.8,Instance2,369,-36,70,0.03,Instance3,369,-35,70,0.17
Object33_C,Instance1,102,-29,30,0.57,Instance2,102,-16,30,0.07,Instance3,102,-24,30,0.36
Object34_C,Instance1,198,-49,30,0.98,Instance2,198,-28,30,0.01,Instance3,198,-33,30,0.01
Object35_C,Instance1,92,-23,150,0.64,Instance2,92,-46,150,0.03,Instance3,92,-31,150,0.33
Object36_C,Instance1,40,-15,190,0.7,Instance2,40,-31,190,0.15,Instance3,40,-49,190,0.15
Object37_C,Instance1,377,-42,30,0.07,Instance2,377,-4,30,0.23,Instance3,377,-37,30,0.7
Object38_C,Instance1,213,-43,90,0.15,Instance2,213,-2,90,0.72,Instance3,213,-50,90,0.13
Object39_C,Instance1,592,-38,40,0.52,Instance2,592,-3,40,0.36,Instance3,592,-33,40,0.12
Object40_C,Instance1,943,-42,50,0.66,Instance2,943,-38,50,0.13,Instance3,943,-13,50,0.21
Object41_C,Instance1,648,-5,190,0.95,Instance2,648,-31,190,0.05,Instance3,648,-28,190,0.0
Object42_C,Instance1,747,-22,100,0.05,Instance2,747,-47,100,0.51,Instance3,747,-7,100,0.44
Object43_C,Instance1,181,-6,30,0.44,Instance2,181,-29,30,0.05,Instance3,181,-26,30,0.51
Object44_C,Instance1,238,-26,60,0.64,Instance2,238,-2,60,0.18,Instance3,238,-26,60,0.18
Object45_C,Instance1,511,-34,170,0.21,Instance2,511,-17,170,0.01,Instance3,511,-46,170,0.78
Object46_C,Instance1,531,-2,30,0.17,Instance2,531,-50,30,0.28,Instance3,531,-40,30,0.55
Object47_C,Instance1,503,-23,70,0.98,Instance2,503,-32,70,0.02,Instance3,503,-27,70,0.0
Object48_C,Instance1,737,-46,160,0.82,Instance2,737,-11,160,0.03,Instance3,737,-23,160,0.15
Object49_C,Instance1,666,-35,90,0.93,Instance2,666,-16,90,0.04,Instance3,666,-24,90,0.03
Object50_C,Instance1,31,-37,170,0.79,Instance2,31,-36,170,0.17,Instance3,31,-8,170,0.04
Object51_C,Instance1,367,-48,180,0.6,Instance2,367,-48,180,0.15,Instance3,367,-6,180,0.24
Object52_C,Instance1,989,-42,160,0.61,Instance2,989,-39,160,0.06,Instance3,989,-20,160,0.33
Object53_C,Instance1,686,-36,100,0.87,Instance2,686,-37,100,0.05,Instance3,686,-43,100,0.08
Object54_C,Instance1,104,-42,70,0.18,Instance2,104,-15,70,0.32,Instance3,104,-12,70,0.5
Object55_C,Instance1,356,-33,120,0.59,Instance2,356,-43,120,0.22,Instance3,356,-50,120,0.19
Object56_C,Instance1,326,-23,100,0.01,Instance2,326,-50,100,0.01,Instance3,326,-1,100,0.98
Object57_C,Instance1,5,-7,70,0.08,Instance2,5,-24,70,0.07,Instance3,5,-43,70,0.84
Object58_C,Instance1,947,-18,140,0.68,Instance2,947,-15,140,0.1,Instance3,947,-9,140,0.21
Object59_C,Instance1,364,-42,40,0.93,Instance2,364,-9,40,0.04,Instance3,364,-19,40,0.04
Object60_C,Instance1,856,-7,40,0.07,Instance2,856,-45,40,0.43,Instance3,856,-33,40,0.5
Object61_C,Instance1,709,-19,200,0.14,Instance2,709,-4,200,0.67,Instance3,709,-6,200,0.19
Object62_C,Instance1,765,-21,20,0.81,Instance2,765,-44,20,0.0,Instance3,765,-39,20,0.18
Object63_C,Instance1,472,-26,180,0.87,Instance2,472,-38,180,0.09,Instance3,472,-11,180,0.04
Object64_C,Instance1,982,-36,70,0.53,Instance2,982,-46,70,0.07,Instance3,982,-4,70,0.4
Object65_C,Instance1,113,-49,190,0.5,Instance2,113,-49,190,0.19,Instance3,113,-28,190,0.31
Object66_C,Instance1,554,-35,120,0.77,Instance2,554,-36,120,0.15,Instance3,554,-40,120,0.08
Object67_C,Instance1,71,-19,150,0.53,Instance2,71,-9,150,0.22,Instance3,71,-21,150,0.25
Object68_C,Instance1,43,-28,110,0.63,Instance2,43,-44,110,0.17,Instance3,43,-1,110,0.19
Object69_C,Instance1,384,-18,10,0.46,Instance2,384,-37,10,0.2,Instance3,384,-46,10,0.35
Object70_C,Instance1,84,-1,70,0.28,Instance2,84,-32,70,0.2,Instance3,84,-43,70,0.51
Object71_C,Instance1,242,-43,130,0.84,Instance2,242,-38,130,0.04,Instance3,242,-39,130,0.12
Object72_C,Instance1,467,-39,140,0.56,Instance2,467,-36,140,0.08,Instance3,467,-6,140,0.36
Object73_C,Instance1,828,-37,190,0.42,Instance2,828,-10,190,0.36,Instance3,828,-47,190,0.22
Object74_C,Instance1,827,-4,170,0.4,Instance2,827,-9,170,0.11,Instance3,827,-25,170,0.49
Object75_C,Instance1,453,-15,130,0.07,Instance2,453,-26,130,0.33,Instance3,453,-37,130,0.6
Object76_C,Instance1,272,-16,160,0.74,Instance2,272,-31,160,0.19,Instance3,272,-24,160,0.07
Object77_C,Instance1,12,-33,110,0.87,Instance2,12,-39,110,0.09,Instance3,12,-42,110,0.04
Object78_C,Instance1,127,-28,70,0.39,Instance2,127,-13,70,0.31,Instance3,127,-9,70,0.31
Object79_C,Instance1,356,-11,160,0.85,Instance2,356,-36,160,0.09,Instance3,356,-40,160,0.06
Object80_C,Instance1,375,-29,150,0.93,Instance2,375,-21,150,0.03,Instance3,375,-6,150,0.03
Object81_C,Instance1,852,-27,110,0.15,Instance2,852,-35,110,0.43,Instance3,852,-5,110,0.42
Object82_C,Instance1,108,-3,40,0.06,Instance2,108,-1,40,0.33,Instance3,108,-16,40,0.61
Object83_C,Instance1,478,-1,130,0.25,Instance2,478,-38,130,0.55,Instance3,478,-39,130,0.21
Object84_C,Instance1,182,-19,50,0.45,Instance2,182,-31,50,0.45,Instance3,182,-23,50,0.1
Object85_C,Instance1,325,-27,120,0.6,Instance2,325,-37,120,0.01,Instance3,325,-33,120,0.39
Object86_C,Instance1,110,-6,10,0.93,Instance2,110,-11,10,0.05,Instance3,110,-42,10,0.02
Object87_C,Instance1,735,-31,80,0.7,Instance2,735,-17,80,0.11,Instance3,735,-43,80,0.18
Object88_C,Instance1,430,-34,30,0.69,Instance2,430,-36,30,0.31,Instance3,430,-22,30,0.01
Object89_C,Instance1,538,-18,150,0.89,Instance2,538,-48,150,0.01,Instance3,538,-17,150,0.1
Object90_C,Instance1,264,-31,110,0.73,Instance2,264,-16,110,0.25,Instance3,264,-21,110,0.02
Object91_C,Instance1,189,-18,130,0.78,Instance2,189,-21,130,0.08,Instance3,189,-45,130,0.14
Object92_C,Instance1,789,-23,200,0.8,Instance2,789,-46,200,0.17,Instance3,789,-22,200,0.03
Object93_C,Instance1,997,-12,10,0.25,Instance2,997,-43,10,0.55,Instance3,997,-46,10,0.2
Object94_C,Instance1,321,-33,190,0.72,Instance2,321,-32,190,0.16,Instance3,321,-5,190,0.12
Object95_C,Instance1,578,-44,180,0.31,Instance2,578,-7,180,0.27,Instance3,578,-26,180,0.42
Object96_C,Instance1,818,-23,180,0.91,Instance2,818,-46,180,0.02,Instance3,818,-29,180,0.06
Object97_C,Instance1,849,-40,20,0.11,Instance2,849,-13,20,0.39,Instance3,849,-36,20,0.5
Object98_C,Instance1,487,-31,200,0.4,Instance2,487,-43,200,0.37,Instance3,487,-11,200,0.23
Object99_C,Instance1,820,-16,110,0.47,Instance2,820,-30,110,0.42,Instance3,820,-45,110,0.11
Object100_C,Instance1,98,-32,150,0.37,Instance2,98,-28,150,0.46,Instance3,98,-8,150,0.17
Object101_C,Instance1,913,-31,80,0.18,Instance2,913,-5,80,0.51,Instance3,913,-11,80,0.32
Object102_C,Instance1,445,-21,40,0.17,Instance2,445,-28,40,0.56,Instance3,445,-44,40,0.27
Object103_C,Instance1,516,-23,100,0.49,Instance2,516,-8,100,0.35,Instance3,516,-27,100,0.16
Object104_C,Instance1,975,-43,20,0.03,Instance2,975,-30,20,0.66,Instance3,975,-34,20,0.31
Object105_C,Instance1,603,-25,50,0.01,Instance2,603,-33,50,0.44,Instance3,603,-50,50,0.55
Object106_C,Instance1,228,-14,130,0.47,Instance2,228,-7,130,0.19,Instance3,228,-6,130,0.33
Object107_C,Instance1,573,-19,50,0.21,Instance2,573,-1,50,0.36,Instance3,573,-48,50,0.43
Object108_C,Instance1,776,-36,110,0.77,Instance2,776,-44,110,0.0,Instance3,776,-22,110,0.23
Object109_C,Instance1,808,-4,40,0.86,Instance2,808,-2,40,0.05,Instance3,808,-43,40,0.09
Object110_C,Instance1,920,-6,30,0.4,Instance2,920,-42,30,0.49,Instance3,920,-11,30,0.12
Object111_C,Instance1,357,-4,50,0.06,Instance2,357,-43,50,0.14,Instance3,357,-27,50,0.8
Object112_C,Instance1,909,-31,10,0.27,Instance2,909,-29,10,0.08,Instance3,909,-23,10,0.66
Object113_C,Instance1,327,-39,180,0.59,Instance2,327,-50,180,0.17,Instance3,327,-42,180,0.25
Object114_C,Instance1,455,-44,20,0.84,Instance2,455,-44,20,0.06,Instance3,455,-22,20,0.1
Object115_C,Instance1,858,-19,70,0.67,Instance2,858,-42,70,0.26,Instance3,858,-39,70,0.06
Object116_C,Instance1,642,-15,150,0.89,Instance2,642,-38,150,0.0,Instance3,642,-46,150,0.11
Object117_C,Instance1,384,-25,120,0.38,Instance2,384,-46,120,0.31,Instance3,384,-14,120,0.31
Object118_C,Instance1,871,-41,110,0.66,Instance2,871,-8,110,0.1,Instance3,871,-26,110,0.24
Object119_C,Instance1,639,-30,80,0.77,Instance2,639,-32,80,0.18,Instance3,639,-28,80,0.05
Object120_C,Instance1,961,-46,20,0.45,Instance2,961,-37,20,0.16,Instance3,961,-48,20,0.39
Object121_C,Instance1,202,-47,100,0.49,Instance2,202,-42,100,0.2,Instance3,202,-33,100,0.31
Object122_C,Instance1,24,-7,200,0.88,Instance2,24,-47,200,0.02,Instance3,24,-40,200,0.1
Object123_C,Instance1,406,-11,170,0.29,Instance2,406,-6,170,0.49,Instance3,406,-38,170,0.21
Object124_C,Instance1,262,-34,190,0.84,Instance2,262,-35,190,0.16,Instance3,262,-40,190,0.0
Object125_C,Instance1,476,-31,20,0.31,Instance2,476,-44,20,0.21,Instance3,476,-7,20,0.48
Object126_C,Instance1,37,-6,30,0.42,Instance2,37,-19,30,0.32,Instance3,37,-45,30,0.26
Object127_C,Instance1,959,-26,120,0.54,Instance2,959,-30,120,0.24,Instance3,959,-33,120,0.22
Object128_C,Instance1,185,-46,110,0.83,Instance2,185,-43,110,0.08,Instance3,185,-9,110,0.09
Object129_C,Instance1,412,-35,170,0.29,Instance2,412,-27,170,0.29,Instance3,412,-22,170,0.42
Object130_C,Instance1,746,-45,30,0.48,Instance2,746,-43,30,0.45,Instance3,746,-21,30,0.07
Object131_C,Instance1,701,-4,90,0.31,Instance2,701,-36,90,0.06,Instance3,701,-21,90,0.64
Object132_C,Instance1,420,-23,100,0.26,Instance2,420,-19,100,0.26,Instance3,420,-13,100,0.48
Object133_C,Instance1,335,-7,20,0.34,Instance2,335,-14,20,0.43,Instance3,335,-14,20,0.23
Object134_C,Instance1,353,-25,190,0.01,Instance2,353,-40,190,0.56,Instance3,353,-46,190,0.43
Object135_C,Instance1,789,-43,120,0.12,Instance2,789,-34,120,0.63,Instance3,789,-8,120,0.25
Object136_C,Instance1,155,-12,50,0.86,Instance2,155,-15,50,0.1,Instance3,155,-24,50,0.04
Object137_C,Instance1,61,-15,20,0.94,Instance2,61,-22,20,0.0,Instance3,61,-7,20,0.05
Object138_C,Instance1,476,-30,40,0.62,Instance2,476,-49,40,0.38,Instance3,476,-50,40,0.0
Object139_C,Instance1,269,-44,60,0.34,Instance2,269,-12,60,0.22,Instance3,269,-48,60,0.44
Object140_C,Instance1,746,-35,20,0.2,Instance2,746,-40,20,0.66,Instance3,746,-16,20,0.14
Object141_C,Instance1,954,-26,190,0.8,Instance2,954,-21,190,0.19,Instance3,954,-17,190,0.01
Object142_C,Instance1,474,-12,190,0.89,Instance2,474,-20,190,0.07,Instance3,474,-39,190,0.05
Object143_C,Instance1,173,-29,40,0.97,Instance2,173,-7,40,0.01,Instance3,173,-21,40,0.02
Object144_C,Instance1,770,-10,30,0.42,Instance2,770,-2,30,0.57,Instance3,770,-43,30,0.01
Object145_C,Instance1,959,-11,30,0.31,Instance2,959,-28,30,0.24,Instance3,959,-4,30,0.45
Object146_C,Instance1,225,-37,30,0.07,Instance2,225,-32,30,0.6,Instance3,225,-10,30,0.34
Object147_C,Instance1,93,-15,130,0.93,Instance2,93,-2,130,0.07,Instance3,93,-47,130,0.0
Object148_C,Instance1,264,-43,30,0.88,Instance2,264,-23,30,0.04,Instance3,264,-22,30,0.08
Object149_C,Instance1,569,-40,50,0.16,Instance2,569,-45,50,0.39,Instance3,569,-48,50,0.45
Object150_C,Instance1,995,-12,190,0.13,Instance2,995,-37,190,0.1,Instance3,995,-11,190,0.76
Object151_C,Instance1,232,-32,30,0.76,Instance2,232,-3,30,0.19,Instance3,232,-28,30,0.05
Object152_C,Instance1,323,-21,80,0.39,Instance2,323,-24,80,0.17,Instance3,323,-40,80,0.45
Object153_C,Instance1,780,-16,10,0.55,Instance2,780,-43,10,0.1,Instance3,780,-50,10,0.35
Object154_C,Instance1,807,-47,170,0.38,Instance2,807,-1,170,0.22,Instance3,807,-34,170,0.4
Object155_C,Instance1,969,-15,40,0.24,Instance2,969,-25,40,0.23,Instance3,969,-46,40,0.53
Object156_C,Instance1,76,-10,100,0.57,Instance2,76,-29,100,0.26,Instance3,76,-42,100,0.17
Object157_C,Instance1,313,-31,160,0.44,Instance2,313,-45,160,0.44,Instance3,313,-23,160,0.12
Object158_C,Instance1,57,-38,120,0.75,Instance2,57,-29,120,0.06,Instance3,57,-30,120,0.19
Object159_C,Instance1,81,-11,40,0.88,Instance2,81,-43,40,0.06,Instance3,81,-33,40,0.06
Object160_C,Instance1,186,-3,40,0.46,Instance2,186,-34,40,0.03,Instance3,186,-1,40,0.51
Object161_C,Instance1,665,-49,180,0.35,Instance2,665,-14,180,0.59,Instance3,665,-35,180,0.07
Object162_C,Instance1,613,-20,20,0.57,Instance2,613,-6,20,0.1,Instance3,613,-23,20,0.33
Object163_C,Instance1,367,-6,70,0.9,Instance2,367,-49,70,0.06,Instance3,367,-37,70,0.04
Object164_C,Instance1,396,-12,60,0.6,Instance2,396,-39,60,0.2,Instance3,396,-13,60,0.2
Object165_C,Instance1,120,-34,20,0.08,Instance2,120,-39,20,0.31,Instance3,120,-47,20,0.61
Object166_C,Instance1,723,-29,190,0.26,Instance2,723,-7,190,0.29,Instance3,723,-46,190,0.45
Object167_C,Instance1,457,-9,190,0.27,Instance2,457,-16,190,0.03,Instance3,457,-23,190,0.7
Object168_C,Instance1,41,-40,50,0.94,Instance2,41,-25,50,0.03,Instance3,41,-22,50,0.03
Object169_C,Instance1,566,-28,30,0.67,Instance2,566,-8,30,0.29,Instance3,566,-21,30,0.03
Object170_C,Instance1,213,-28,200,0.73,Instance2,213,-10,200,0.09,Instance3,213,-50,200,0.18
Object171_C,Instance1,463,-17,10,0.14,Instance2,463,-50,10,0.59,Instance3,463,-3,10,0.27
Object172_C,Instance1,820,-47,110,0.07,Instance2,820,-29,110,0.54,Instance3,820,-37,110,0.38
Object173_C,Instance1,577,-43,190,0.88,Instance2,577,-24,190,0.01,Instance3,577,-30,190,0.12
Object174_C,Instance1,661,-33,110,0.79,Instance2,661,-24,110,0.01,Instance3,661,-36,110,0.21
Object175_C,Instance1,122,-40,130,0.27,Instance2,122,-23,130,0.09,Instance3,122,-29,130,0.64
Object176_C,Instance1,744,-13,130,0.42,Instance2,744,-25,130,0.14,Instance3,744,-31,130,0.44
Object177_C,Instance1,71,-12,10,0.14,Instance2,71,-35,10,0.77,Instance3,71,-3,10,0.1
Object178_C,Instance1,833,-19,50,0.33,Instance2,833,-39,50,0.27,Instance3,833,-50,50,0.4
Object179_C,Instance1,894,-16,20,0.34,Instance2,894,-28,20,0.59,Instance3,894,-22,20,0.07
Object180_C,Instance1,207,-42,30,0.29,Instance2,207,-27,30,0.58,Instance3,207,-2,30,0.13
Object181_C,Instance1,24,-15,190,0.49,Instance2,24,-38,190,0.1,Instance3,24,-28,190,0.41
Object182_C,Instance1,586,-47,130,0.31,Instance2,586,-18,130,0.33,Instance3,586,-11,130,0.36
Object183_C,Instance1,25,-7,20,0.91,Instance2,25,-32,20,0.03,Instance3,25,-43,20,0.06
Object184_C,Instance1,349,-15,190,0.94,Instance2,349,-9,190,0.02,Instance3,349,-27,190,0.04
Object185_C,Instance1,854,-6,130,0.48,Instance2,854,-41,130,0.05,Instance3,854,-26,130,0.47
Object186_C,Instance1,1,-41,60,0.59,Instance2,1,-38,60,0.15,Instance3,1,-24,60,0.26
Object187_C,Instance1,680,-5,150,0.18,Instance2,680,-23,150,0.17,Instance3,680,-13,150,0.65
Object188_C,Instance1,383,-50,60,0.07,Instance2,383,-23,60,0.66,Instance3,383,-13,60,0.26
Object189_C,Instance1,299,-7,180,0.84,Instance2,299,-25,180,0.01,Instance3,299,-16,180,0.15
Object190_C,Instance1,831,-20,50,0.36,Instance2,831,-41,50,0.51,Instance3,831,-38,50,0.13
Object191_C,Instance1,527,-12,70,0.56,Instance2,527,-1,70,0.24,Instance3,527,-29,70,0.19
Object192_C,Instance1,26,-6,140,0.65,Instance2,26,-48,140,0.17,Instance3,26,-24,140,0.18
Object193_C,Instance1,508,-49,90,0.2,Instance2,508,-4,90,0.17,Instance3,508,-1,90,0.63
Object194_C,Instance1,313,-6,200,0.92,Instance2,313,-34,200,0.03,Instance3,313,-14,200,0.05
Object195_C,Instance1,192,-4,160,0.03,Instance2,192,-28,160,0.14,Instance3,192,-35,160,0.83
Object196_C,Instance1,471,-44,170,0.64,Instance2,471,-23,170,0.32,Instance3,471,-10,170,0.03
Object197_C,Instance1,959,-34,120,0.23,Instance2,959,-8,120,0.63,Instance3,959,-38,120,0.14
Object198_C,Instance1,731,-3,30,0.95,Instance2,731,-33,30,0.04,Instance3,731,-9,30,0.01
Object199_C,Instance1,858,-28,180,0.99,Instance2,858,-23,180,0.01,Instance3,858,-15,180,0.01
Object200_C,Instance1,613,-5,120,0.75,Instance2,613,-3,120,0.23,Instance3,613,-44,120,0.02
Object201_C,Instance1,481,-15,170,0.63,Instance2,481,-34,170,0.04,Instance3,481,-35,170,0.33
Object202_C,Instance1,785,-2,40,0.29,Instance2,785,-34,40,0.16,Instance3,785,-1,40,0.55
Object203_C,Instance1,204,-20,90,0.01,Instance2,204,-17,90,0.76,Instance3,204,-6,90,0.23
Object204_C,Instance1,404,-13,50,0.73,Instance2,404,-5,50,0.16,Instance3,404,-17,50,0.11
Object205_C,Instance1,200,-25,80,0.78,Instance2,200,-40,80,0.01,Instance3,200,-31,80,0.21
Object206_C,Instance1,283,-26,10,0.33,Instance2,283,-20,10,0.44,Instance3,283,-8,10,0.23
Object207_C,Instance1,490,-25,180,0.62,Instance2,490,-32,180,0.23,Instance3,490,-39,180,0.14
Object208_C,Instance1,14,-19,50,0.14,Instance2,14,-35,50,0.4,Instance3,14,-39,50,0.46
Object209_C,Instance1,477,-19,130,0.29,Instance2,477,-34,130,0.43,Instance3,477,-22,130,0.28
Object210_C,Instance1,72,-27,130,0.04,Instance2,72,-26,130,0.81,Instance3,72,-36,130,0.16
Object211_C,Instance1,508,-7,40,0.65,Instance2,508,-9,40,0.22,Instance3,508,-42,40,0.14
Object212_C,Instance1,347,-10,200,0.3,Instance2,347,-33,200,0.13,Instance3,347,-30,200,0.56
Object213_C,Instance1,923,-10,110,0.68,Instance2,923,-41,110,0.04,Instance3,923,-3,110,0.28
Object214_C,Instance1,990,-11,170,0.06,Instance2,990,-11,170,0.24,Instance3,990,-40,170,0.7
Object215_C,Instance1,811,-29,120,0.54,Instance2,811,-11,120,0.32,Instance3,811,-8,120,0.14
Object216_C,Instance1,360,-35,180,0.0,Instance2,360,-15,180,0.84,Instance3,360,-34,180,0.16
Object217_C,Instance1,821,-42,150,0.14,Instance2,821,-14,150,0.67,Instance3,821,-1,150,0.19
Object218_C,Instance1,37,-9,190,0.67,Instance2,37,-46,190,0.19,Instance3,37,-22,190,0.14
Object219_C,Instance1,15,-7,130,0.74,Instance2,15,-42,130,0.07,Instance3,15,-43,130,0.2
Object220_C,Instance1,749,-20,120,0.86,Instance2,749,-48,120,0.03,Instance3,749,-14,120,0.12
Object221_C,Instance1,119,-27,30,0.51,Instance2,119,-45,30,0.28,Instance3,119,-8,30,0.21
Object222_C,Instance1,117,-45,40,0.18,Instance2,117,-44,40,0.13,Instance3,117,-38,40,0.69
Object223_C,Instance1,870,-44,160,0.71,Instance2,870,-35,160,0.19,Instance3,870,-21,160,0.11
Object224_C,Instance1,403,-10,140,0.34,Instance2,403,-11,140,0.31,Instance3,403,-48,140,0.35
Object225_C,Instance1,9,-41,110,0.05,Instance2,9,-38,110,0.19,Instance3,9,-15,110,0.76
Object226_C,Instance1,789,-48,160,0.21,Instance2,789,-36,160,0.54,Instance3,789,-26,160,0.25
Object227_C,Instance1,555,-37,140,0.39,Instance2,555,-40,140,0.42,Instance3,555,-42,140,0.19
Object228_C,Instance1,467,-24,160,0.76,Instance2,467,-31,160,0.02,Instance3,467,-28,160,0.22
Object229_C,Instance1,78,-44,20,0.67,Instance2,78,-50,20,0.0,Instance3,78,-31,20,0.33
Object230_C,Instance1,765,-50,60,0.93,Instance2,765,-15,60,0.04,Instance3,765,-8,60,0.03
Object231_C,Instance1,902,-22,80,0.33,Instance2,902,-15,80,0.15,Instance3,902,-46,80,0.52
Object232_C,Instance1,312,-4,10,0.04,Instance2,312,-48,10,0.59,Instance3,312,-6,10,0.37
Object233_C,Instance1,223,-2,190,0.02,Instance2,223,-20,190,0.38,Instance3,223,-23,190,0.6
Object234_C,Instance1,274,-50,30,0.69,Instance2,274,-30,30,0.04,Instance3,274,-24,30,0.26
Object235_C,Instance1,392,-39,150,0.89,Instance2,392,-14,150,0.03,Instance3,392,-40,150,0.09
Object236_C,Instance1,327,-21,110,0.69,Instance2,327,-4,110,0.04,Instance3,327,-9,110,0.28
Object237_C,Instance1,929,-42,70,0.89,Instance2,929,-37,70,0.04,Instance3,929,-2,70,0.07
Object238_C,Instance1,756,-2,170,0.03,Instance2,756,-17,170,0.32,Instance3,756,-28,170,0.65
Object239_C,Instance1,376,-25,120,0.28,Instance2,376,-19,120,0.27,Instance3,376,-6,120,0.45
Object240_C,Instance1,9,-41,90,0.96,Instance2,9,-16,90,0.03,Instance3,9,-28,90,0.01
Object241_C,Instance1,488,-25,20,0.94,Instance2,488,-22,20,0.0,Instance3,488,-6,20,0.06
Object242_C,Instance1,709,-19,90,0.95,Instance2,709,-5,90,0.01,Instance3,709,-18,90,0.04
Object243_C,Instance1,329,-8,60,0.71,Instance2,329,-18,60,0.2,Instance3,329,-13,60,0.09
Object244_C,Instance1,807,-46,160,0.26,Instance2,807,-7,160,0.03,Instance3,807,-5,160,0.71
Object245_C,Instance1,778,-38,160,0.21,Instance2,778,-16,160,0.23,Instance3,778,-23,160,0.55
Object246_C,Instance1,240,-33,80,0.02,Instance2,240,-2,80,0.82,Instance3,240,-10,80,0.16
Object247_C,Instance1,434,-36,10,1.0,Instance2,434,-23,10,0.0,Instance3,434,-45,10,0.0
Object248_C,Instance1,88,-8,110,0.02,Instance2,88,-1,110,0.22,Instance3,88,-25,110,0.76
Object249_C,Instance1,124,-9,120,0.42,Instance2,124,-3,120,0.54,Instance3,124,-21,120,0.04
Object250_C,Instance1,211,-27,40,0.76,Instance2,211,-10,40,0.04,Instance3,211,-34,40,0.2
Object251_C,Instance1,513,-38,140,0.0,Instance2,513,-22,140,0.37,Instance3,513,-46,140,0.63
Object252_C,Instance1,886,-46,20,0.61,Instance2,886,-23,20,0.13,Instance3,886,-31,20,0.25
Object253_C,Instance1,60,-34,190,0.81,Instance2,60,-18,190,0.09,Instance3,60,-30,190,0.09
Object254_C,Instance1,672,-5,110,0.89,Instance2,672,-25,110,0.03,Instance3,672,-47,110,0.08
Object255_C,Instance1,35,-16,70,0.96,Instance2,35,-24,70,0.01,Instance3,35,-31,70,0.03
