Object,Instance1,Attribute1_1,Attribute2_1,Attribute3_1,Probability_1,Instance2,Attribute1_2,Attribute2_2,Attribute3_2,Probability_2,Instance3,Attribute1_3,Attribute2_3,Attribute3_3,Probability_3
Object35_A,Instance1,590,-1,170,0.18,Instance2,590,-19,170,0.68,Instance3,590,-49,170,0.14
Object36_A,Instance1,855,-47,130,0.06,Instance2,855,-34,130,0.05,Instance3,855,-34,130,0.89
Object37_A,Instance1,727,-38,120,0.71,Instance2,727,-36,120,0.17,Instance3,727,-19,120,0.11
Object38_A,Instance1,837,-5,70,0.8,Instance2,837,-14,70,0.05,Instance3,837,-1,70,0.15
Object39_A,Instance1,229,-8,160,0.61,Instance2,229,-28,160,0.36,Instance3,229,-14,160,0.02
Object40_A,Instance1,179,-3,50,0.49,Instance2,179,-10,50,0.51,Instance3,179,-45,50,0.0
Object41_A,Instance1,194,-31,190,0.11,Instance2,194,-24,190,0.76,Instance3,194,-11,190,0.14
Object42_A,Instance1,546,-5,200,0.52,Instance2,546,-46,200,0.05,Instance3,546,-23,200,0.43
Object43_A,Instance1,514,-26,20,0.02,Instance2,514,-46,20,0.41,Instance3,514,-41,20,0.57
Object44_A,Instance1,799,-50,190,0.44,Instance2,799,-21,190,0.46,Instance3,799,-19,190,0.1
Object45_A,Instance1,568,-12,180,0.53,Instance2,568,-27,180,0.02,Instance3,568,-42,180,0.44
Object46_A,Instance1,881,-43,130,0.42,Instance2,881,-13,130,0.24,Instance3,881,-47,130,0.34
Object47_A,Instance1,253,-20,80,0.66,Instance2,253,-44,80,0.01,Instance3,253,-35,80,0.32
Object48_A,Instance1,760,-20,90,0.88,Instance2,760,-41,90,0.09,Instance3,760,-34,90,0.03
Object49_A,Instance1,851,-49,190,0.06,Instance2,851,-21,190,0.82,Instance3,851,-35,190,0.13
Object50_A,Instance1,621,-46,120,0.26,Instance2,621,-16,120,0.25,Instance3,621,-38,120,0.5
Object51_A,Instance1,770,-48,140,0.27,Instance2,770,-27,140,0.3,Instance3,770,-3,140,0.43
Object52_A,Instance1,700,-50,50,0.3,Instance2,700,-3,50,0.48,Instance3,700,-37,50,0.21
Object53_A,Instance1,46,-46,60,0.07,Instance2,46,-36,60,0.93,Instance3,46,-22,60,0.0
Object54_A,Instance1,62,-47,130,0.26,Instance2,62,-22,130,0.28,Instance3,62,-13,130,0.46
Object55_A,Instance1,233,-43,20,0.29,Instance2,233,-33,20,0.1,Instance3,233,-32,20,0.61
Object56_A,Instance1,402,-43,20,0.19,Instance2,402,-38,20,0.52,Instance3,402,-22,20,0.29
Object57_A,Instance1,926,-30,40,0.23,Instance2,926,-43,40,0.26,Instance3,926,-1,40,0.51
Object58_A,Instance1,263,-22,20,0.83,Instance2,263,-40,20,0.07,Instance3,263,-12,20,0.1
Object59_A,Instance1,474,-46,50,0.17,Instance2,474,-3,50,0.56,Instance3,474,-39,50,0.27
Object60_A,Instance1,304,-12,110,0.6,Instance2,304,-12,110,0.07,Instance3,304,-43,110,0.33
Object61_A,Instance1,670,-25,70,0.3,Instance2,670,-17,70,0.54,Instance3,670,-47,70,0.16
Object62_A,Instance1,527,-4,130,0.1,Instance2,527,-37,130,0.67,Instance3,527,-26,130,0.23
Object63_A,Instance1,296,-44,140,0.76,Instance2,296,-25,140,0.2,Instance3,296,-25,140,0.05
Object64_A,Instance1,824,-27,160,0.22,Instance2,824,-46,160,0.71,Instance3,824,-47,160,0.06
Object65_A,Instance1,373,-3,130,0.39,Instance2,373,-26,130,0.24,Instance3,373,-36,130,0.38
Object66_A,Instance1,27,-30,60,0.72,Instance2,27,-36,60,0.18,Instance3,27,-20,60,0.1
Object67_A,Instance1,180,-2,40,0.69,Instance2,180,-13,40,0.12,Instance3,180,-9,40,0.19
Object68_A,Instance1,9,-14,120,0.95,Instance2,9,-21,120,0.04,Instance3,9,-32,120,0.02
Object69_A,Instance1,443,-37,10,0.03,Instance2,443,-38,10,0.59,Instance3,443,-21,10,0.37
Object70_A,Instance1,792,-3,180,0.45,Instance2,792,-27,180,0.36,Instance3,792,-19,180,0.19
Object71_A,Instance1,974,-40,150,0.39,Instance2,974,-4,150,0.01,Instance3,974,-14,150,0.61
Object72_A,Instance1,951,-2,40,0.92,Instance2,951,-39,40,0.07,Instance3,951,-18,40,0.01
Object73_A,Instance1,980,-47,80,0.49,Instance2,980,-15,80,0.37,Instance3,980,-4,80,0.14
Object74_A,Instance1,73,-32,80,0.77,Instance2,73,-44,80,0.15,Instance3,73,-42,80,0.08
Object75_A,Instance1,232,-20,20,0.54,Instance2,232,-24,20,0.07,Instance3,232,-34,20,0.39
Object76_A,Instance1,807,-13,50,0.88,Instance2,807,-1,50,0.07,Instance3,807,-10,50,0.05
Object77_A,Instance1,11,-3,100,0.13,Instance2,11,-39,100,0.84,Instance3,11,-4,100,0.03
Object78_A,Instance1,650,-28,30,0.02,Instance2,650,-3,30,0.69,Instance3,650,-5,30,0.29
Object79_A,Instance1,896,-48,130,0.81,Instance2,896,-25,130,0.03,Instance3,896,-37,130,0.15
Object80_A,Instance1,169,-14,170,0.55,Instance2,169,-43,170,0.25,Instance3,169,-10,170,0.2
Object81_A,Instance1,831,-17,160,0.44,Instance2,831,-15,160,0.35,Instance3,831,-11,160,0.21
Object82_A,Instance1,149,-46,140,0.3,Instance2,149,-16,140,0.67,Instance3,149,-34,140,0.02
Object83_A,Instance1,507,-45,40,0.36,Instance2,507,-5,40,0.37,Instance3,507,-23,40,0.27
Object84_A,Instance1,234,-48,110,0.8,Instance2,234,-37,110,0.04,Instance3,234,-41,110,0.16
Object85_A,Instance1,993,-43,50,0.82,Instance2,993,-22,50,0.03,Instance3,993,-39,50,0.16
Object86_A,Instance1,648,-32,20,0.56,Instance2,648,-34,20,0.0,Instance3,648,-37,20,0.44
Object87_A,Instance1,592,-32,60,0.69,Instance2,592,-44,60,0.28,Instance3,592,-22,60,0.02
Object88_A,Instance1,577,-34,30,0.24,Instance2,577,-3,30,0.61,Instance3,577,-40,30,0.15
Object89_A,Instance1,156,-2,180,0.89,Instance2,156,-47,180,0.04,Instance3,156,-22,180,0.07
Object90_A,Instance1,394,-19,120,0.12,Instance2,394,-19,120,0.16,Instance3,394,-16,120,0.73
Object91_A,Instance1,457,-8,140,0.03,Instance2,457,-50,140,0.39,Instance3,457,-21,140,0.58
Object92_A,Instance1,285,-17,120,0.81,Instance2,285,-31,120,0.0,Instance3,285,-17,120,0.19
Object93_A,Instance1,195,-26,150,0.67,Instance2,195,-17,150,0.2,Instance3,195,-1,150,0.13
Object94_A,Instance1,166,-34,160,0.21,Instance2,166,-10,160,0.14,Instance3,166,-31,160,0.65
Object95_A,Instance1,63,-27,190,0.05,Instance2,63,-8,190,0.36,Instance3,63,-23,190,0.59
Object96_A,Instance1,156,-50,90,0.02,Instance2,156,-7,90,0.19,Instance3,156,-23,90,0.79
Object97_A,Instance1,127,-43,50,0.08,Instance2,127,-29,50,0.75,Instance3,127,-2,50,0.16
Object98_A,Instance1,427,-44,40,0.02,Instance2,427,-26,40,0.11,Instance3,427,-4,40,0.87
Object99_A,Instance1,360,-13,100,0.8,Instance2,360,-9,100,0.16,Instance3,360,-2,100,0.04
Object100_A,Instance1,177,-19,60,0.91,Instance2,177,-37,60,0.07,Instance3,177,-31,60,0.02
Object101_A,Instance1,320,-12,170,0.1,Instance2,320,-47,170,0.05,Instance3,320,-48,170,0.84
Object102_A,Instance1,316,-44,120,0.62,Instance2,316,-44,120,0.25,Instance3,316,-44,120,0.13
Object103_A,Instance1,786,-6,100,0.56,Instance2,786,-14,100,0.15,Instance3,786,-42,100,0.29
Object104_A,Instance1,125,-32,90,0.91,Instance2,125,-4,90,0.09,Instance3,125,-22,90,0.0
Object105_A,Instance1,970,-24,200,0.8,Instance2,970,-32,200,0.04,Instance3,970,-27,200,0.17
Object106_A,Instance1,112,-36,160,0.51,Instance2,112,-11,160,0.16,Instance3,112,-28,160,0.34
Object107_A,Instance1,910,-37,140,0.5,Instance2,910,-24,140,0.45,Instance3,910,-44,140,0.05
Object108_A,Instance1,332,-29,140,0.62,Instance2,332,-39,140,0.2,Instance3,332,-22,140,0.18
Object109_A,Instance1,298,-45,80,0.11,Instance2,298,-24,80,0.84,Instance3,298,-39,80,0.05
Object110_A,Instance1,693,-33,60,0.61,Instance2,693,-12,60,0.01,Instance3,693,-10,60,0.38
Object111_A,Instance1,248,-25,100,0.53,Instance2,248,-22,100,0.01,Instance3,248,-9,100,0.46
Object112_A,Instance1,146,-27,190,0.34,Instance2,146,-22,190,0.45,Instance3,146,-35,190,0.21
Object113_A,Instance1,1,-29,100,0.27,Instance2,1,-16,100,0.17,Instance3,1,-28,100,0.56
Object114_A,Instance1,51,-2,190,0.89,Instance2,51,-15,190,0.02,Instance3,51,-8,190,0.09
Object115_A,Instance1,188,-29,60,0.41,Instance2,188,-12,60,0.34,Instance3,188,-15,60,0.25
Object116_A,Instance1,284,-11,100,0.12,Instance2,284,-42,100,0.41,Instance3,284,-20,100,0.48
Object117_A,Instance1,312,-8,170,0.93,Instance2,312,-30,170,0.02,Instance3,312,-47,170,0.05
Object118_A,Instance1,948,-35,200,0.77,Instance2,948,-3,200,0.01,Instance3,948,-10,200,0.22
Object119_A,Instance1,412,-34,110,0.26,Instance2,412,-9,110,0.23,Instance3,412,-25,110,0.51
Object120_A,Instance1,777,-7,30,0.58,Instance2,777,-43,30,0.29,Instance3,777,-39,30,0.13
Object121_A,Instance1,671,-27,100,0.86,Instance2,671,-38,100,0.02,Instance3,671,-31,100,0.13
Object122_A,Instance1,481,-36,190,0.64,Instance2,481,-41,190,0.1,Instance3,481,-32,190,0.26
Object123_A,Instance1,436,-11,160,0.11,Instance2,436,-30,160,0.23,Instance3,436,-44,160,0.67
Object124_A,Instance1,320,-47,60,0.16,Instance2,320,-44,60,0.76,Instance3,320,-29,60,0.09
Object125_A,Instance1,47,-23,70,0.51,Instance2,47,-23,70,0.22,Instance3,47,-35,70,0.27
Object126_A,Instance1,767,-26,140,0.33,Instance2,767,-17,140,0.65,Instance3,767,-25,140,0.02
Object127_A,Instance1,574,-44,120,0.51,Instance2,574,-35,120,0.16,Instance3,574,-25,120,0.33
Object128_A,Instance1,564,-27,200,0.47,Instance2,564,-25,200,0.38,Instance3,564,-28,200,0.15
Object129_A,Instance1,786,-5,120,0.47,Instance2,786,-31,120,0.07,Instance3,786,-48,120,0.46
Object130_A,Instance1,108,-33,30,0.11,Instance2,108,-15,30,0.05,Instance3,108,-1,30,0.84
Object131_A,Instance1,813,-30,170,0.89,Instance2,813,-34,170,0.06,Instance3,813,-34,170,0.05
Object132_A,Instance1,968,-27,110,0.58,Instance2,968,-18,110,0.05,Instance3,968,-40,110,0.37
Object133_A,Instance1,410,-11,180,0.91,Instance2,410,-15,180,0.0,Instance3,410,-35,180,0.08
Object134_A,Instance1,871,-19,30,0.33,Instance2,871,-23,30,0.33,Instance3,871,-9,30,0.34
Object135_A,Instance1,486,-27,110,0.23,Instance2,486,-40,110,0.08,Instance3,486,-35,110,0.7
Object136_A,Instance1,906,-40,130,0.56,Instance2,906,-36,130,0.07,Instance3,906,-11,130,0.37
Object137_A,Instance1,376,-10,10,0.3,Instance2,376,-29,10,0.54,Instance3,376,-1,10,0.16
Object138_A,Instance1,324,-27,70,0.21,Instance2,324,-43,70,0.29,Instance3,324,-8,70,0.5
Object139_A,Instance1,336,-22,70,0.19,Instance2,336,-18,70,0.12,Instance3,336,-18,70,0.69
Object140_A,Instance1,39,-33,130,0.41,Instance2,39,-49,130,0.37,Instance3,39,-36,130,0.22
Object141_A,Instance1,502,-22,80,0.21,Instance2,502,-13,80,0.35,Instance3,502,-44,80,0.43
Object142_A,Instance1,124,-33,190,0.82,Instance2,124,-33,190,0.17,Instance3,124,-17,190,0.01
Object143_A,Instance1,488,-29,200,0.88,Instance2,488,-33,200,0.04,Instance3,488,-49,200,0.08
Object144_A,Instance1,757,-13,30,0.65,Instance2,757,-42,30,0.28,Instance3,757,-7,30,0.07
Object145_A,Instance1,45,-17,20,0.25,Instance2,45,-7,20,0.68,Instance3,45,-15,20,0.07
Object146_A,Instance1,620,-20,160,0.47,Instance2,620,-10,160,0.07,Instance3,620,-9,160,0.46
Object147_A,Instance1,832,-27,160,0.85,Instance2,832,-2,160,0.1,Instance3,832,-14,160,0.05
Object148_A,Instance1,144,-45,80,0.32,Instance2,144,-48,80,0.23,Instance3,144,-28,80,0.45
Object149_A,Instance1,92,-12,70,0.31,Instance2,92,-16,70,0.45,Instance3,92,-46,70,0.25
Object150_A,Instance1,780,-47,150,0.8,Instance2,780,-40,150,0.14,Instance3,780,-11,150,0.06
Object151_A,Instance1,916,-2,80,0.01,Instance2,916,-6,80,0.67,Instance3,916,-28,80,0.32
Object152_A,Instance1,165,-47,110,0.21,Instance2,165,-5,110,0.39,Instance3,165,-37,110,0.39
Object153_A,Instance1,374,-2,170,0.24,Instance2,374,-34,170,0.02,Instance3,374,-39,170,0.73
Object154_A,Instance1,302,-37,150,0.92,Instance2,302,-46,150,0.05,Instance3,302,-10,150,0.03
Object155_A,Instance1,766,-15,150,0.38,Instance2,766,-6,150,0.23,Instance3,766,-49,150,0.39
Object156_A,Instance1,193,-11,170,0.37,Instance2,193,-35,170,0.3,Instance3,193,-31,170,0.34
Object157_A,Instance1,174,-13,190,0.59,Instance2,174,-47,190,0.15,Instance3,174,-8,190,0.26
Object158_A,Instance1,372,-20,140,0.48,Instance2,372,-11,140,0.0,Instance3,372,-19,140,0.52
Object159_A,Instance1,45,-25,150,0.47,Instance2,45,-9,150,0.48,Instance3,45,-23,150,0.05
Object160_A,Instance1,644,-50,10,0.77,Instance2,644,-48,10,0.09,Instance3,644,-30,10,0.15
Object161_A,Instance1,451,-43,190,0.64,Instance2,451,-6,190,0.03,Instance3,451,-29,190,0.32
Object162_A,Instance1,296,-16,160,0.65,Instance2,296,-2,160,0.01,Instance3,296,-17,160,0.34
Object163_A,Instance1,245,-41,110,0.99,Instance2,245,-32,110,0.0,Instance3,245,-27,110,0.0
Object164_A,Instance1,197,-17,160,0.22,Instance2,197,-19,160,0.1,Instance3,197,-22,160,0.68
Object165_A,Instance1,236,-19,20,0.77,Instance2,236,-39,20,0.11,Instance3,236,-23,20,0.12
Object166_A,Instance1,994,-21,120,0.87,Instance2,994,-44,120,0.03,Instance3,994,-20,120,0.1
Object167_A,Instance1,745,-47,120,0.05,Instance2,745,-39,120,0.17,Instance3,745,-21,120,0.78
Object168_A,Instance1,967,-19,10,0.4,Instance2,967,-17,10,0.51,Instance3,967,-28,10,0.08
Object169_A,Instance1,596,-31,120,0.98,Instance2,596,-14,120,0.01,Instance3,596,-37,120,0.01
Object170_A,Instance1,441,-13,150,0.13,Instance2,441,-25,150,0.64,Instance3,441,-18,150,0.23
Object171_A,Instance1,909,-2,40,0.23,Instance2,909,-33,40,0.0,Instance3,909,-13,40,0.77
Object172_A,Instance1,951,-37,170,0.31,Instance2,951,-38,170,0.16,Instance3,951,-13,170,0.53
Object173_A,Instance1,774,-21,120,0.35,Instance2,774,-10,120,0.15,Instance3,774,-23,120,0.5
Object174_A,Instance1,899,-47,170,0.49,Instance2,899,-8,170,0.23,Instance3,899,-50,170,0.28
Object175_A,Instance1,604,-19,50,0.5,Instance2,604,-11,50,0.47,Instance3,604,-41,50,0.04
Object176_A,Instance1,892,-17,130,0.3,Instance2,892,-8,130,0.52,Instance3,892,-2,130,0.18
Object177_A,Instance1,369,-49,160,0.74,Instance2,369,-37,160,0.08,Instance3,369,-40,160,0.18
Object178_A,Instance1,373,-25,200,0.84,Instance2,373,-18,200,0.12,Instance3,373,-7,200,0.04
Object179_A,Instance1,320,-40,120,0.81,Instance2,320,-37,120,0.12,Instance3,320,-24,120,0.06
Object180_A,Instance1,793,-39,170,0.35,Instance2,793,-40,170,0.23,Instance3,793,-34,170,0.43
Object181_A,Instance1,560,-39,190,0.82,Instance2,560,-28,190,0.04,Instance3,560,-25,190,0.15
Object182_A,Instance1,431,-5,80,0.86,Instance2,431,-41,80,0.02,Instance3,431,-6,80,0.12
Object183_A,Instance1,899,-21,70,0.29,Instance2,899,-44,70,0.4,Instance3,899,-29,70,0.31
Object184_A,Instance1,33,-15,60,0.26,Instance2,33,-1,60,0.22,Instance3,33,-17,60,0.51
Object185_A,Instance1,812,-16,170,0.94,Instance2,812,-47,170,0.01,Instance3,812,-12,170,0.05
Object186_A,Instance1,822,-44,140,0.29,Instance2,822,-13,140,0.13,Instance3,822,-39,140,0.59
Object187_A,Instance1,283,-44,110,0.33,Instance2,283,-43,110,0.36,Instance3,283,-46,110,0.31
Object188_A,Instance1,811,-30,190,0.88,Instance2,811,-21,190,0.03,Instance3,811,-42,190,0.08
Object189_A,Instance1,527,-48,190,0.73,Instance2,527,-37,190,0.26,Instance3,527,-20,190,0.01
Object190_A,Instance1,510,-17,110,0.18,Instance2,510,-43,110,0.67,Instance3,510,-37,110,0.15
Object191_A,Instance1,220,-47,80,0.77,Instance2,220,-25,80,0.23,Instance3,220,-8,80,0.01
Object192_A,Instance1,377,-47,170,0.24,Instance2,377,-26,170,0.46,Instance3,377,-12,170,0.3
Object193_A,Instance1,299,-39,20,0.71,Instance2,299,-17,20,0.29,Instance3,299,-28,20,0.0
Object194_A,Instance1,316,-46,130,0.46,Instance2,316,-2,130,0.54,Instance3,316,-2,130,0.0
Object195_A,Instance1,640,-35,110,0.44,Instance2,640,-43,110,0.26,Instance3,640,-28,110,0.3
Object196_A,Instance1,717,-47,10,0.47,Instance2,717,-22,10,0.47,Instance3,717,-15,10,0.06
Object197_A,Instance1,802,-28,150,0.46,Instance2,802,-4,150,0.45,Instance3,802,-33,150,0.09
Object198_A,Instance1,468,-26,80,0.89,Instance2,468,-3,80,0.07,Instance3,468,-32,80,0.04
Object199_A,Instance1,148,-10,40,0.1,Instance2,148,-2,40,0.31,Instance3,148,-36,40,0.59
Object200_A,Instance1,553,-49,30,0.91,Instance2,553,-32,30,0.05,Instance3,553,-21,30,0.04
Object201_A,Instance1,771,-7,120,0.83,Instance2,771,-42,120,0.09,Instance3,771,-3,120,0.08
Object202_A,Instance1,296,-22,10,0.88,Instance2,296,-36,10,0.02,Instance3,296,-32,10,0.1
Object203_A,Instance1,482,-22,20,0.99,Instance2,482,-15,20,0.01,Instance3,482,-36,20,0.0
Object204_A,Instance1,170,-9,20,0.68,Instance2,170,-44,20,0.21,Instance3,170,-45,20,0.11
Object205_A,Instance1,581,-4,120,0.21,Instance2,581,-18,120,0.04,Instance3,581,-22,120,0.75
Object206_A,Instance1,520,-8,100,0.28,Instance2,520,-15,100,0.43,Instance3,520,-23,100,0.29
Object207_A,Instance1,645,-20,130,0.57,Instance2,645,-32,130,0.27,Instance3,645,-41,130,0.16
Object208_A,Instance1,650,-24,180,0.44,Instance2,650,-16,180,0.39,Instance3,650,-19,180,0.16
Object209_A,Instance1,650,-42,120,0.6,Instance2,650,-3,120,0.08,Instance3,650,-46,120,0.32
Object210_A,Instance1,528,-5,200,0.31,Instance2,528,-45,200,0.27,Instance3,528,-5,200,0.42
Object211_A,Instance1,980,-25,30,0.87,Instance2,980,-29,30,0.11,Instance3,980,-14,30,0.02
Object212_A,Instance1,297,-12,170,0.57,Instance2,297,-23,170,0.15,Instance3,297,-18,170,0.28
Object213_A,Instance1,630,-26,70,0.74,Instance2,630,-1,70,0.14,Instance3,630,-36,70,0.12
Object214_A,Instance1,714,-14,120,0.26,Instance2,714,-18,120,0.11,Instance3,714,-46,120,0.62
Object215_A,Instance1,450,-41,80,0.48,Instance2,450,-37,80,0.13,Instance3,450,-28,80,0.38
Object216_A,Instance1,1000,-13,110,0.36,Instance2,1000,-21,110,0.29,Instance3,1000,-2,110,0.35
Object217_A,Instance1,952,-7,50,0.76,Instance2,952,-23,50,0.02,Instance3,952,-12,50,0.22
Object218_A,Instance1,243,-24,80,0.94,Instance2,243,-36,80,0.01,Instance3,243,-4,80,0.06
Object219_A,Instance1,849,-14,10,0.15,Instance2,849,-48,10,0.65,Instance3,849,-11,10,0.2
Object220_A,Instance1,994,-9,140,0.26,Instance2,994,-36,140,0.61,Instance3,994,-45,140,0.13
Object221_A,Instance1,560,-41,40,0.49,Instance2,560,-34,40,0.21,Instance3,560,-3,40,0.31
Object222_A,Instance1,71,-7,30,0.44,Instance2,71,-36,30,0.06,Instance3,71,-25,30,0.5
Object223_A,Instance1,99,-7,110,0.25,Instance2,99,-23,110,0.32,Instance3,99,-36,110,0.43
Object224_A,Instance1,444,-39,200,0.13,Instance2,444,-2,200,0.81,Instance3,444,-20,200,0.06
Object225_A,Instance1,312,-5,170,0.49,Instance2,312,-35,170,0.29,Instance3,312,-25,170,0.22
Object226_A,Instance1,158,-44,20,0.69,Instance2,158,-17,20,0.25,Instance3,158,-32,20,0.06
Object227_A,Instance1,111,-11,30,0.79,Instance2,111,-13,30,0.16,Instance3,111,-9,30,0.05
Object228_A,Instance1,751,-6,80,0.63,Instance2,751,-24,80,0.08,Instance3,751,-21,80,0.29
Object229_A,Instance1,59,-20,100,0.8,Instance2,59,-19,100,0.12,Instance3,59,-35,100,0.08
Object230_A,Instance1,259,-46,40,0.63,Instance2,259,-7,40,0.24,Instance3,259,-31,40,0.13
Object231_A,Instance1,311,-46,50,0.32,Instance2,311,-48,50,0.38,Instance3,311,-45,50,0.3
Object232_A,Instance1,441,-13,20,0.78,Instance2,441,-5,20,0.05,Instance3,441,-17,20,0.17
Object233_A,Instance1,258,-37,40,0.87,Instance2,258,-43,40,0.12,Instance3,258,-43,40,0.01
Object234_A,Instance1,556,-43,130,0.01,Instance2,556,-13,130,0.4,Instance3,556,-46,130,0.59
Object235_A,Instance1,263,-41,200,0.83,Instance2,263,-27,200,0.16,Instance3,263,-48,200,0.01
Object236_A,Instance1,119,-17,30,0.61,Instance2,119,-31,30,0.28,Instance3,119,-23,30,0.11
Object237_A,Instance1,153,-23,200,0.51,Instance2,153,-47,200,0.1,Instance3,153,-46,200,0.39
Object238_A,Instance1,479,-25,120,0.01,Instance2,479,-16,120,0.08,Instance3,479,-1,120,0.91
Object239_A,Instance1,250,-25,120,0.91,Instance2,250,-31,120,0.09,Instance3,250,-37,120,0.0
Object240_A,Instance1,105,-21,140,0.75,Instance2,105,-49,140,0.12,Instance3,105,-12,140,0.14
Object241_A,Instance1,914,-33,60,0.25,Instance2,914,-33,60,0.33,Instance3,914,-34,60,0.42
Object242_A,Instance1,591,-37,110,0.76,Instance2,591,-46,110,0.0,Instance3,591,-31,110,0.24
Object243_A,Instance1,282,-23,90,0.39,Instance2,282,-23,90,0.22,Instance3,282,-5,90,0.39
Object244_A,Instance1,29,-1,200,0.6,Instance2,29,-26,200,0.1,Instance3,29,-27,200,0.3
Object245_A,Instance1,149,-44,10,0.16,Instance2,149,-15,10,0.43,Instance3,149,-28,10,0.41
Object246_A,Instance1,763,-48,70,0.84,Instance2,763,-50,70,0.08,Instance3,763,-46,70,0.08
Object247_A,Instance1,369,-34,140,0.65,Instance2,369,-2,140,0.08,Instance3,369,-47,140,0.27
Object248_A,Instance1,205,-42,10,0.16,Instance2,205,-20,10,0.26,Instance3,205,-7,10,0.58
Object249_A,Instance1,842,-32,70,0.2,Instance2,842,-10,70,0.7,Instance3,842,-39,70,0.09
Object250_A,Instance1,176,-11,60,0.74,Instance2,176,-33,60,0.08,Instance3,176,-6,60,0.19
Object251_A,Instance1,611,-35,200,0.28,Instance2,611,-6,200,0.53,Instance3,611,-15,200,0.18
Object252_A,Instance1,106,-8,170,0.42,Instance2,106,-43,170,0.46,Instance3,106,-26,170,0.13
Object253_A,Instance1,741,-9,80,0.79,Instance2,741,-8,80,0.2,Instance3,741,-31,80,0.01
Object254_A,Instance1,409,-3,190,0.31,Instance2,409,-35,190,0.33,Instance3,409,-44,190,0.36
Object255_A,Instance1,826,-5,40,0.33,Instance2,826,-23,40,0.37,Instance3,826,-23,40,0.31
